TID,TH
TID_MASTERY_FALLBACK_REWARD_TITLE,รางวัลความชำนาญ
TID_MASTERY_FALLBACK_REWARD_BUTTON_CLAIM,รับ
TID_MASTERY_REWARD_REPLACED_TITLE,ยืนยันรางวัลสำรอง
TID_MASTERY_REWARD_REPLACED_POWER_POINTS,ไม่มีบรอว์เลอร์ตัวไหนสามารถรับค่าพลัง <AMOUNT> แต้มได้ และคุณได้มาถึงขีดจำกัดสูงสุดของค่าพลังแล้ว\n\nคุณอยากรับรางวัลสำรองแทนหรือไม่?
TID_TITLE_MASTERY_SHELLY,ไม่มีเวลามาอธิบาย!
TID_TITLE_MASTERY_COLT,หนุ่มหล่อเฟี้ยว
TID_TITLE_MASTERY_BULL,ไถแรงไม่เกรงใจใคร!
TID_TITLE_MASTERY_BROCK,ตู้ม!
TID_TITLE_MASTERY_RICO,คู่หูคู่ใจ
TID_TITLE_MASTERY_SPIKE,คนเก่งไม่เหมือนใคร
TID_TITLE_MASTERY_BARLEY,เสิร์ฟไม่ยั้ง!
TID_TITLE_MASTERY_JESSIE,นักสร้างมือฉมัง
TID_TITLE_MASTERY_NITA,แม่หมีจอมผยศ
TID_TITLE_MASTERY_DYNAMIKE,มาเร็วนกน้อย!
TID_TITLE_MASTERY_ELPRIMO,เอล ลูชาดอร์
TID_TITLE_MASTERY_MORTIS,สิ่งมีชีวิตแห่งรัตติกาล
TID_TITLE_MASTERY_CROW,กา กา กา!
TID_TITLE_MASTERY_POCO,นักดนตรีมารีอาชี
TID_TITLE_MASTERY_BO,มนุษย์แห่งพงไพร
TID_TITLE_MASTERY_PIPER,นักซุ่มยิง
TID_TITLE_MASTERY_PAM,มัมหมีที่รัก
TID_TITLE_MASTERY_TARA,การ์ดอยู่ไหน?
TID_TITLE_MASTERY_DARRYL,เจ้าโจรสลัด!
TID_TITLE_MASTERY_PENNY,เกลือพิฆาต
TID_TITLE_MASTERY_FRANK,สายแทงก์
TID_TITLE_MASTERY_GENE,มือพิฆาต!
TID_TITLE_MASTERY_TICK,หัวพี่อยู่ไหน?
TID_TITLE_MASTERY_LEON,ซับซ้อนซ่อนเงื่อน
TID_TITLE_MASTERY_ROSA,สาวรักษ์โลก
TID_TITLE_MASTERY_CARL,นักธรณีวิทยา
TID_TITLE_MASTERY_BIBI,คนคูลๆ
TID_TITLE_MASTERY_8BIT,SYS 64738
TID_TITLE_MASTERY_SANDY,คนขี้เซา
TID_TITLE_MASTERY_BEA,ราชินีผึ้ง
TID_TITLE_MASTERY_EMZ,#ตัวแม่จะแคร์เพื่อ
TID_TITLE_MASTERY_MRP,หัวหน้าตัวจริง
TID_TITLE_MASTERY_MAX,เร็วทะลุโลก!
TID_TITLE_MASTERY_JACKY,#@%**
TID_TITLE_MASTERY_GALE,นักเก็บกวาด
TID_TITLE_MASTERY_NANI,หุ่นยนต์พี่เลี้ยง
TID_TITLE_MASTERY_SPROUT,โอบรับธรรมชาติ
TID_TITLE_MASTERY_SURGE,ไง เพื่อน
TID_TITLE_MASTERY_COLETTE,นักสะสม
TID_TITLE_MASTERY_AMBER,สาวผู้มากับไฟ
TID_TITLE_MASTERY_LOU,พร้อมต้อนรับคุณเสมอ!
TID_TITLE_MASTERY_BYRON,ยอดบุรุษ
TID_TITLE_MASTERY_EDGAR,ประธานบริษัท Brawl Stars!
TID_TITLE_MASTERY_RUFFS,ผู้พัน
TID_TITLE_MASTERY_STU,ร้ายเจ้าเล่ห์
TID_TITLE_MASTERY_BELLE,ดาวล้านดวง
TID_TITLE_MASTERY_SQUEAK,ก็แค่อุบัติเหตุ
TID_TITLE_MASTERY_GROM,แค่มือซ้ายมือเดียวก็พอ!
TID_TITLE_MASTERY_BUZZ,ร้ายแต่เกิด
TID_TITLE_MASTERY_GRIFF,คนขี้งก
TID_TITLE_MASTERY_ASH,ผุยผง
TID_TITLE_MASTERY_MEG,ความช่วยเหลือด้านเทคนิค 2.0
TID_TITLE_MASTERY_LOLA,ดราม่าควีน
TID_TITLE_MASTERY_FANG,นักต่อสู้ผู้แยบยล
TID_TITLE_MASTERY_EVE,ยานแม่
TID_TITLE_MASTERY_JANET,จรวดพุ่งฉิว
TID_TITLE_MASTERY_BONNIE,เด็กห่ามไม่กลัวใคร
TID_TITLE_MASTERY_OTIS,ศิลปินคนเก่ง
TID_TITLE_MASTERY_SAM,เต็มๆ หน้า!
TID_TITLE_MASTERY_GUS,เด็กหลงทาง
TID_TITLE_MASTERY_BUSTER,บล็อคบัสเตอร์
TID_TITLE_MASTERY_CHESTER,เก่งรอบด้าน
TID_TITLE_MASTERY_GRAY,เงามืด
TID_TITLE_MASTERY_MANDY,หวานแต่แกร่ง
TID_MASTERY_INFO_TITLE,ความชำนาญคืออะไร?
TID_MASTERY_INFO_TXT1,ชัยชนะทุกครั้งจะมอบแต้มความชำนาญ
TID_MASTERY_INFO_TXT2,ไต่ไปตามขั้นความชำนาญเพื่อรับรางวัล
TID_MASTERY_INFO_TXT3,คืบหน้าไปตามถ้วยรางวัลของบรอว์เลอร์หรือขั้นลีกแห่งพลังเพื่อรับแต้มความชำนาญต่อการชนะหนึ่งครั้งเพิ่มเติม
TID_MASTERY_INFO_TXT4,รับรางวัลด้วยการเล่นบรอว์เลอร์นี้
TID_SKIN_INFO_MASKS,ตระกูลอายาคาชิ
TID_SKIN_INFO_HUB,ใบสั่งลุย
TID_QUESTS_SEASON_TITLE,เควสต์ประจำฤดูกาล
TID_QUESTS_SEASON_UNLOCK_AT,ปลดล็อคที่
TID_QUESTS_SEASON_SUBTITLE,รับโทเค็นเพิ่มด้วยเควสต์ประจำฤดูกาล
TID_MASTERY_RANK_UP,เลื่อนขั้นความชำนาญ!
TID_MASTERY_ALL_MASTERY_POINTS_COLLECTED,แต้มความชำนาญที่สะสมได้ในวันนี้
TID_MASTERY_MVP_BONUS,โบนัสผู้เล่นเด่น
TID_MASTERY_MAX_RANK,ขั้นความชำนาญสูงสุด
TID_SHOP_OFFER_INFO_44,ปลดล็อคเควสต์ประจำวันและรับโทเค็นเพิ่มสำหรับ Brawl Pass
TID_BATTLE_CARD_TITLE,การ์ดต่อสู้
TID_BATTLE_CARD_SUB_TITLE_BRAWLER,<BRAWLER>
TID_BATTLE_CARD_SUB_TITLE_DEFAULT,ค่าเริ่มต้น
TID_PROFILE_FAVORITE_BRAWLER_TITLE,บรอว์เลอร์โปรดของฉัน
TID_PROFILE_TITLE,ประวัติ
TID_PREVIOUS_STATS_TITLE,สถิติก่อนหน้าของคุณ
TID_PREVIOUS_STATS_LIST,<LEGACYXP><STAT:9><STAT:12><STAT:16><STAT:15>
TID_PREVIOUS_STAT_LEGACY_XP,<c0070dd>เลเวลประสบการณ์ <XPLEVEL> - <XPPOINTS>/<XPPOINTMAX></c>\n\n
TID_PREVIOUS_STAT_FORMAT,<NAME> - <cde9700><VALUE></c>\n
TID_FAVOURITE_BRAWLER_NOT_CHOSEN,ไม่ได้เลือก
TID_FAVOURITE_BRAWLER_CHOOSE,เลือก
TID_CHINA_YOOZOO_ACCOUNT_OPENID_LOGIN_NOT_ENABLED,此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。
TID_QUESTS_SEASON_INFO_UNCLAIMED,สามารถปลดล็อคเควสต์ประจำฤดูกาลจากถนนถ้วยรางวัลได้แล้วตอนนี้!
TID_BATTLE_CARD_CHOOSE_DEFAULT,ใช้ค่าเริ่มต้น
TID_INBOX_CAPTION_MASTERY_DONATION,บริจาคแต้มความชำนาญ <AMOUNT> แต้มให้กับ <NAME>
TID_INTRO_CARD_DEFAULT,ใช้ค่าเริ่มต้น:
TID_INTRO_CARD_OVERRIDE_PROFILE,เลือกไอคอนที่จะแสดงผลเฉพาะ <BRAWLER> เท่านั้น
TID_INTRO_CARD_OVERRIDE_EMOTE,เลือกอีโมจิที่จะแสดงผลเฉพาะ <BRAWLER> เท่านั้น
TID_INTRO_CARD_OVERRIDE_TITLE,เลือกฉายาที่จะแสดงผลเฉพาะ <BRAWLER> เท่านั้น
TID_INTRO_CARD_DEFAULT_PROFILE,เลือกไอคอนตั้งต้น
TID_INTRO_CARD_DEFAULT_EMOTE,เลือกอีโมจิตั้งต้น
TID_INTRO_CARD_DEFAULT_TITLE,เลือกฉายาตั้งต้น
TID_BATTLE_INTRO_COUNTDOWN_TITLE,แมตช์จะเริ่มใน
TID_BATTLE_INTRO_CARD_DEFAULT,ค่าเริ่มต้น
TID_INTRO_CARD_NO_TITLES,ปลดล็อคฉายาที่ความชำนาญเลเวล 10 สำหรับบรอว์เลอร์แต่ละตัว
TID_SHOP_MASKS_SKINS,ตระกูลอายาคาชิ
TID_SKIN_INFO_CAMPAIGN_MASKS_TITLE,ตระกูลอายาคาชิ
TID_MASKS_SKINS_INFO,เซ็ตสกิน
TID_EL_MAYORDOMO_SKIN,เอล มายอร์โดโม่
TID_EL_MAYORDOMO_SKIN_SHOP,เอล มายอร์โดโม่
TID_SPIRIT_KNIGHT_FRANK_SKIN,แฟรงค์ อัศวินแห่งวิญญาณ
TID_SPIRIT_KNIGHT_FRANK_SKIN_SHOP,แฟรงค์\nอัศวินแห่งวิญญาณ
TID_KITSUNE_LOLA_SKIN,โลล่า ปีศาจจิ้งจอกคิตสึเนะ
TID_KITSUNE_LOLA_SKIN_SHOP,โลล่า\nปีศาจจิ้งจอกคิตสึเนะ
TID_TENGU_MIKE_SKIN,ไมค์ เทพเท็งงุ
TID_TENGU_MIKE_SKIN_SHOP,ไมค์\nเทพเท็งงุ
TID_ONI_OTIS_SKIN,โอติส ปีศาจโอนิ
TID_ONI_OTIS_SKIN_SHOP,โอติส ปีศาจโอนิ
TID_ALLEYCAT_BULL_SKIN,แมวจรบูล
TID_ALLEYCAT_BULL_SKIN_SHOP,แมวจร\nบูล
TID_MARIPOSA_PIPER_SKIN,ผีเสื้อไพเพอร์
TID_MARIPOSA_PIPER_SKIN_SHOP,ผีเสื้อ\nไพเพอร์
TID_POPSTAR_JANET_SKIN,ป๊อปสตาร์แจเน็ต
TID_POPSTAR_JANET_SKIN_SHOP,ป๊อปสตาร์\nแจเน็ต
TID_BELL_NANI_SKIN,ระฆังนานิ
TID_BELL_NANI_SKIN_SHOP,ระฆังนานิ
TID_MAGIC_CARPET_CARL_SKIN,สุลต่านคาร์ล
TID_MAGIC_CARPET_CARL_SKIN_SHOP,สุลต่าน\nคาร์ล
TID_DETECTIVE_GRAY_NOIR_SKIN,นักสืบเกรย์เวอร์ชันฟิล์มนัวร์
TID_DETECTIVE_GRAY_NOIR_SKIN_SHOP,นักสืบเกรย์\nเวอร์ชันฟิล์มนัวร์
TID_ROTOCOP_SKIN,หุ่นลาดตระเวนอาร์-ที
TID_ROTOCOP_SKIN_SHOP,หุ่นลาดตระเวนอาร์-ที
TID_CRIMSON_RT_SKIN,อาร์-ทีสีแดง
TID_CRIMSON_RT_SKIN_SHOP,อาร์-ทีสีแดง
TID_CC_UNLIMITED_LIVES,ชีวิตไม่จำกัด
TID_CC_POPUP_DESC_UNLIMITED_LIVES,รับรางวัลเจ๋งๆ ทุกครั้งที่คว้าชัย! ชนะ <WINS> ครั้งเพื่อพิชิตความท้าทาย!
TID_EVENT_MODIFIER_18,ไข่อีสเตอร์
TID_EVENT_MODIFIER_DESC_18,เก็บไข่อีสเตอร์เพื่อรับรางวัล!
TID_BATTLE_CARD_TYPE_TAB_DEFAULTS,ค่าเริ่มต้น
TID_TITLE_MASTERY_RT,ผู้รู้ผู้เห็น
TID_TITLE_MASTERY_WILLOW,ซ่อนเร้นในสมองของคุณ!
TID_SHOP_HUB_SKINS,ใบสั่งลุย
TID_SKIN_INFO_CAMPAIGN_HUB_TITLE,ใบสั่งลุย
TID_HUB_SKINS_INFO,เซ็ตสกิน
TID_INBOX_CAPTION_REWARD_BUNDLE_SKIN_PINS,การบริจาคอีโมจิของสกิน:
TID_GEMGRAB_481,ประตูสี่บาน
TID_GEMGRAB_482,ศูนย์กลางอัดแน่น
TID_HEIST_481,ปล้นสะดมชดเชย
TID_HEIST_482,ควบคุมศูนย์กลาง
TID_BOUNTY_481,ทางแยก
TID_BOUNTY_482,ไร้ที่หลบซ่อน
TID_BOUNTY_483,ฐานที่มั่นเหล็กกล้า
TID_HOTZONE_481,ชั่วโมงเร่งด่วน
TID_HOTZONE_482,หลุมหลบภัยเหล็กกล้า
TID_KNOCKOUT_481,พื้นที่กลางสมบูรณ์
TID_KNOCKOUT_482,ตามขั้นตอน
TID_SHOWDOWN_481,เสาฉ่ำชอุ่ม
TID_SHOWDOWN_482,ขีดจำกัดท้าทาย
TID_TAGTEAM_481,โมกุระ ทาทากิ
TID_TAGTEAM_482,ทะเลสาบทั้งสี่
TID_TAGTEAM_483,เกาะมัจจุราช
TID_TAGTEAM_484,แกนเหล็กกล้า
TID_BASKET_481,ทุ่งหญ้าเขียวขจี
TID_BASKET_482,ม่านเหล็กกล้า
TID_BASKET_483,ป้อมปราการทรงตะกร้า
TID_BASKET_484,หลังคาเริงระบำ
TID_BRAWLBALL_481,เคลื่อนที่เป็นวงกลม
TID_BRAWLBALL_482,เฉลียงเหล็กกล้า
TID_CONTEXT_MENU_REPORT_PICTURE,รายงานภาพ
TID_REPORT_PROFILE_PICTURE_TITLE,รายงานภาพประวัติ
TID_REPORT_PROFILE_PICTURE_TEXT,คุณแน่ใจหรือไม่ว่าต้องการรายงานภาพประวัตินี้
TID_REPORT_PROFILE_PICTURE_CONFIRM,รายงาน
TID_CANNOT_REPORT_PROFILE_PICTURE,ไม่สามารถรายงานภาพประวัติได้
TID_TRUE_GOLD_GUS_SKIN,กัส ร่างทองล้วน
TID_TRUE_GOLD_GUS_SKIN_SHOP,กัส\nร่างทองล้วน
TID_TRUE_SILVER_GUS_SKIN,กัส ร่างเงินล้วน
TID_TRUE_SILVER_GUS_SKIN_SHOP,กัส\nร่างเงินล้วน
TID_TRUE_GOLD_CHESTER_SKIN,เชสเตอร์ ร่างทองล้วน
TID_TRUE_GOLD_CHESTER_SKIN_SHOP,เชสเตอร์\nร่างทองล้วน
TID_TRUE_SILVER_CHESTER_SKIN,เชสเตอร์ ร่างเงินล้วน
TID_TRUE_SILVER_CHESTER_SKIN_SHOP,เชสเตอร์\nร่างเงินล้วน
TID_TRUE_GOLD_GRAY_SKIN,เกรย์ ร่างทองล้วน
TID_TRUE_GOLD_GRAY_SKIN_SHOP,เกรย์\nร่างทองล้วน
TID_TRUE_SILVER_GRAY_SKIN,เกรย์ ร่างเงินล้วน
TID_TRUE_SILVER_GRAY_SKIN_SHOP,เกรย์\nร่างเงินล้วน
TID_TRUE_GOLD_SAM_SKIN,แซม ร่างทองล้วน
TID_TRUE_GOLD_SAM_SKIN_SHOP,แซม\nร่างทองล้วน
TID_TRUE_SILVER_SAM_SKIN,แซม ร่างเงินล้วน
TID_TRUE_SILVER_SAM_SKIN_SHOP,แซม\nร่างเงินล้วน
TID_TRUE_GOLD_BUSTER_SKIN,บัสเตอร์ ร่างทองล้วน
