TID,ES
TID_CLUB_LEAGUE_EVENT_UNLOCKS_AT,Se desbloquea con
TID_CLUB_LEAGUE_SHOW_TICKETS_TOGGLE,Mostrar el número <cFFDA14>máximo</c> de trofeos del club disponibles
TID_CLUB_LEAGUE_INFO_TITLE,INFORMACIÓN DE LA LIGA DE CLUBS
TID_CLUB_LEAGUE_INFO_PAGE_1_MARKER,Temporadas y días de eventos
TID_CLUB_LEAGUE_INFO_PAGE_1_TITLE,<cFCBC22>TEMPORADAS Y DÍAS DE EVENTOS</c>
TID_CLUB_LEAGUE_INFO_PAGE_1_DESC,"Durante cada temporada semanal, tu club competirá contra otros 7 clubs en tu liga.\n\nParticipa en eventos de la liga de clubs durante 3 días de eventos diferentes y gana trofeos diariamente para tu club. Los clubs que tengan más trofeos al final de cada día ganarán la mayor cantidad de puntos para la clasificación de la temporada.\n\nLos trofeos del club se reinician al final de cada día de eventos.\n\n<cFCBC22>Consejo: ¡Forma un equipo con otros miembros de tu club para ganar trofeos del club extras!</c>"
TID_CLUB_LEAGUE_INFO_PAGE_2_MARKER,Tiques
TID_CLUB_LEAGUE_INFO_PAGE_2_TITLE,<cFCBC22>TIQUES</c>
TID_CLUB_LEAGUE_INFO_PAGE_2_DESC,Se necesitan tiques para participar en los eventos de la liga de clubs. Los miembros del club tendrán tiques para participar en cada día de eventos.\n\nUsa todos los tiques para recibir todas las recompensas de temporada y trofeos del club posibles.
TID_CLUB_LEAGUE_INFO_PAGE_3_MARKER,Ligas
TID_CLUB_LEAGUE_INFO_PAGE_3_TITLE,<cFCBC22>LIGAS</c>
TID_CLUB_LEAGUE_INFO_PAGE_3_DESC,"Los clubs que tengan más puntos al final de la semana ascenderán a la siguiente liga, mientras que los clubs que tengan menos descenderán de liga. Alcanza las ligas más altas para recibir mayores recompensas y desafíos."
TID_CLUB_LEAGUE_INFO_PAGE_4_MARKER,Tienda del club
TID_CLUB_LEAGUE_INFO_PAGE_4_TITLE,<cFCBC22>TIENDA DEL CLUB</c>
TID_CLUB_LEAGUE_INFO_PAGE_4_DESC,"Participar en la liga de clubs te proporciona monedas del club. Ganarás más monedas cuanto mayor sea tu posición y tu liga al final de la temporada. Usa todos tus tiques en una temporada para reclamar todas las monedas del club posibles.\n\nLas monedas del club se usan en la tienda del club, donde encontrarás aspectos exclusivos, puntos de fuerza, monedas y materiales para fabricar refuerzos."
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_1,COMPITE CONTRA 7 CLUBS
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_2,3 DÍAS DE EVENTOS
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_3,PARTICIPA EN EVENTOS Y GANA TROFEOS DEL CLUB
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_4,ESFUÉRZATE AL MÁXIMO CADA DÍA...
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_5,¡PARA LLEGAR A LO MÁS ALTO DE LA CLASIFICACIÓN DE LA TEMPORADA!
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_1,LOS EVENTOS REQUIEREN TIQUES
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_2,RECIBIRÁS TIQUES CADA DÍA DE EVENTOS
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_3,ÚSALOS TODOS PARA GANAR TODAS LAS RECOMPENSAS POSIBLES
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_1,LA TEMPORADA TERMINA TRAS EL DÍA 3 DE EVENTOS
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_2,LOS CLUBS EN LAS POSICIONES MÁS ALTAS ASCENDERÁN
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_3,LOS CLUBS EN LAS POSICIONES MÁS BAJAS DESCENDERÁN
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_4,TODOS LOS PARTICIPANTES GANARÁN MONEDAS DEL CLUB
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_1,LA TIENDA DEL CLUB INCLUYE...
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_2,¡ASPECTOS EXCLUSIVOS!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_3,¡PUNTOS DE FUERZA PARA CUALQUIER BRAWLER!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_4,¡REFUERZOS PARA BRAWLERS CON UN NIVEL DE FUERZA 10 O SUPERIOR!
TID_CLUB_LEAGUE_ONBOARDING_TITLE,LIGA DE CLUBS
TID_CLUB_LEAGUE_ONBOARDING_WELCOME,Competición semanal entre clubs
TID_CLUB_LEAGUE_ONBOARDING_COMPETE_DESC,8 clubs compiten cada temporada
TID_CLUB_LEAGUE_ONBOARDING_TAP_TO_CONTINUE,Toca para continuar
TID_CLUB_LEAGUE_ONBOARDING_LETS_GO,ADELANTE
TID_CLUB_LEAGUE_ONBOARDING_EVENT_DAYS,3 días de eventos
TID_CLUB_LEAGUE_ONBOARDING_TEAM_UP,¡Forma un equipo con tu club!
TID_CLUB_LEAGUE_ONBOARDING_EVENTS,EVENTOS
TID_CLUB_LEAGUE_ONBOARDING_TICKETS,Se participa con tiques
TID_CLUB_LEAGUE_ONBOARDING_CLUB_TROPHIES,Gana trofeos del club
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_1,Consigue trofeos
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_2,para ganar puntos
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_3,y subir en la clasificación
TID_CLUB_LEAGUE_ONBOARDING_CLUB_COIN_REWARDS,¡Gana monedas del club al final de la semana!
TID_CLUB_LEAGUE_ONBOARDING_CLUB_SHOP,¡Gasta las monedas del club en la tienda del club!
TID_CLUB_LEAGUE_ONBOARDING_DAY_1,DÍA 1
TID_CLUB_LEAGUE_ONBOARDING_DAY_2,DÍA 2
TID_CLUB_LEAGUE_ONBOARDING_DAY_3,DÍA 3
TID_CLUB_LEAGUE_SEASON_MAX_REWARD,Recompensa máxima:
TID_CLUB_SHOP_TITLE,TIENDA DEL CLUB
TID_CLUB_SHOP_BUTTON,TIENDA DEL CLUB
TID_CLUB_SHOP_DESC,¡Acelera tu progreso y compra aspectos exclusivos!
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED,Brawler bloqueado
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED_DESC,Desbloquea a este brawler para poder comprar este aspecto.
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION,FIN DE LA TEMPORADA DE LA LIGA DE CLUBS: Tu club ha alcanzado el puesto <RANKING>. ¡Has ganado <COINS> <cEE1B39>monedas del club</c>!
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION_NO_REWARD,"FIN DE LA TEMPORADA DE LA LIGA DE CLUBS: Tu club ha alcanzado el puesto <RANKING>, pero no has participado en ella. ¡Participa en la siguiente para ganar monedas del club!"
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_TITLE,RECOMPENSAS DEL FIN DE LA TEMPORADA
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_SUBTITLE,¡Usa todos los tiques en una temporada para recibir todas las recompensas posibles!
TID_CLUB_LEAGUE_SEASON_REWARD_MAX,MÁX.
TID_CLUB_LEAGUE_SEASON_PROMOTING_DESC,Ascenso a una liga superior
TID_CLUB_LEAGUE_SEASON_DEMOTING_DESC,Descenso a una liga inferior
TID_CLUB_LEAGUE_LOOKING_FOR_TEAM,Buscando equipo
TID_CLUB_LEAGUE_LOOKING_FOR_PLAYERS,Buscando jugadores
TID_CLUB_INFO_TAB_PLAYER_RANKS,CLASIFICACIÓN
TID_CLUB_INFO_TAB_LEAGUE_SEASON,TEMPORADA DE LIGA DE CLUBS
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY,DÍA <NUM> DE EVENTOS
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY_NONE,DÍA DE EVENTOS
TID_CLUB_MEMBER_LEAGUE_TICKETS,<NUM>/<MAX>
TID_CLUB_UNLOCK_ALREADY_IN_CLUB,¡Ya perteneces a un club!
TID_LOOKING_FOR_CLUB_TEAM_FOUND_SUGGESTION,¡Ya hay un equipo del club!
TID_LOOKING_FOR_CLUB_PLAYERS_FOUND_SUGGESTION,¡Hay compañeros del club en línea!
TID_CLUB_MIGRATION_POPUP_TITLE,TE DAMOS LA BIENVENIDA A TU NUEVO CLUB
TID_CLUB_MIGRATION_POPUP_DESC,Todos los clubs participarán en la liga de clubs y cada uno puede tener hasta <NUM> miembros. ¡Este es el club con el que participarás en la competición!\n\n¡Esperamos que te diviertas en tu nuevo club y que disfrutes de la liga!
TID_CLUB_MIGRATION_LETS_GO,ADELANTE
TID_CLUB_MIGRATION_NEW_CLUB_DESC,Ahora formas parte de:
TID_FRIEND_STATUS_POWER_MATCH,Pelea estelar
TID_CLAN_MEMBER_ONLINE_STATUS_16,<cE8004C>PELEA ESTELAR</c>
TID_TEAM_MEMBER_STATUS_16,<cE8004C>PELEA ESTELAR</c>
TID_TEAM_MEMBER_STATUS_NEW_16,PELEA ESTELAR
TID_CLUB_INFO_COLUMN_TROPHIES,TROFEOS
TID_CLUB_INFO_COLUMN_POWER_LEAGUE_RANK,RANGO EN LA LIGA ESTELAR
TID_CLUB_INFO_COLUMN_LAST_ONLINE,ÚLTIMO ACCESO
TID_CLUB_INFO_COLUMN_NAME,NOMBRE
TID_CLUB_INFO_COLUMN_TICKETS_USED,TIQUES USADOS
TID_CLUB_INFO_COLUMN_CLUB_TROPHIES,TROFEOS DEL CLUB
TID_BATTLE_LOG_RANKED_CLUB_LEAGUE,PELEA ESTELAR DE LA LIGA DE CLUBS
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED_CLUB_LEAGUE,Alcanza el rango <RANK> para desbloquear las repeticiones de Pelea estelar.
TID_RANKED_COOLDOWN_FLOATER_CLUB_LEAGUE,No puedes empezar la partida porque se te ha vetado en partidas de Pelea estelar de la liga de clubs durante <TIME>.
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH,"Has abandonado una partida de Pelea estelar de la liga de clubs antes de que terminara. Si lo haces de forma repetida, ¡no podrás jugar en este modo!"
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED,Se te ha vetado temporalmente en las partidas de Pelea estelar de la liga de clubs porque has abandonado demasiadas partidas.\n\nCualquier infracción futura tendrá como consecuencia suspensiones más largas.
TID_CLUB_EVENT_INFO_WIN_MATCH,VICTORIA
TID_CLUB_EVENT_INFO_DRAW_MATCH,EMPATE
TID_CLUB_EVENT_INFO_LOSE_MATCH,DERROTA
TID_CLUB_EVENT_INFO_TEAM_UP_RANDOMS,Equipo con jugadores aleatorios
TID_CLUB_EVENT_INFO_TEAM_UP_CLUB_MEMBERS,Equipo con miembros del club
TID_CLUB_EVENT_INFO_CLUB_TROPHY_REWARDS,RECOMPENSA DE TROFEOS DEL CLUB
TID_REWARD_DESC_GEAR_TOKENS,FICHAS DE REFUERZO
TID_REWARD_DESC_GEAR_TOKEN_SINGLE,FICHA DE REFUERZO
TID_REWARD_DESC_GEAR_SCRAP,CHATARRA
TID_CLUB_LEAGUE_REGISTRATION_CLOSED_RACE_MESSAGE,¡Vaya! Parece que llegas tarde para participar en esta temporada.\n\n¡Siempre puedes mirar y disfrutar de las partidas de tu club antes de que empiece la siguiente temporada!
TID_CLUB_LEAGUE_REGISTRATION_CLOSED_SHOP_MESSAGE,¡No te pierdas los productos de la tienda del club!
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_LEADERBOARD_TITLE,Resultados finales:
TID_CLUB_LEAGUE_TEASER_TITLE,LIGA DE CLUBS
TID_CLUB_LEAGUE_TEASER_JOIN_CLUB,UNIRSE A UN CLUB
TID_CLUB_LEAGUE_TEASER_MESSAGE,¡Compite con tu club para acelerar tu progreso y ganar aspectos exclusivos!
TID_CLUB_LEAGUE_TEASER_REACH_TROPHIES_TO_UNLOCK,Alcanza <NUM> trofeos para desbloquear los clubs.
TID_CLUB_LEAGUE_TEASER_JOIN_A_CLUB,¡Únete a un club para competir en la siguiente temporada!
TID_CLUB_LEAGUE_TEASER_FIND_OUT_MORE,SABER MÁS
TID_CLUB_LEAGUE_EVENTS_DAYS_CURRENT_SEASON,Programa de la temporada actual:
TID_CLUB_LEAGUE_EVENTS_DAYS_NEXT_SEASON,Programa de la siguiente temporada:
TID_CLUB_LEAGUE_EVENTS_DAY_STARTS_IN,Empieza en: <TIME>
TID_CLUB_LEAGUE_EVENTS_DAY_ENDS_IN,Termina en: <TIME>
TID_CLUB_LEAGUE_EVENTS_INFO_BUTTON,¿QUÉ ES LA LIGA DE CLUBS?
TID_CLUBS_MEMBERS_CLUB_TROPHIES,Trofeos del club
TID_CLUBS_MEMBERS_TICKETS_USED,Tiques usados
TID_CLUBS_MEMBERS_POWER_LEAGUE_RANK,Rango en la Liga estelar
TID_CLUB_TEAM_INVITE,¡FORMA UN EQUIPO CON MIEMBROS DEL CLUB!
TID_SHOP_SCMAKE_INFO,Conjunto de aspectos
TID_SKIN_GROUP_OWNED,Tienes <NUM>/<MAX>
TID_SHOP_SCMAKE_SKINS,ASPECTOS DE SUPERCELL MAKE
TID_SKIN_INFO_LEGENDARYSET_SKINS,Aspectos legendarios
TID_SHOP_LEGENDARYSET_SKINS_GROUP,Aspectos legendarios
TID_SHOP_LEGENDARYSET_TITLE,LEGENDARIO
TID_SHOP_LEGENDARYSET_INFO,Conjunto de aspectos
TID_SHOP_HERO_OFFER_LABEL,NUEVO BRAWLER: <BRAWLER>
TID_MATCHMAKE_FAILED_24,¡No tienes suficientes tiques!
TID_EMOTE_BUNDLE_BRAWLOWEEN_PACK,Lote de reacciones de Brawl-O-Ween
TID_SKIN_INFO_BRAWLYWOOD,Aspectos de Brawlywood
TID_SHOP_BRAWLYWOOD_INFO,Conjunto de aspectos
TID_SHOP_BRAWLYWOOD_TITLE,BRAWLYWOOD
TID_SHOP_BRAWLYWOOD_SKINS,Aspectos de Brawlywood
TID_SHOP_OFFER_INFO_STARTER_PACK_GUARANTEED_BOX,¡Brawler <RARITY> aleatorio!
TID_TEAM_SETTING_TOURNAMENT_MODE,Modo de torneo
TID_GATCHA_SCREEN_GEAR_SCRAP_DROP_TITLE,CHATARRA
TID_GATCHA_SCREEN_GEAR_SCRAP_DROP_DESC,Usa chatarra para mejorar los refuerzos.
TID_TEAM_ERROR_49,No puedes solicitar unirte al equipo porque no pertenecéis al mismo club.
TID_TEAM_ERROR_50,No puedes unirte a este equipo porque no pertenecéis al mismo club.
TID_GHOST_SQUEAK_SKIN,SQUEAK FANTASMA
TID_SURGE_KONG_SKIN,SURGE KONG
TID_HEADLESS_RIDER_STU_SKIN,STU SIN CABEZA
TID_COUNT_PENGULA_MRP_SKIN,CONDE P
TID_SWAMP_GENE_SKIN,GENIO ACUÁTICO
TID_GHOST_SQUEAK_SKIN_SHOP,SQUEAK\nFANTASMA
TID_SURGE KONG_SKIN_SHOP,SURGE KONG
TID_HEADLESS_RIDER_STU_SKIN_SHOP,STU\nSIN CABEZA
TID_COUNT_PENGULA_MRP_SKIN_SHOP,CONDE P
TID_SWAMP_GENE_SKIN_SHOP,GENIO\nACUÁTICO
TID_DIRECTOR_BUZZ_SKIN,BUZZ DIRECTOR
TID_DIRECTOR_BUZZ_SKIN_SHOP,BUZZ\nDIRECTOR
TID_CAT_BURGLAR_JESSIE_SKIN,JESSIE FELINA
TID_CAT_BURGLAR_JESSIE_SKIN_SHOP,JESSIE\nFELINA
TID_CAPTAIN_CROW_SKIN,CAPITÁN CROW
TID_CAPTAIN_CROW_SKIN_SHOP,CAPITÁN\nCROW
TID_SQUEAKBUSTER_GALE_SKIN,GALE CAZASQUEAKS
TID_SQUEAKBUSTER_GALE_SKIN_SHOP,GALE\nCAZASQUEAKS
TID_B800_BULL_SKIN,B-800
TID_B800_BULL_SKIN_SHOP,B-800
TID_TRUE_GOLD_BIBI_SKIN,BIBI DORADA
TID_TRUE_GOLD_BIBI_SKIN_SHOP,BIBI\nDORADA
TID_TRUE_SILVER_BIBI_SKIN,BIBI PLATEADA
TID_TRUE_SILVER_BIBI_SKIN_SHOP,BIBI\nPLATEADA
TID_TRUE_GOLD_CARL_SKIN,CARL DORADO
TID_TRUE_GOLD_CARL_SKIN_SHOP,CARL\nDORADO
TID_TRUE_SILVER_CARL_SKIN,CARL PLATEADO
TID_TRUE_SILVER_CARL_SKIN_SHOP,CARL\nPLATEADO
TID_TRUE_GOLD_AMBER_SKIN,AMBER DORADA
TID_TRUE_GOLD_AMBER_SKIN_SHOP,AMBER\nDORADA
TID_TRUE_SILVER_AMBER_SKIN,AMBER PLATEADA
TID_TRUE_SILVER_AMBER_SKIN_SHOP,AMBER\nPLATEADA
TID_TRUE_GOLD_COLETTE_SKIN,COLETTE DORADA
TID_TRUE_GOLD_COLETTE_SKIN_SHOP,COLETTE\nDORADA
TID_TRUE_SILVER_COLETTE_SKIN,COLETTE PLATEADA
TID_TRUE_SILVER_COLETTE_SKIN_SHOP,COLETTE\nPLATEADA
TID_TRUE_GOLD_DYNAMIKE_SKIN,DYNAMIKE DORADO
TID_TRUE_GOLD_DYNAMIKE_SKIN_SHOP,DYNAMIKE\nDORADO
TID_TRUE_SILVER_DYNAMIKE_SKIN,DYNAMIKE PLATEADO
TID_TRUE_SILVER_DYNAMIKE_SKIN_SHOP,DYNAMIKE\nPLATEADO
TID_MATCHMAKE_FAILED_8,Error en el emparejamiento: el evento no está disponible.
TID_TEAM_ERROR_51,Error en la solicitud de unión al equipo: el evento no está disponible.
TID_TEAM_ERROR_52,No es posible unirse al equipo: el evento no está disponible.
TID_TEAM_ERROR_53,¡El equipo necesita más miembros!
TID_TEAM_ERROR_54,No se puede seleccionar el evento. Este evento es solo para miembros del club.
TID_CROSS_BOMBER,GROM
TID_CROSS_BOMBER_SHORT_DESC,DESTRUCTOR
TID_CROSS_BOMBER_DESC,La prioridad de este fornido centinela es vigilar. Grom arroja su walkie-talkie hacia sus rivales. Su súper es una bomba que rompe muros y hace retroceder a los enemigos.
TID_CROSS_BOMBER_WEAPON,CATAPLUM
TID_CROSS_BOMBER_WEAPON_DESC,¡Grom lanza su walkie-talkie explosivo! La explosión se expande en forma de cruz e inflige daño a los enemigos que se encuentren en su camino.
TID_CROSS_BOMBER_ULTI,GROMBA
TID_CROSS_BOMBER_ULTI_DESC,"Grom lanza una bomba devastadora con la ayuda de su walkie-talkie. La gromba inflige un gran daño, rompe muros y la fuerza de la explosión hace retroceder a todos los enemigos."
TID_SPEC_ABI_CROSS_BOMBER_1,RONDA DE VIGILANCIA
TID_SPEC_ABI_CROSS_BOMBER_1_DESC,"Cuando el súper de Grom está totalmente cargado, ¡su velocidad de movimiento aumenta un <c00cc00><VALUE1> %</c>!"
TID_SPEC_ABI_CROSS_BOMBER_2,FACTOR X
TID_SPEC_ABI_CROSS_BOMBER_2_DESC,Los fragmentos del ataque principal de Grom infligen hasta un <c00cc00><VALUE1> %</c> de daño extra a distancia máxima.
TID_ACCESSORY_CROSS_BOMBER_WATCHTOWER,TORRE DE VIGILANCIA
TID_ACCESSORY_CROSS_BOMBER_WATCHTOWER_DESC,Grom expulsa una torre de vigilancia de su gromba que permite que los aliados puedan ver a través de los arbustos en una extensa superficie. La torre pierde la salud poco a poco con el tiempo.
TID_HOMEPAGE_GUIDE_FIRST_GEAR,¡Fabrica tu primer refuerzo!
TID_FIRST_GEAR_TUTORIAL_COLLECT_MORE,Consigue más chatarra y fichas de refuerzo en las cajas brawl o en la tienda del club para fabricar y mejorar tu refuerzo.
TID_FIRST_GEAR_TUTORIAL_TITLE,HUECO PARA REFUERZOS
TID_FIRST_GEAR_TUTORIAL_TITLE_DESC,DESBLOQUEADO
TID_FIRST_GEAR_TUTORIAL_HEADER,Refuerzos
TID_FIRST_GEAR_TUTORIAL_HEADER_DESC,¡Refuerza a tus brawlers con habilidades especiales!
TID_FIRST_GEAR_TUTORIAL_UNLOCK,Los brawlers desbloquean su primer hueco para refuerzos con un nivel de fuerza 10.
TID_FIRST_GEAR_TUTORIAL_COLLECT,Consigue materiales para fabricar refuerzos.
TID_FIRST_GEAR_TUTORIAL_CRAFT,Fabrica refuerzos. ¡Cada uno puede tener hasta 3 niveles!
TID_FIRST_GEAR_TUTORIAL_GET_SCRAP_TOKENS,¡Fabrica tu primer refuerzo!
TID_FIRST_GEAR_TUTORIAL_GET_SCRAP_TOKENS_DESC,Necesitarás estos materiales:
TID_FIRST_GEAR_TUTORIAL_BUTTON_NEXT,ADELANTE
TID_FIRST_GEAR_TUTORIAL_BUTTON_COLLECT,RECLAMAR
TID_FIRST_GEAR_TUTORIAL_UNLOCK_POWER,FUERZA
TID_FIRST_GEAR_TUTORIAL_UNLOCK_POWER_AMOUNT,10
TID_SETTINGS_HAPTICS,RESPUESTA HÁPTICA
TID_HERO_INFO_GEAR_BLOCKED,¡Potencia a <HERONAME> con refuerzos! Este hueco para refuerzos está disponible tras alcanzar el nivel de fuerza <LEVEL>.
TID_BRAWL_PASS_SEASON_8,BRAWLYWOOD
TID_CHOLLA_SKIN,LOLA REBELDE
TID_CHOLLA_SKIN_SHOP,LOLA\nREBELDE
TID_SKIN_INFO_WF_2021,Aspecto de las finales mundiales de 2021
TID_POTATO_SQUEAK_SKIN,SQUEAK PATATA
TID_POTATO_SQUEAK_SKIN_SHOP,SQUEAK\nPATATA
TID_RANCID_MIKE_SKIN,DYNAMIKE MOHOSO
TID_RANCID_MIKE_SKIN_SHOP,DYNAMIKE\nMOHOSO
TID_CHICKEN_RICO_SKIN,RICO GALLINA
TID_CHICKEN_RICO_SKIN_SHOP,RICO\nGALLINA
TID_TEAM_AD_JOIN_FAIL_PLAYER_NOT_IN_CLUB_LEAGUE,No puedes unirte porque no participas en la temporada de la liga de clubs de este equipo.
TID_TEAM_REQUEST_INVITE_FAIL_PLAYER_NOT_IN_CLUB_LEAGUE,No puedes enviarle una invitación porque no participa en tu temporada de la liga de clubs.
TID_CLUB_LEAGUE_MIGRATION_REMAIN,"Buenas noticias, ¡sigues formando parte de tu club! La reciente reducción del tamaño de los clubs no te ha afectado. Hemos transferido a los otros miembros del club a otros clubs."
TID_CLUB_LEAGUE_MIGRATION_NEW_CLUB_LEADER,"Debido a la reciente reducción del tamaño de los clubs, ahora formas parte de un club nuevo, en el que eres el nuevo presidente.\n\n¡Este título trae consigo una gran responsabilidad!"
TID_CLUB_LEAGUE_MIGRATION_NEW_CLUB_MEMBER,"Debido a la reciente reducción del tamaño de los clubs, ahora formas parte de un club nuevo junto con otros miembros de tu club anterior. Este cambio no es definitivo y puedes abandonar el club y buscar uno nuevo cuando quieras."
TID_CLUB_LEAGUE_MIGRATION_KICKED,"Debido a la reciente reducción del tamaño de los clubs, se te ha expulsado del club por inactividad. Si quieres participar en la liga de clubs, busca un club nuevo."
TID_CLUB_LEAGUE_MIGRATION_NO_CLUB_FOUND,"No hemos podido encontrar un club adecuado para ti. Si quieres participar en la liga de clubs, busca un club nuevo."
TID_LOOKING_TOGGLE_LOOKING_FOR_A_TEAM,Otros jugadores en línea pueden ver que estás buscando un equipo.
TID_LOOKING_TOGGLE_LOOKING_FOR_PLAYERS,Otros jugadores en línea pueden ver que tu equipo está buscando jugadores.
TID_CLUB_JOIN_FAIL_FEATURE_LOCKED,No puedes unirte al club. Los clubs se desbloquean al alcanzar los <NUM> trofeos.
TID_CLUB_LEAGUE_LEAGUES_POPUP_CURRENT_LEAGUE,LIGA ACTUAL
TID_CLUB_LEAGUE_LEAGUES_POPUP_MESSAGE,¡Asciende o desciende de liga al final de cada temporada de la liga de clubs!\nSube de liga para ganar más monedas del club.
TID_CLUB_LEAGUE_LEAGUES_POPUP_BUTTON,Vale
TID_CLUB_LEAGUE_LEAGUES_POPUP_TITLE,LIGAS
TID_IMPORTANT_MESSAGE_TITLE,AVISO IMPORTANTE
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED_AND_TICKET_PENALTY,Se te ha vetado temporalmente en las partidas de Pelea estelar de la liga de clubs porque has abandonado demasiadas partidas. También te hemos deducido tiques del club como sanción.\n\nCualquier infracción futura tendrá como consecuencia suspensiones más largas y la deducción de tiques del club.
TID_TEAM_ERROR_127,No se puede enviar la invitación. ¡El jugador no puede participar en una temporada de la liga de clubs en curso!
TID_TEAM_ERROR_128,No se puede enviar la invitación. ¡El jugador no tiene suficientes tiques del club!
TID_TEAM_ERROR_129,No se puede enviar la solicitud de unión al equipo. ¡No puedes participar en una temporada de la liga de clubs en curso!
TID_TEAM_ERROR_130,No es posible unirse al equipo. ¡No puedes participar en una temporada de la liga de clubs en curso!
TID_TEAM_ERROR_131,No se puede enviar la solicitud de unión al equipo. ¡No tienes suficientes tiques del club!
TID_TEAM_ERROR_132,No es posible unirse al equipo. ¡No tienes suficientes tiques del club!
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_PLAYER,No es posible unirse al equipo. ¡El jugador no tiene suficientes tiques del club!
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_YOU,No es posible unirse al equipo. ¡No tienes suficientes tiques del club!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_YOU,No es posible enviar la invitación. ¡No tienes suficientes tiques del club!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_PLAYER,No es posible enviar la invitación. ¡El jugador no tiene suficientes tiques del club!
TID_KICKER_DUDE,FANG
TID_KICKER_DUDE_SHORT_DESC,DESTRUCTOR
TID_KICKER_DUDE_DESC,Fang da unas patadas tan rápidas que casi no se las ve venir. Su ataque es una patada tan fuerte que lanza su zapatilla por los aires. Su súper ataca en cadena a enemigos que estén cerca los unos de los otros.
TID_KICKER_DUDE_WEAPON,ZAPATILLATSU
TID_KICKER_DUDE_WEAPON_DESC,"Fang pega una rápida patada con un as bajo la manga: si no acierta al dar el puntapié, ¡su zapatilla saldrá volando!"
TID_KICKER_DUDE_ULTI,PATADAS EN CADENA
TID_KICKER_DUDE_ULTI_DESC,"Fang patea con tal fuerza que cuando entra en contacto con su objetivo, puede pegar otras 3 patadas en cadena a los enemigos que se encuentren cerca."
TID_SPEC_ABI_KICKER_DUDE_1,PUNTAPIÉS FURIOSOS
TID_SPEC_ABI_KICKER_DUDE_1_DESC,"Cuando Fang derrota a un enemigo con su súper, este se recarga al momento ¡y puede volver a usarlo!"
TID_SPEC_ABI_KICKER_DUDE_2,SUELAS DIVINAS
TID_SPEC_ABI_KICKER_DUDE_2_DESC,Reduce <c00cc00><VALUE2></c> puntos de daño de los ataques que reciba una vez cada <c00cc00><VALUE1></c> segundos. Puede reducir como máximo un <c00cc00><VALUE3> %</c> del daño recibido.
TID_ACCESSORY_KICKER_DUDE_GADGET,LLUVIA DE MAÍZ
TID_ACCESSORY_KICKER_DUDE_GADGET_DESC,Fang lanza un puñado de granos de maíz al aire ¡y hace que lluevan palomitas! Cada grano inflige <c00cc00><VALUE1></c> puntos de daño al explotar.
TID_GAME_MODE_24,DUELOS
TID_GAME_MODE_24_DESC,Forma un equipo de 3 brawlers para luchar contra un equipo rival en un formato de duelo por eliminación. Cada ronda es una batalla 1 contra 1 y termina cuando un brawler es derrotado. ¡Gana 3 rondas para ganar la partida!\n\nElegir un equipo eficaz de brawlers en el orden adecuado puede aumentar mucho tus posibilidades de ganar.
TID_NOTIFICATION_TAG_TEAM,¡Hay un nuevo mapa de DUELOS disponible! ¡Gana recompensas!
TID_TAG_TEAM_INTRO_TEXT,¡Derrota a todos los brawlers enemigos!
TID_REWARD_INFO_RESOURCE_CLUBCOINS,<AMOUNT> monedas del club reclamadas
