TID,TR
TID_TRUE_GOLD_STU_SKIN_SHOP,SAF ALTIN\nSTU
TID_TRUE_SILVER_STU_SKIN,SAF GÜMÜŞ STU
TID_TRUE_SILVER_STU_SKIN_SHOP,SAF GÜMÜŞ\nSTU
TID_TRUE_GOLD_ASH_SKIN,SAF ALTIN ASH
TID_TRUE_GOLD_ASH_SKIN_SHOP,SAF ALTIN\nASH
TID_TRUE_SILVER_ASH_SKIN,SAF GÜMÜŞ ASH
TID_TRUE_SILVER_ASH_SKIN_SHOP,SAF GÜMÜŞ\nASH
TID_TRUE_GOLD_MEG_SKIN,SAF ALTIN MEG
TID_TRUE_GOLD_MEG_SKIN_SHOP,SAF ALTIN\nMEG
TID_TRUE_SILVER_MEG_SKIN,SAF GÜMÜŞ MEG
TID_TRUE_SILVER_MEG_SKIN_SHOP,SAF GÜMÜŞ\nMEG
TID_TRUE_GOLD_LOLA_SKIN,SAF ALTIN LOLA
TID_TRUE_GOLD_LOLA_SKIN_SHOP,SAF ALTIN\nLOLA
TID_TRUE_SILVER_LOLA_SKIN,SAF GÜMÜŞ LOLA
TID_TRUE_SILVER_LOLA_SKIN_SHOP,SAF GÜMÜŞ\nLOLA
TID_CRASH_TEST_DARRYL_SKIN,ÇARPIŞMAYA HAZIR DARRYL
TID_CRASH_TEST_DARRYL_SKIN_SHOP,ÇARPIŞMA TESTİ\nDARRYL
TID_BIKER_CARL_SKIN,MOTORCU CARL
TID_BIKER_CARL_SKIN_SHOP,MOTORCU\nCARL
TID_PYRO_SPIKE_SKIN,KUNDAKÇI SPIKE
TID_PYRO_SPIKE_SKIN_SHOP,KUNDAKÇI\nSPIKE
TID_MONSTER_TRUCK_MEG_SKIN,CANAVAR KAMYON MEG
TID_MONSTER_TRUCK_MEG_SKIN_SHOP,CANAVAR KAMYON\nMEG
TID_OVERLORD_BYRON_SKIN,PATRON BYRON
TID_OVERLORD_BYRON_SKIN_SHOP,PATRON\nBYRON
TID_GALAXY_STORM_LOLA_SKIN,GALAKSİ FIRTINASI LOLA
TID_GALAXY_STORM_LOLA_SKIN_SHOP,GALAKSİ FIRTINASI\nLOLA
TID_EMPRESS_BONNIE_SKIN,İMPARATORİÇE BONNIE
TID_EMPRESS_BONNIE_SKIN_SHOP,İMPARATORİÇE\nBONNIE
TID_TEMPEST_TARA_SKIN,ÇÖL FIRTINASI TARA
TID_TEMPEST_TARA_SKIN_SHOP,ÇÖL FIRTINASI\nTARA
TID_VALKYRIE_JANET_SKIN,VALKÜR JANET
TID_VALKYRIE_JANET_SKIN_SHOP,VALKÜR\nJANET
TID_DARUMA_MRP_SKIN,DARUMA MR. P
TID_DARUMA_MRP_SKIN_SHOP,DARUMA\nMR. P
TID_SKIN_INFO_CAMPAIGN_LANTERN,ZAMANIN KUMLARI
TID_ACCESSORY_DRILLER_REBUILD,YENİLEME
TID_ACCESSORY_DRILLER_REBUILD_DESC,"Jacky, etrafındaki küçük bir alanda engelleri tamir eder."
TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES,ALTIN YAĞMURU
TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES_DESC,"Griff, bir sonraki yazı tura saldırısında <c00cc00>%<VALUE1></c> daha fazla para atar."
TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD,ALEVLERİN DANSI
TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD_DESC,"Amber, <c00cc00><VALUE2></c> saniyeliğine etrafında dönen <c00cc00><VALUE3></c> alev topu oluşturur. Alev topları, çarptıkları düşmanlara <c00cc00><VALUE1></c> hasar verir."
TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD,ALET KUTUSU
TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD_DESC,"Meg, alet kutusunu yere bırakır. Bıraktığı alet kutusu yok edilene kadar etraftaki dost savaşçıların silah doldurma hızını <c00cc00>%<VALUE1></c> artırır."
TID_ACCESSORY_ROPE_DUDE_VISION,RÖNTGEN
TID_ACCESSORY_ROPE_DUDE_VISION_DESC,"Buzz, süper saldırısını dolduran alanda <c00cc00><VALUE1></c> saniyeliğine tüm çalıların içini görür."
TID_LOGIN_CALENDAR_ALREADY_HAVE_BRAWLER,Bu savaşçı sende zaten var.
TID_LOGIN_CALENDAR_ALREADY_HAVE_GADGET,Bu aksesuar sende zaten var.
TID_LOGIN_CALENDAR_ALREADY_HAVE_STAR_POWER,Bu yıldız gücü sende zaten var.
TID_LOGIN_CALENDAR_FINAL_REWARD_MESSAGE,15. GÜNDE ÜCRETSİZ <cFF92F9>DESTANSI</c> SAVAŞÇI
TID_LOGIN_CALENDAR_WARNING_MESSAGE,<cFFB820>BİR GÜN BİLE KAÇIRIRSAN</c> hediyelerini kaybedersin!
TID_POWER_LEAGUE_BRAWLER_REQUIREMENT_SELECT,Bu etkinliğe katılmak için en az 12 savaşçı açmış olman gerekir.
TID_TEAM_ERROR_134,Bu etkinliğe katılmak için en az 12 savaşçı açmış olman gerekir.
TID_MATCHMAKE_FAILED_25,Bu etkinliğe katılmak için en az 12 savaşçı açmış olman gerekir.
TID_POWER_LEAGUE_BRAWLER_REQUIREMENT_INVITE,"Bu oyuncu, etkinliğe katılmak için yeterli sayıda savaşçıya sahip değil."
TID_TEAM_ERROR_133,"Bu oyuncu, etkinliğe katılmak için yeterli sayıda savaşçıya sahip değil."
TID_REWARD_SPRAY_SLOT,EKSTRA SPREY BÖLMESİ
TID_SPRAY_SLOT_TITLE,SPREY BÖLMESİ
TID_KNOCKOUT_19,İşaretli
TID_BANKHEIST_31,Ulaşılamaz
TID_LOGIN_CALENDAR_FINAL_REWARD,ÜCRETSİZ <cFF92F9>DESTANSI</c> SAVAŞÇI
TID_LOGIN_CALENDAR_OR,VEYA
TID_LOGIN_CALENDAR_BRAWLER_UPGRADED,SAVAŞÇI YÜKSELTİLDİ!
TID_LOGIN_CALENDAR_TOOLTIP_SKIN,Bu yeni savaşçı kostümü açılmayı bekliyor.\n\nKostümü aldıktan sonra savaşçı ekranından seçebilirsin. Savaşçının en az bir kostümü varsa savaşçıyı seçtikten sonra askı simgesine dokun.
TID_LOGIN_CALENDAR_TOOLTIP_CHOOSE_BRAWLER,Açmak istediğin bir sonraki savaşçıyı seç!
TID_LOGIN_CALENDAR_TOOLTIP_UPGRADE_BRAWLER,"Savaşçını yükselttikçe her seviyede sağlığı, saldırı hasarı ve süper saldırı hasarı artar. 7. seviyeye ulaştığında aksesuar bölmesi, 9. seviyeye ulaştığında yıldız gücü bölmesi açılır."
TID_LOGIN_CALENDAR_TOOLTIP_PIN_1,Rozetleri kullanarak savaşta kendini ifade edebilirsin. Rozetler savaşçı ekranından seçilir.
TID_LOGIN_CALENDAR_TOOLTIP_PIN_2,Rozetleri kullanarak savaşta kendini ifade edebilirsin. Rozetler savaşçı ekranından seçilir.
TID_LOGIN_CALENDAR_TOOLTIP_GADGETS,Savaşçın için bir aksesuar seç. Aksesuarlar savaşta üç kez kullanılabilen ekstra bir özellik sağlar. Her savaşçının kendine özel aksesuarları vardır.
TID_LOGIN_CALENDAR_TOOLTIP_STAR_POWER,Savaşçın için bir yıldız gücü seç. Yıldız güçleri savaşçına ekstra pasif yetenekler sağlar. Her savaşçının kendine özel yıldız güçleri vardır.
TID_LOGIN_CALENDAR_TUTORIAL_TOOLTIP,İlk günlük hediyen seni bekliyor! Almak için dokun.
TID_LOGIN_CALENDAR_STARR_PARK,STARR PARK
TID_LOGIN_CALENDAR_LOYALTY_PROGRAM,SADAKAT PROGRAMI
TID_LOGIN_CALENDAR_TITLE,STARR PARK SADAKAT PROGRAMI
TID_REWARD_DESC_PLAYER_ICON_REGULAR,OYUNCU SİMGESİ
TID_CLUB_LEAGUE_CLUB_COINS_HOW_TO_GET,"Kulüp altını, kulüp oyunlarına katılarak kazanılır."
TID_CLUB_EVENTS_TITLE,KULÜP OYUNLARI
TID_CLUB_EVENTS_LEAGUE_TAB_DAY,ETKİNLİK GÜNÜ
TID_CLUB_EVENTS_LEAGUE_TAB_EVENT_DAY,<NUM>. ETKİNLİK GÜNÜ
TID_CLUB_EVENTS_LEAGUE_TAB_EVENT_DAY_COMPLETE,TAMAMLANDI
TID_CLUB_EVENTS_LEAGUE_TAB_SEASON,HAFTA
TID_CLUB_EVENTS_TAB_LEAGUE,LİG
TID_CLUB_EVENTS_TAB_QUESTS,GÖREVLER
TID_CLUB_EVENTS_BUTTON_CLUB_SHOP,KULÜP DÜKKANI
TID_CLUB_LEAGUE_MEMBER_RANKINGS_NUM_DESC_IS_TOP,Kulüplerin sadece en iyi <TOP> sonucu sayılır. <NUM>. sıradasın.
TID_CLUB_LEAGUE_MEMBER_RANKINGS_NUM_DESC_NOT_TOP,Kulüplerin sadece en iyi <TOP> sonucu sayılır. <cF76263><NUM></c>. sıradasın.
TID_CLUB_LEAGUE_MEMBER_RANKINGS_NUM_DESC_NOT_RANKED,Kulüplerin sadece en iyi <TOP> sonucu sayılır. <cF76263>Henüz katılmadın.</c>
TID_CLUB_INFO_TOP_EVENT_DAY_PLAYER_DIVIDER,Kulüpteki sadece en iyi <TOP> katılımcının sonuçları sayılır.
TID_CLUB_QUESTS_PLAYER_REWARD_DESC,HAFTA BİTİMİ ÖDÜLÜN
TID_CLUB_QUESTS_LOCKED_REWARD_DESC,AÇMAK İÇİN HERHANGİ BİR KULÜP GÖREVİNİ TAMAMLA
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY,Hafta bitimi ödülü olarak bunu almak için kulübünle <POINTS> puana ulaş!
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY_CURRENT,Şu anki kulüp görevi hafta bitimi ödülü.
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY_LOCKED,Şu anki kulüp görevi hafta bitimi ödülü. Hafta bittiğinde bir kulüp görevi tamamlayarak alabilirsin!
TID_CLUB_QUESTS_LEAGUES_BUTTON,LİGLER
TID_CLUB_QUESTS_LEAGUES_DESC,Kulüp liglerinde yükseldikçe alabileceğin maksimum ödül miktarı artar.
TID_CLUB_QUESTS_RANKS_CURRENT_LEAGUE,ŞU ANKİ LİG
TID_CLUB_QUESTS_RANKS_MAX_REWARD,MAKS. ÖDÜL
TID_CLUB_QUESTS_RANKS_MESSAGE,"Kulüp ligi sıralaması, kulüp görevi haftasında alabileceğiniz maksimum ödülü belirler. Üst liglere tırmandıkça daha fazla kulüp altını kazanırsın."
TID_CLUB_QUESTS_RANKS_TITLE,LİGLER
TID_CLUB_QUESTS_FLOW_NEW_SEASON,Yeni hafta!
TID_CLUB_QUESTS_FLOW_SEASON_ENDED,Hafta sona erdi.
TID_CLUB_QUESTS_FLOW_CLUB_QUESTS,KULÜP GÖREVLERİ
TID_CLUB_QUESTS_FLOW_MAX_REWARD,MAKS. ÖDÜL
TID_CLUB_QUESTS_FLOW_BUTTON_GO,KABUL ET
TID_CLUB_QUESTS_FLOW_BUTTON_GO_SEASON_START,HAYDİ
TID_CLUB_QUESTS_FLOW_BUTTON_GO_SEASON_END,TAMAM
TID_CLUB_QUESTS_FLOW_SEASON_RANK,Hafta Sıralaması
TID_CLUB_QUESTS_FLOW_END_OF_SEASON_REWARD,HAFTA BİTİMİ ÖDÜLÜN
TID_CLUB_QUESTS_FLOW_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_QUESTS_DOUBLE_PROGRESS_BADGE,<cFCF044>x2</c>
TID_CLUB_QUESTS_DOUBLE_PROGRESS_DESC,En az bir kulüp üyesiyle birlikte oynayarak kulüp görevlerinde <cFCF044>İKİ KAT</c> hızlı ilerleyebilirsin.
TID_CLUB_QUESTS_ALL_COMPLETED_DESC,Bu hafta tüm kulüp görevleri tamamlandı!
TID_CLUB_QUEST_ALREADY_COMPLETED,Bu kulüp görevi zaten tamamlandı!
TID_CLUB_QUESTS_SEASON_ENDS_IN_TIME,Haftanın bitmesine:
TID_CLUB_QUESTS_REWARD_LOCKED_DESC,İlk görevi yaptığında ödül açılır!
TID_CLUB_QUESTS_COMPLETED_NUM,Tamamlanan görevler: <NUM>/<MAX>
TID_CLUB_QUESTS_TITLE,KULÜP GÖREVLERİ
TID_CLUB_QUESTS_NEW_SEASON,YENİ HAFTA!
TID_CLUB_QUESTS_SEASON_END_NOTIFICATION,KULÜP GÖREVLERİ HAFTA BİTİMİ: Haftanın ödülü olarak <COINS> <cEE1B39>kulüp altını</c> kazandın!
TID_CLUB_QUESTS_CONTRIBUTIONS_TITLE,BU HAFTANIN KATKILARI
TID_CLUB_QUESTS_CONTRIBUTIONS_MEMBERS,Kulüp üyeleri: <NUM>
TID_CLUB_QUESTS_CLUB_TEAM_BONUS,x2 KULÜP TAKIMI BONUSU
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_TITLE,TAKIM KURMA BONUSU!
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_DESC,En az bir kulüp üyesiyle birlikte oynayarak kulüp görevlerinde <cFCF044>İKİ KAT</c> hızlı ilerleyebilirsin!
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_PROGRESS,Kulüp Görevi İlerleme Durumu
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_X2,x2
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_PLAY_SOLO,TEK BAŞINA OYNA
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_ONLINE,<NUM> Çevrimiçi
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_TEAM_UP,TAKIM KUR!
TID_CLUB_QUESTS_WARNING_NOT_AVAILABLE,Sadece haftaya başlarken üyesi olduğun kulübe katkıda bulunabilirsin.\n\nBu kulübe katkıda bulunmak için gelecek haftayı bekle!
TID_CLUB_QUESTS_SEASON_END_REWARD_CLAIMED,ALINDI
TID_CLUB_LEAGUE_WARNING_NOT_AVAILABLE,Kulübün henüz bir kulüp ligi haftasına katılmadı. Sıradaki kulüp ligi haftası başladığında diğer kulüplerle rekabet edebilirsin.
TID_CLUB_EVENT_TIME_LEFT,<TIME> kaldı
TID_SHOP_CLUB_SHOP_SEE_OFFERS,TEKLİFLERİ GÖR
TID_SHOP_CLUB_SHOP_TITLE,KULÜP DÜKKANI
TID_SHOP_CLUB_SHOP_DESC,İLERLEMENİ HIZLANDIR
TID_SHOP_OFFER_INFO_25,Yeni oyuncu simgesi!
TID_LOGIN_CALENDAR_TUTORIAL_COME_BACK,Bu ödülü almak için oyuna <cFFB820>YARIN DA GİRİŞ YAP</c> yoksa seri bozulur!
TID_BRAWLBALL_49,Elastik
TID_BRAWLBALL_50,Tam Eğim
TID_BRAWLBALL_51,Yüksek Puan
TID_BRAWLBALL_52,Pinpon
TID_INBOX_CAPTION_72_68,HEDİYE: SPREY
TID_SILENCER,OTIS
TID_SILENCER_SHORT_DESC,GÖZETMEN
TID_SILENCER_DESC,"Otis, denizyıldızı dostu Cil ile birlikte derinlerde takılan bir sokak sanatçısıdır. Birlikte Starr Park'ın her yerine grafiti yapıyorlar."
TID_SILENCER_WEAPON,MÜREKKEP SANATI
TID_SILENCER_WEAPON_DESC,"Otis, sprey tabanca koluyla mürekkep damlaları püskürtür."
TID_SILENCER_ULTI,SESSİZ DENİZ YATAĞI
TID_SILENCER_ULTI_DESC,"Otis, Cil'i fırlatır ve Cil, isabet ettiği ilk düşmanı tutup onun kısa bir süreliğine saldırmasını engeller."
TID_SPEC_ABI_SILENCER_1,ŞABLON YAPIŞTIRICI
TID_SPEC_ABI_SILENCER_1_DESC,"Cil, rakip savaşçıyı tüm gücüyle sıkıştırır ve rakibin <c00cc00>%<VALUE1></c> daha uzun süre saldırmasını engeller."
TID_SPEC_ABI_SILENCER_2,MÜREKKEP DOLUMU
TID_SPEC_ABI_SILENCER_2_DESC,Otis <c00cc00>%<VALUE1></c> daha fazla mürekkep damlası atar.
TID_ACCESSORY_SILENCER_GADGET_1,UYUYAN YILDIZ
TID_ACCESSORY_SILENCER_GADGET_1_DESC,"Bir sonraki denizyıldızı, düşmana isabet etmezse yerde kalır, bir rakip savaşçı yakınına girdiğinde etkinleşir."
TID_ACCESSORY_SILENCER_GADGET_2,ŞIK SIÇRATMA
TID_ACCESSORY_SILENCER_GADGET_2_DESC,"Otis'in sonraki saldırısı, dev bir mürekkep topu atar ve <c00cc00><VALUE2></c> saniye içinde <c00cc00><VALUE1></c> hasar veren bir birikinti bırakır."
TID_RANDOM_GAME_MODE,SÜRPRİZ
TID_ADVENTURE_GAME_MODE,MACERA
TID_NOTIFICATION_RANDOM,Yeni SÜRPRİZ harita açıldı! Yeni ödüller kazanma zamanı!
TID_SKIN_INFO_DEEPSEA,Derin deniz savaşı kostümü
TID_EMOTE_BUNDLE_DEEPSEA_PACK,Derin deniz savaşı kostüm rozetleri
TID_SUGGEST,ÖNER
TID_SUGGEST_CANCEL,İPTAL
TID_PURCHASE_BRAWL_PASS_INFO_SHOP,"BRAWL PASS ÖDÜLLERİ, EKSTRA GÖREVLER, GÖREV DEĞİŞTİRME HAKLARI!"
TID_SUGGESTED_BY,Öneren:
TID_SHOP_DEEPSEA_SKINS,Derin deniz savaşı kostümü
TID_SHOP_DEEPSEA_TITLE,DERİN DENİZ SAVAŞI
TID_SHOP_DEEPSEA_INFO,Kostüm seti
TID_SKIN_INFO_BT21,BT21 kostümü
TID_CLUB_EVENTS_ONBOARDING_TITLE,KULÜP OYUNLARI
TID_CLUB_EVENTS_ONBOARDING_SUBTITLE,İlerlemeni hızlandır ve özel kostümler kazan!
TID_CLUB_EVENTS_ONBOARDING_PAGE_1_TITLE,Haftalık\nKULÜP OYUNLARINA hoş geldin!
TID_CLUB_EVENTS_ONBOARDING_NEW_GAME,Yeni kulüp oyunu!
TID_CLUB_EVENTS_ONBOARDING_PAGE_2_TITLE,KULÜP LİGİ
TID_CLUB_EVENTS_ONBOARDING_PAGE_2_DESCRIPTION,Başka kulüplerle karşı karşıya gel!\nÜst liglere tırman!
TID_CLUB_EVENTS_ONBOARDING_PAGE_3_TITLE,KULÜP GÖREVLERİ
TID_CLUB_EVENTS_ONBOARDING_PAGE_3_DESCRIPTION,Kulübünle birlikte görevleri tamamla!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_1,Kulübünle birlikte oyna! Her hafta bir kulüp oyunu olur.
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_2,Kulüp altını kazan!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_3,Kulüp dükkanında ilerlemeni hızlandır!
TID_SUGGEST_TITLE,Savaşçı Öner
TID_CLUB_LEAGUE_TOP_24_REWARDS,Tüm oyuncular hafta bitimi ödüllerini almaya hak kazandı.
TID_CLUB_LEAGUE_STARTS_IN,Kulüp liginin başlamasına:
TID_CLUB_QUESTS_STARTS_IN,Kulüp görevlerinin başlamasına:
TID_SHOWDOWN_71,Trambolin
TID_SHOWDOWN_72,Yarış Pisti
TID_SHOWDOWN_73,Işınlanma Bileti
TID_CLUB_QUESTS_NOT_AVAILABLE,Kulüp görevleri şu anda kullanılamıyor.
TID_CLUB_LEAGUE_NOT_AVAILABLE,Kulüp ligi şu anda kullanılamıyor.
TID_CLUB_QUESTS_WEEK_ACTIVE,GÖREVLER HAFTASI şu kadar süreliğine etkin:
TID_CLUB_LEAGUE_WEEK_ACTIVE,LİG HAFTASI şu kadar süreliğine etkin:
TID_CLUB_EVENTS_ACTIVE,Etkin
TID_CLUB_EVENTS_STARTING,Yakında başlıyor
TID_CLUB_EVENTS_WAITING,Bekleniyor
TID_CLUB_LEAGUE_PREVIOUS_WEEK,ÖNCEKİ HAFTA
TID_CLUB_LEAGUE_RESULTS,Sonuçlar:
TID_CLUB_LEAGUE_WEEK_STARTS_IN_SHORT,LİG HAFTASININ başlamasına:
TID_CLUB_QUESTS_WEEK_STARTS_IN_SHORT,GÖREVLER HAFTASININ başlamasına:
TID_CLUB_LEAGUE_WEEK_STARTS_IN,Sonraki kulüp ligi haftasının başlamasına: <TIME>
TID_CLUB_QUESTS_WEEK_STARTS_IN,Sonraki kulüp görevleri haftasının başlamasına: <TIME>
TID_CLUB_LEAGUE_WEEK_SCHEDULE,TAKVİM
TID_CLUB_QUESTS_PREVIOUS_WEEK_REWARD,ÖNCEKİ HAFTA ÖDÜLÜ
TID_CLUB_LEAGUE_WEEK_STARTS_IN_TEXT,Sonraki kulüp ligi haftası
TID_CLUB_LEAGUE_WEEK_STARTS_IN_TIME,Başlamasına: <TIME>
TID_CLUB_EVENTS_PREVIOUS_WEEK,HAFTA SONA ERDİ!
TID_BT21_SANDY_SKIN,KOYA SANDY
TID_BT21_SANDY_SKIN_SHOP,KOYA\nSANDY
TID_BT21_EDGAR_SKIN,TATA EDGAR
TID_BT21_EDGAR_SKIN_SHOP,TATA\nEDGAR
TID_BT21_RUFFS_SKIN,CHIMMY RUFFS
TID_BT21_RUFFS_SKIN_SHOP,CHIMMY\nRUFFS
TID_BT21_BULL_SKIN,MANG BULL
TID_BT21_BULL_SKIN_SHOP,MANG\nBULL
TID_BT21_BIBI_SKIN,RJ BIBI
TID_BT21_BIBI_SKIN_SHOP,RJ\nBIBI
TID_BT21_JACKY_SKIN,COOKY JACKY
TID_BT21_JACKY_SKIN_SHOP,COOKY\nJACKY
TID_BT21_TICK_SKIN,SHOOKY TICK
TID_BT21_TICK_SKIN_SHOP,SHOOKY\nTICK
TID_POSTAL_BROCK_SKIN,POSTACI BROCK
TID_POSTAL_BROCK_SKIN_SHOP,POSTAL\nBROCK
TID_MAKE_EMZ_SKIN,DJ 3.M.Z
TID_MAKE_EMZ_SKIN_SHOP,DJ 3.M.Z
TID_SHARK_JAW_COLT_SKIN,KÖPEK BALIĞI COLT
TID_SHARK_JAW_COLT_SKIN_SHOP,KÖPEK BALIĞI\nCOLT
TID_OCTO_FANG_SKIN,AHTAPOT FANG
TID_OCTO_FANG_SKIN_SHOP,AHTAPOT\nFANG
TID_CORAL_BELLE_SKIN,MERCAN BELLE
TID_CORAL_BELLE_SKIN_SHOP,MERCAN\nBELLE
TID_PHARA_OTIS_SKIN,FİRAVUN OTIS
TID_PHARA_OTIS_SKIN_SHOP,FİRAVUN\nOTIS
TID_RANKED_SUGGESTING_BRAWLER,<NAME> için savaşçı öneriliyor
TID_RANKED_BRAWLER_SUGGESTED,SAVAŞÇI ÖNERİLDİ
TID_RANKED_SUGGESTION,"<NAME>, <BRAWLER> öneriyor"
TID_CLUB_EVENTS_STARTS_IN,Başlamasına:
TID_CLUB_EVENTS_ACTIVE_FOR,Şu kadar süreliğine etkin:
TID_GAME_MODE_28,AVCILAR
TID_GAME_MODE_28_DESC,Av sezonu başladı!\n\nRakiplerini yakalayıp yenerek puan kazan! <MAX_SCORE> puan alan İLK oyuncu kazanır!
TID_DEATHMATCH_FFA_INTRO_TEXT,Rakipleri yok et!
TID_NOTIFICATION_DEATHMATCH_FFA,Yeni AVCILAR haritası açıldı! Yeni ödüller kazanma zamanı!
TID_DEATHMATCH_FFA_1,Yargı ve Ceza
TID_DEATHMATCH_FFA_2,Av Sezonu
TID_DEATHMATCH_FFA_3,Av Hedefi
TID_DEATHMATCH_FFA_4,Hızlı ve Huzursuz
TID_DEATHMATCH_FFA_5,Hüküm
TID_DEATHMATCH_FFA_6,Doğru Patika
TID_DEATHMATCH_FFA_7,Omega
TID_CLUB_EVENTS_CHANGED_CLUB,Sadece haftaya başlarken üyesi olduğun kulübe katkıda bulunabilirsin.\n\nBu kulübe katkıda bulunmak için gelecek haftayı bekle!\n\nGelecek haftanın başlamasına: <TIME>
TID_CLUB_QUESTS_CURRENT_CLUB_POINTS,Bu hafta kulübünün topladığı puan
TID_CLUB_QUESTS_THIS_WEEKS_QUESTS,BU HAFTAKİ KULÜP GÖREVLERİ
TID_SPEC_ABI_ARTILLERY_DUDE_1,BÜYÜK KESE
TID_SPEC_ABI_ARTILLERY_DUDE_1_DESC,"Penny'nin altın dolu keseleri, rakibe isabet ettiğinde <c00cc00>%<VALUE1></c> daha geniş bir koniye saçılır."
TID_SPEC_ABI_ARTILLERY_DUDE_2,AĞIR TOP
TID_SPEC_ABI_ARTILLERY_DUDE_2_DESC,Penny'nin topu savaş alanına inerken <c00cc00><VALUE1></c> hasar verir ve yakındaki düşmanları geri püskürtür.
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1,TUZ FIÇISI
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1_DESC,"Penny, düşman mermilerini engelleyen bir tuz fıçısı bırakır. Bu fıçıyı vurarak kendi altın keselerini de patlatabilir."
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2,GÜVENİLİR DÜRBÜN
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2_DESC,"Penny'nin topu, menzildeki görünen tüm düşman konumlarına ateş eder."
TID_RANDOM_GAME_MODE_DESC,"Oyun modu, harita ve dış etkenler rastgele seçiliyor. Nelerle karşılaşacağın tam bir sır!"
TID_CLUB_QUESTS_EXPIRED,GÖREVİN SÜRESİ DOLDU
TID_CLUB_LEAGUE_ACTIVE,LİG HAFTASI etkin
TID_CLUB_QUESTS_TUTORIAL,Kulübüne puan kazandırmak için bu hafta üç kulüp görevi tamamlamalısın.
TID_CLUB_QUESTS_YOUR_QUESTS,BU HAFTAKİ KULÜP GÖREVLERİ
TID_CLUB_QUESTS_NEW_QUESTS,YENİ KULÜP GÖREVLERİ
TID_CLUB_QUESTS_REWARDS_INCREASED,Kulüp ligi ve kulüp görevleri için alacağın maksimum ödüller arttı.
TID_BRAWLBALL_441,Çifte Tehlike
TID_BRAWLBALL_442,Zıplat Topu
TID_KNOCKOUT_441,Saklı Düşman
TID_KNOCKOUT_442,Açıkta
TID_BANKHEIST_441,Nehir Kıyısı
TID_BANKHEIST_442,Yaşlı Ağaç
TID_GEMGRAB_441,Bardağın Dolu Tarafı
TID_GEMGRAB_442,İkili
TID_BOUNTY_441,Arkana Bakma
TID_BOUNTY_442,Yan Yana
TID_HOTZONE_441,Üçlü Mızrak
TID_HOTZONE_442,Dengesiz
TID_SHOWDOWN_441,Köşe Bucak
TID_SHOWDOWN_442,Uzaktan Bakış
TID_TRUE_GOLD_FANG_SKIN,SAF ALTIN FANG
TID_TRUE_GOLD_FANG_SKIN_SHOP,SAF ALTIN\nFANG
TID_TRUE_SILVER_FANG_SKIN,SAF GÜMÜŞ FANG
TID_TRUE_SILVER_FANG_SKIN_SHOP,SAF GÜMÜŞ\nFANG
TID_TRUE_GOLD_BONNIE_SKIN,SAF ALTIN BONNIE
TID_TRUE_GOLD_BONNIE_SKIN_SHOP,SAF ALTIN\nBONNIE
TID_TRUE_SILVER_BONNIE_SKIN,SAF GÜMÜŞ BONNIE
TID_TRUE_SILVER_BONNIE_SKIN_SHOP,SAF GÜMÜŞ\nBONNIE
TID_TRUE_GOLD_JANET_SKIN,SAF ALTIN JANET
TID_TRUE_GOLD_JANET_SKIN_SHOP,SAF ALTIN\nJANET
TID_TRUE_SILVER_JANET_SKIN,SAF GÜMÜŞ JANET
TID_TRUE_SILVER_JANET_SKIN_SHOP,SAF GÜMÜŞ\nJANET
TID_TRUE_GOLD_GROM_SKIN,SAF ALTIN GROM
TID_TRUE_GOLD_GROM_SKIN_SHOP,SAF ALTIN\nGROM
TID_TRUE_SILVER_GROM_SKIN,SAF GÜMÜŞ GROM
TID_TRUE_SILVER_GROM_SKIN_SHOP,SAF GÜMÜŞ\nGROM
TID_TRUE_GOLD_EVE_SKIN,SAF ALTIN EVE
TID_TRUE_GOLD_EVE_SKIN_SHOP,SAF ALTIN\nEVE
TID_TRUE_SILVER_EVE_SKIN,SAF GÜMÜŞ EVE
TID_TRUE_SILVER_EVE_SKIN_SHOP,SAF GÜMÜŞ\nEVE
TID_BRAWL_PASS_SEASON_12,DERİN DENİZ SAVAŞI
