"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargeSkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","MainAttackOverchargedProjectile","SecondaryProjectile","ThirdProjectile","UltiProjectile","OverchargedUltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","PoisonEffect","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","CustomEffect1","CustomEffect2"
"WeaponThrowerSilver","WeaponThrower","bronson_geo.glb","","","bronson_portrait.glb","","WeaponThrowerDefaultIdle","WeaponThrowerDefaultWalk","WeaponThrowerDefaultAttack","WeaponThrowerDefaultIdle","WeaponThrowerDefaultIdle","WeaponThrowerDefaultAttackRecoil","WeaponThrowerDefaultAttackRecoil2","WeaponThrowerDefaultUltRecoil","WeaponThrowerDefaultUltRecoil2","","WeaponThrowerDefaultIdle","","WeaponThrowerDefaultWin","WeaponThrowerDefaultWinloop","","WeaponThrowerDefaultLose","WeaponThrowerDefaultLoseloop","WeaponThrowerDefaultWin","WeaponThrowerDefaultWinloop","WeaponThrowerDefaultIdle","WeaponThrowerDefaultWin","WeaponThrowerDefaultWinloop","WeaponThrowerDefaultWin","","WeaponThrowerDefaultIdle","WeaponThrowerDefaultIdle","WeaponThrowerDefaultProfile","","","WeaponThrowerDefaultProfile","RosaIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","bronson_def_atk","","bronson_def_ulti_smoke","bronson_def_ulti_withdrawal","","","","","","","","","","","","","","","","","","","WeaponThroweChargeArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"DoorManGold","DoorMan","gray_geo.glb","","","gray_portrait.glb","","DoorManDefaultIdle","DoorManDefaultWalk","DoorManDefaultPrimary","DoorManDefaultSecondary","DoorManDefaultSecondary","DoorManDefaultRecoil","DoorManDefaultRecoil2","DoorManDefaultRecoil","DoorManDefaultRecoil2","DoorManDefaultReload","DoorManDefaultPushback","","DoorManDefaultWin","DoorManDefaultWinloop","","DoorManDefaultLose","DoorManDefaultLoseloop","DoorManDefaultWin","DoorManDefaultWinloop","DoorManDefaultIdle","DoorManDefaultWin","DoorManDefaultWinloop","DoorManDefaultWin","","DoorManDefaultIdle","DoorManDefaultIdle","DoorManDefaultProfile","","","DoorManDefaultProfile","GunslingerIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","gray_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"DoorManSilver","DoorMan","gray_geo.glb","","","gray_portrait.glb","","DoorManDefaultIdle","DoorManDefaultWalk","DoorManDefaultPrimary","DoorManDefaultSecondary","DoorManDefaultSecondary","DoorManDefaultRecoil","DoorManDefaultRecoil2","DoorManDefaultRecoil","DoorManDefaultRecoil2","DoorManDefaultReload","DoorManDefaultPushback","","DoorManDefaultWin","DoorManDefaultWinloop","","DoorManDefaultLose","DoorManDefaultLoseloop","DoorManDefaultWin","DoorManDefaultWinloop","DoorManDefaultIdle","DoorManDefaultWin","DoorManDefaultWinloop","DoorManDefaultWin","","DoorManDefaultIdle","DoorManDefaultIdle","DoorManDefaultProfile","","","DoorManDefaultProfile","GunslingerIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","gray_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"SplitterLegsCultist","SplitterLegs","rt_cultist_geo.glb","","","8bit_base_cam.scw","","SplitterLegsCultistIdle","SplitterLegsCultistWalk","SplitterLegsCultistAttack","SplitterLegsCultistIdle","SplitterLegsCultistIdle","SplitterLegsCultistRecoil","","","","","","","SplitterLegsCultistWin","SplitterLegsCultistWinloop","","SplitterLegsCultistLose","SplitterLegsCultistLoseloop","SplitterLegsCultistWin","SplitterLegsCultistWinloop","SplitterLegsCultistWinloop","SplitterLegsCultistWin","SplitterLegsCultistWinloop","SplitterLegsCultistWin","","SplitterLegsCultistIdle","SplitterLegsCultistIdle","SplitterLegsCultistProfile","","","SplitterLegsCultistProfile","8bitIdle","","","","","","ArcadeWinLoop","ArcadeWinLoop","ArcadeWin","ArcadeWinLoop","","ArcadeLose","ArcadeLooseLoop","ArcadeIntro","ArcadeWinLoop","ArcadeWinLoop","ArcadeIntro","ArcadeWinLoop","ArcadeWin","ArcadeStill","ArcadeWinLoop","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterLegsPolice","SplitterLegs","rt_police_geo.glb","","","8bit_base_cam.scw","","SplitterLegsPoliceIdle","SplitterLegsPoliceWalk","SplitterLegsPoliceAttack","SplitterLegsPoliceIdle","SplitterLegsPoliceIdle","SplitterLegsPoliceRecoil","","","","","","","SplitterLegsPoliceWin","SplitterLegsPoliceWinloop","","SplitterLegsPoliceLose","SplitterLegsPoliceLoseloop","SplitterLegsPoliceWin","SplitterLegsPoliceWinloop","SplitterLegsPoliceWinloop","SplitterLegsPoliceWin","SplitterLegsPoliceWinloop","SplitterLegsPoliceWin","","SplitterLegsPoliceIdle","SplitterLegsPoliceIdle","SplitterLegsPoliceProfile","","","SplitterLegsPoliceProfile","8bitIdle","","","","","","Rt003Still","Rt003Still","Rt003Win","Rt003WinLoop","","Rt003Lose","Rt003LoseLoop","Rt003Win","Rt003WinLoop","Rt003WinLoop","Rt003Win","Rt003WinLoop","Rt003Win","Rt003Still","Rt003Still","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDudeCerberus","ClusterBombDude","tick_cerberus_geo.glb","","","tick_cerberus_portrait.glb","","ClusterBombDudeCerberusIdle","ClusterBombDudeCerberusWalk","ClusterBombDudeCerberusPrimary","ClusterBombDudeCerberusSecondary","ClusterBombDudeCerberusSecondary","ClusterBombDudeCerberusRecoil","","ClusterBombDudeCerberusUltRecoil","","ClusterBombDudeCerberusIdle","ClusterBombDudeCerberusIdle","","ClusterBombDudeCerberusWin","ClusterBombDudeCerberusWinloop","","ClusterBombDudeCerberusLose","ClusterBombDudeCerberusLoseloop","ClusterBombDudeCerberusWin","ClusterBombDudeCerberusWinloop","ClusterBombDudeCerberusIdle","ClusterBombDudeCerberusWin","ClusterBombDudeCerberusWinloop","ClusterBombDudeCerberusWin","","ClusterBombDudeCerberusIdle","ClusterBombDudeCerberusIdle","ClusterBombDudeCerberusProfile","ClusterBombDudeCerberusIdle","","ClusterBombDudeCerberusProfile","TickIdle","","","","","","Tick005Still","Tick005Still","Tick005Win","Tick005WinLoop","","Tick005Lose","Tick005LoseLoop","Tick005Win","Tick005WinLoop","Tick005WinLoop","Tick005Win","Tick005WinLoop","Tick005Win","Tick005Still","Tick005Still","tick_005_lobby","tick_005_lobby","tick_005_lobby","tick_005_lobby","tick_005_lobby_lose","","true","true","Tick005Projectile","","","","Tick005UltiProjectile","","","","","","","","","","","tick_004_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tick_005_still","","","","","","","","",""
"ClusterBombPetCerberus","ClusterBombPet","bombhead_cerberus_geo.glb","","","portrait_cam.scw","","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","","BombheadIdle","","BombheadIdle","BombheadIdle","","BombheadIdle","BombheadIdle","","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","","BombheadIdle","BombheadIdle","BombheadIdle","","","BombheadIdle","BombheadIdle","","","","","","TickStill","TickStill","TickStill","TickStill","","TickStill","TickStill","TickStill","TickStill","TickStill","TickStill","TickStill","TickStill","TickStill","TickStill","","","","","","","","","","","","","","","","","","","","","","","","","","","","tick_005_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tick_005_ulti_explode","tick_005_ulti_moving","","","","","","","","","","","","","",""
"ControllerAres","Controller","nani_ares_geo.glb","","","nani_ares_portrait.glb","","ControllerAresIdle","ControllerAresWalk","ControllerAresAttack","ControllerAresSecondary","ControllerAresSecondary","ControllerAresRecoil","","","","ControllerAresReload","ControllerAresPushback","","ControllerAresWin","ControllerAresWinloop","","ControllerAresLose","ControllerAresLoseloop","ControllerAresWin","ControllerAresWinloop","ControllerAresIdle","ControllerAresWin","ControllerAresWinloop","ControllerAresWin","","ControllerAresIdle","ControllerAresIdle","ControllerAresPortrait","ControllerAresWinloop","","ControllerAresIdle","NaniIdle","","","","","","Nani005Still","Nani005Still","Nani005Win","Nani005WinLoop","","Nani005Lose","Nani005LoseLoop","Nani005Win","Nani005WinLoop","Nani005WinLoop","Nani005Win","Nani005WinLoop","Nani005Win","Nani005Still","Nani005Still","nani_005_lobby","nani_005_lobby","nani_005_lobby","nani_005_lobby","nani_005_lobby_lose","true","true","","Nani005Projectile","","","","Nani005UltiProjectile","","jessie_003_atk","","nani_005_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlZeus","RocketGirl","brock_zeus_geo.glb","","","brock_zeus_portrait.glb","","RocketGirlZeusIdle","RocketGirlZeusWalk","RocketGirlZeusPrimary","RocketGirlZeusSecondary","RocketGirlZeusSecondary","RocketGirlZeusRecoil","","RocketGirlZeusRecoil2","","RocketGirlZeusIdle","RocketGirlZeusPushback","","RocketGirlZeusWin","RocketGirlZeusWinloop","","RocketGirlZeusLose","RocketGirlZeusLoseloop","RocketGirlZeusWin","RocketGirlZeusWinloop","RocketGirlZeusIdle","RocketGirlZeusWin","RocketGirlZeusWinloop","RocketGirlZeusWin","","RocketGirlZeusIdle","RocketGirlZeusIdle","RocketGirlZeusProfile","RocketGirlZeusWinloop","","RocketGirlZeusProfile","BrockIdle","","","","","","Brock005Still","Brock005Still","Brock005Win","Brock005WinLoop","","Brock005Lose","Brock005LoseLoop","Brock005Win","Brock005WinLoop","Brock005WinLoop","Brock005Win","Brock005WinLoop","Brock005Win","Brock005Still","Brock005Still","brock_007_lobby","brock_007_lobby","brock_007_lobby","brock_007_lobby","brock_007_lobby_lose","","","","Brock007Projectile","","","","Brock007UltiProjectile","","brock_007_atk","","brock_007_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyHarajuku","Mummy","emz_harajuku_geo.glb","","","emz_harajuku_portrait.glb","","MummyHarajukuIdle","MummyHarajukuWalk","MummyHarajukuPrimary","MummyHarajukuPrimary","MummyHarajukuPrimary","MummyHarajukuRecoil","MummyHarajukuSecondary","MummyHarajukuRecoil","MummyHarajukuSecondaryRecoil","MummyHarajukuReload","MummyHarajukuPushback","","MummyHarajukuWin","MummyHarajukuWinloop","","MummyHarajukuLose","MummyHarajukuLoseloop","MummyHarajukuWin","MummyHarajukuWinloop","MummyHarajukuIdle","MummyHarajukuWin","MummyHarajukuWinloop","MummyHarajukuWin","","MummyHarajukuIdle","MummyHarajukuIdle","MummyHarajukuProfile","","","MummyHarajukuIntro","EmzIdle","","","","","","Emz004Still","Emz004Still","Emz004Win","Emz004WinLoop","","Emz004Lose","Emz004LoseLoop","Emz004Win","Emz004WinLoop","Emz004WinLoop","Emz004Win","Emz004WinLoop","Emz004Win","Emz004Still","Emz004Still","emz_004_lobby","emz_004_lobby","emz_004_lobby","emz_004_lobby","emz_004_lobby_lose","","true","","Emz004Projectile","","","","","","emz_004_atk","","","","","","","","","","","","","","","","","","","","","","","","","","Emz_004_Ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerAresAddon","","nani_ares_peep_geo.glb","","","","","PeepAresIdle","","","","","","","","","","","","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepAresIdle","PeepPortrait","","","PeepPortrait","PeepAresIdle","","","","","","Nani005Still","Nani005Still","Nani005Win","Nani005WinLoop","","Nani005Lose","Nani005LoseLoop","Nani005Win","Nani005WinLoop","Nani005WinLoop","Nani005Win","Nani005WinLoop","Nani005Win","Nani005Still","Nani005Still","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballBubblegum","Baseball","bibi_bubblegum_geo.glb","","","bibi_base_cam.scw","","BaseballBubblegumIdle","BaseballBubblegumWalk","BaseballBubblegumPrimary","BaseballBubblegumSecondary","BaseballBubblegumSecondary","BaseballBubblegumRecoil","","BaseballBubblegumRecoil2","","","BaseballBubblegumPushback","","BaseballBubblegumWin","BaseballBubblegumWinloop","","BaseballBubblegumLose","BaseballBubblegumLoseloop","BaseballBubblegumWin","BaseballBubblegumWinloop","BaseballBubblegumIdle","BaseballBubblegumWin","BaseballBubblegumWinloop","BaseballBubblegumWin","","BaseballBubblegumIdle","BaseballBubblegumIdle","BaseballBubblegumProfile","","","BaseballBubblegumProfile","BibiIdle","","","","","","Bibi007Still","Bibi007Still","Bibi007Win","Bibi007WinLoop","","Bibi007Lose","Bibi007LoseLoop","Bibi007Win","Bibi007WinLoop","Bibi007WinLoop","Bibi007Win","Bibi007WinLoop","Bibi007Win","Bibi007Still","Bibi007Still","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaCat","Ninja","leon_cat_geo.glb","","","leon_base_cam.scw","","NinjaCatIdle","NinjaCatWalk","NinjaCatAttack","NinjaCatSecondary","NinjaCatSecondary","NinjaCatRecoil","NinjaCatRecoil2","NinjaCatRecoil","","NinjaCatReload","NinjaCatPushback","","NinjaCatWin","NinjaCatWinloop","","NinjaCatLose","NinjaCatLoseloop","NinjaCatWin","NinjaCatWinloop","NinjaCatIdle","NinjaCatWin","NinjaCatWinloop","NinjaCatWin","","NinjaCatIdle","NinjaCatIdle","NinjaCatProfile","","","NinjaCatIntro","LeonIdle","","","","","","Leon005Still","Leon005Still","Leon005Win","Leon005WinLoop","","Leon005Lose","Leon005LoseLoop","Leon005Win","Leon005WinLoop","Leon005WinLoop","Leon005Win","Leon005WinLoop","Leon005Win","Leon005WinLoop","Leon005Still","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeJaguar","MechaDude","meg_jaguar_geo.glb","","","meg_portrait.glb","","MechaDudeJaguarIdle","MechaDudeJaguarWalk","MechaDudeJaguarAttack","MechaDudeJaguarSuper","MechaDudeJaguarSuper","MechaDudeJaguarRecoil","","MechaDudeJaguarSuperRecoil","","MechaDudeJaguarReload","MechaDudeJaguarBeaPushback","","MechaDudeJaguarWin","MechaDudeJaguarWinloop","","MechaDudeJaguarLose","MechaDudeJaguarLoseloop","MechaDudeJaguarWin","MechaDudeJaguarWinloop","MechaDudeJaguarIdle","MechaDudeJaguarWin","MechaDudeJaguarWinloop","MechaDudeJaguarWin","","MechaDudeJaguarIdle","MechaDudeJaguarLose","MechaDudeJaguarPortrait","","","MechaDudeJaguarPortrait","BeaIdle","","","","","","Meg004Still","Meg004Still","Meg004Win","Meg004WinLoop","","Meg004Lose","Meg004LoseLoop","Meg004Win","Meg004WinLoop","Meg004WinLoop","Meg004Win","Meg004WinLoop","Meg004Win","Meg004Still","Meg004Still","","","","","mecha_004_lobby_lose","","true","true","Mecha004Projectile","","","","","","mecha_004_atk1","","","","","","","","","mecha_004_ulti1_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bea_def_atk_charged","","","","","","","",""
"MechaDudeBigJaguar","MechaDudeBig","meg_jaguar_mecha_geo.glb","","","darryl_base_cam.scw","","MegMechaIdle","MegMechaWalk","MegMechaAttack","MegMechaSuper","MegMechaSuper","MegMechaRecoilL","MegMechaRecoilR","MegMechaSuperRecoil","","DarrylDroidReload","DarrylDroidPushback","","MegMechaIdle","MegMechaIdle","","MegMechaIdle","MegMechaIdle","MegMechaWin","MegMechaWin","MegMechaWin","MegMechaWin","MegMechaWin","MegMechaWin","","MegMechaIdle","MegMechaIdle","MegMechaWin","","","MegMechaWin","DarrylDroidIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","Mecha004UltiProjectile","","","","","","mecha_004_atk2","","mecha_004_ulti","","","","","","","","","","","mecha_004_ulti1_spawnEnd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mecha_004_ulti2_death","","","","","","","","","","","","","","",""
"RopeDudeKaiju","RopeDude","buzz_geo.glb","","","buzz_portrait.glb","","BuzzIdle","BuzzWalk","BuzzAttack","BuzzSuperThrow","BuzzSuperThrow","","","BuzzSuperThrowRecoil","BuzzSuperJump","BuzzIdle","BuzzIdle","","BuzzWin","BuzzWinloop","","BuzzLose","BuzzLoseloop","BuzzWin","BuzzWinloop","BuzzWinloop","BuzzWin","BuzzWinloop","BuzzWin","","BuzzIdle","BuzzIdle","BuzzPortrait","","","BuzzIdle","BuzzIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","buzz_def_atk","buzz_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","buzz_def_ulti_trail","","","","","","","","","","","",""
"MaisieDefault","Maisie","maisie_geo.glb","","","maisie_portrait.glb","","MaisieDefaultIdle","MaisieDefaultWalk","MaisieDefaultPrimary","MaisieDefaultSecondary","MaisieDefaultSecondary","MaisieDefaultRecoil","","MaisieDefaultRecoil","","","","","MaisieDefaultWin","MaisieDefaultWinloop","","MaisieDefaultLose","MaisieDefaultLoseloop","MaisieDefaultWin","MaisieDefaultWinloop","MaisieDefaultIdle","MaisieDefaultWin","MaisieDefaultWinloop","MaisieDefaultWin","","MaisieDefaultIdle","MaisieDefaultIdle","MaisieDefaultProfile","","","MaisieDefaultIntro","ShellyIdle","","","","","","MaisieStill","MaisieStill","MaisieWin","MaisieWinLoop","","MaisieLose","MaisieLoseLoop","MaisieWin","MaisieWinLoop","MaisieWinLoop","MaisieWin","MaisieWinLoop","MaisieWin","MaisieProfile","MaisieStill","maisie_def_lobby","maisie_def_lobby","maisie_def_lobby","maisie_def_lobby","maisie_def_lobby_lose","","true","true","","","","","","","","","","","","","","","","maisie_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankDefault","FishTank","fishtank_geo.glb","","","fishtank_portrait.glb","","FishTankDefaultIdle","FishTankDefaultWalk","FishTankDefaultPrimary","FishTankDefaultSecondary","FishTankDefaultSecondary","FishTankDefaultRecoil","FishTankDefaultRecoil2","FishTankDefaultRecoil","FishTankDefaultRecoil2","","","","FishTankDefaultWin","FishTankDefaultWinloop","","FishTankDefaultLose","FishTankDefaultLoseloop","FishTankDefaultWin","FishTankDefaultWinloop","FishTankDefaultIdle","FishTankDefaultWin","FishTankDefaultWinloop","FishTankDefaultWin","","FishTankDefaultIdle","FishTankDefaultIdle","FishTankDefaultProfile","","","FishTankDefaultProfile","GunslingerIdle","","","","","","HankStill","HankStill","HankWin","HankWinLoop","","HankLose","HankLoseLoop","HankWin","HankWinLoop","HankWinLoop","HankWin","HankWinLoop","HankWin","HankStill","HankStill","tank_def_lobby","tank_def_lobby","tank_def_lobby","tank_def_lobby","tank_def_lobby_lose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tenant_def_moving","","","","","","","","","","tenant_def_atk","","","",""
