"TID","UK"
"TID_ACH_WIN_IN_GEM_GRAB_WHILE_HOLDING_GEMS_DESC","Виграй матч у класичному режимі «<GameMode>», поки тримаєш самоцвіти (<GameplayGoal>)"
"TID_ACH_HIGH_WIN_STREAK_TITLE","СЕРІЙНИК"
"TID_ACH_HIGH_WIN_STREAK_DESC","Досягни серії перемог з <VALUE>"
"TID_ACH_SUPER_TAKEDOWNS_WITH_MANY_BRAWLERS_TITLE","НА ОЛІВЦІ..."
"TID_ACH_SUPER_TAKEDOWNS_WITH_MANY_BRAWLERS_DESC","Знищ противників (<GameplayGoal>) за <SecondsCooldown> с разом з іншими бійцями (<VALUE>)"
"TID_ACH_TAKEDOWN_MOST_IN_KNOCKOUT_MATCH_TITLE","ВАЖКИЙ ТЯГАР"
"TID_ACH_TAKEDOWN_MOST_IN_KNOCKOUT_MATCH_DESC","Знищ противників (<VALUE>) за один матч у класичному режимі «<GameMode>»"
"TID_ACH_TAKEDOWN_WHILE_AIRBORNE_TITLE","НЕСПОДІВАНИЙ ФІНТ"
"TID_ACH_TAKEDOWN_WHILE_AIRBORNE_DESC","Знищ противника <GameplayGoal> під час стрибку, коли граєш за бійця <BRAWLER> у класичному режимі «<GameMode>»"
"TID_ACH_BULL_KNOCKBACKS_IN_ONE_MATCH_TITLE","БОЄЦЬ У ПОСУДНІЙ КРАМНИЦІ"
"TID_ACH_BULL_KNOCKBACKS_IN_ONE_MATCH_DESC","Відкинь противників (<GameplayGoal>), коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_BUSTER_BLOCK_DAMAGE_IN_ONE_MATCH_TITLE","БЛОКБАСТЕР"
"TID_ACH_BUSTER_BLOCK_DAMAGE_IN_ONE_MATCH_DESC","Заблокуй <GameplayGoal> од. ушкодження супердією бійця <BRAWLER> за один матч у класичному режимі «<GameMode>»"
"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","НІЯКОГО ШУМУ"
"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","Оглуши бійців (<GameplayGoal>) однією супердією, коли граєш за бійця <BRAWLER> у класичному режимі «<GameMode>»"
"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","ЦІЛИТЕЛЬ"
"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","Завдай ушкодження (загалом <GameplayGoal> од.) і віднови здоров’я однією супердією, коли граєш за бійця <BRAWLER> у класичному режимі «<GameMode>»"
"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","ПРИМУСОВА ГІБЕРНАЦІЯ"
"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Спіймай у кокон противників сумарно на <GameplayGoal> с, коли граєш за бійця <BRAWLER> за один матч у класичному режимі «<GameMode>»"
"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","ЦУКРОВА ЛИХОМАНКА"
"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Застосуй декілька супердій (<GameplayGoal>) за один гіперзаряд, коли граєш за бійця <BRAWLER> у класичному режимі «<GameMode>»"
"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE","ШКВАЛ КУЛЬ"
"TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Завдай противникам <GameplayGoal> од. ушкодження однією супердією, коли граєш за бійця <BRAWLER> у класичному режимі «<GameMode>»"
"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE","ЦІЛЮЩІ ХОТ-ДОГИ"
"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Відроди союзників <GameplayGoal> р., коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE","ПРИГОЛОМШЛИВА КРАСА"
"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","Оглуши противників (<GameplayGoal>) однією супердією за один матч у класичному режимі «<GameMode>»"
"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE","ДРУГИЙ ПІЛОТ"
"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Віднови <GameplayGoal> од. здоров’я, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE","НЯВКРАЩА ЦІЛЬ"
"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Знищ противників (<GameplayGoal>), коли граєш за бійця <BRAWLER> і перебуваєш верхи на союзнику, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_MEEPLE_TAKEDOWN_THROUGH_WALLS_IN_ONE_MATCH_TITLE","КРІЗЬ СТІНИ"
"TID_ACH_TAKEDOWN_X_BRAWLERS_THROUGH_WALLS_IN_ONE_MATCH_DESC","Знищ противників (<GameplayGoal>) пострілами крізь стіни, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_MORTIS_HIT_BRAWLERS_WITH_DASH_TITLE","ДОСИТЬ ЖВАВО"
"TID_ACH_MORTIS_HIT_BRAWLERS_WITH_DASH_DESC","Влучай у противників (<GameplayGoal>) під час одного ривка, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_NITA_DEAL_DAMAGE_WITH_BRUCE_IN_ONE_MATCH_TITLE","ВЕДМІДЬ!"
"TID_ACH_NITA_DEAL_DAMAGE_WITH_BRUCE_IN_ONE_MATCH_DESC","Завдай <GameplayGoal> од. ушкодження противникам через ведмедя бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_PIPER_TAKEDOWN_BRAWLERS_FROM_DISTANCE_IN_ONE_MATCH_TITLE","РОЖЕВА СМЕРТЬ"
"TID_ACH_PIPER_TAKEDOWN_BRAWLERS_FROM_DISTANCE_IN_ONE_MATCH_DESC","Знищ противників (<GameplayGoal>) з максимальної відстані, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_POCO_WIN_SOLO_SHOWDOWN_TITLE","ЗЦІЛЮЙ, А НЕ АТАКУЙ"
"TID_ACH_POCO_WIN_SOLO_SHOWDOWN_DESC","Виграй у класичному режимі «<GameMode>», коли граєш за бійця <BRAWLER>"
"TID_ACH_RT_TAKEDOWN_WITH_GADGET_IN_SECONDS_TITLE","ТОЧНІСТЬ"
"TID_ACH_RT_TAKEDOWN_WITH_GADGET_IN_SECONDS_DESC","Знищ противників (<GameplayGoal>) одним гаджетом менше ніж за <SecondsCooldown> с, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_RICO_DEAL_DAMAGE_WITH_BOUNCED_PROJECTILES_IN_ONE_MATCH_TITLE","РИКОШЕТ"
"TID_ACH_RICO_DEAL_DAMAGE_WITH_BOUNCED_PROJECTILES_IN_ONE_MATCH_DESC","Завдай <GameplayGoal> од. ушкодження снарядами, які відлетіли рикошетом щонайменше один раз, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_SURGE_REACH_LEVEL_4_IN_SECONDS_TITLE","СОДОВА СУПЕРСИРОВАТКА"
"TID_ACH_SURGE_REACH_LEVEL_4_IN_SECONDS_DESC","Знищ противників (<GameplayGoal>), коли граєш за бійця <BRAWLER> (МАКС. ЕТАП), за один матч у класичному режимі «<GameMode>»"
"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE","КУЛЕПОГЛИНАЧ"
"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Виживи після отримання <GameplayGoal> од. ушкодження і переможи, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_TAKEDOWN_WHILE_LOW_HP_TITLE","ОСТАННІЙ РУБІЖ"
"TID_ACH_TAKEDOWN_WHILE_LOW_HP_DESC","Знищ противника <GameplayGoal>, коли в тебе менше за <IntParam>% здоров’я у класичному режимі «<GameMode>»"
"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE","СИНХРОННІСТЬ"
"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Знищ противника <GameplayGoal> кожним близнюком менше ніж за <SecondsCooldown> с, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE","ПРОФЕСІОНАЛ"
"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Знищ противників (<GameplayGoal>) і жодного разу не втрать життя, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_TITLE","БАРАБАННИЙ ДРІБ"
"TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_DESC","Знищ противників (<GameplayGoal>) за одне повернення моргенштерна бійця <BRAWLER> за один матч у класичному режимі «<GameMode>»"
"TID_ACH_OLLIE_TAUNT_BRAWLERS_WITH_1_SUPER_TITLE","НІХТО НЕ ПРОЙДЕ"
"TID_ACH_OLLIE_TAUNT_BRAWLERS_WITH_1_SUPER_DESC","Покепкуй із противників (<GameplayGoal>) однією супердією, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE","ЯК ВІТЕР"
"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","У формі ніндзя знищ противників (<GameplayGoal>) однією супердією, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE","ЗНЕНАЦЬКА"
"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Знищ противників (<GameplayGoal>) за <SecondsCooldown> с, коли граєш за бійця <BRAWLER>, у класичному режимі «<GameMode>»"
"TID_ACH_SPIKE_TAKEDOWN_WITH_MAIN_ATTACK_TITLE","АГАВОВИЙ ВБИВЦЯ"
"TID_ACH_SPIKE_TAKEDOWN_WITH_MAIN_ATTACK_DESC","Знищ противників (<GameplayGoal>) однією основною атакою, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_STU_TAKEDOWN_BRAWLERS_IN_A_ROW_WITHOUT_TAKING_DAMAGE_TITLE","НЕ СПІЙМАЄШ"
"TID_ACH_STU_TAKEDOWN_BRAWLERS_IN_A_ROW_WITHOUT_TAKING_DAMAGE_DESC","Знищ противників (<GameplayGoal>) поспіль без отримання жодного ушкодження, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_TRUNK_AFFECT_BRAWLERS_WITH_ANTS_AT_ONCE_TITLE","КІНЕЦЬ СВІТУ СЬОГОДНІ"
"TID_ACH_TRUNK_AFFECT_BRAWLERS_WITH_ANTS_AT_ONCE_DESC","Одразу уражай противників (<GameplayGoal>) мурахами, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_ALLI_TAKEDOWN_BRAWLERS_WITH_SUPER_TITLE","МИСЛИВСЬКІ МАНЕВРИ"
"TID_ACH_ALLI_TAKEDOWN_BRAWLERS_WITH_SUPER_DESC","Знищ противників (<GameplayGoal>) однією супердією, коли граєш за бійця <BRAWLER>, у класичному режимі «<GameMode>»"
"TID_ACH_OWN_COMMON_PINS_1_TITLE","ЗВИЧАЙНІ ЗНАЧКИ І"
"TID_ACH_OWN_COMMON_PINS_2_TITLE","ЗВИЧАЙНІ ЗНАЧКИ ІІ"
"TID_ACH_OWN_COMMON_PINS_3_TITLE","ЗВИЧАЙНІ ЗНАЧКИ ІІІ"
"TID_ACH_OWN_COMMON_PINS_4_TITLE","ЗВИЧАЙНІ ЗНАЧКИ IV"
"TID_ACH_OWN_COMMON_PINS_5_TITLE","ЗВИЧАЙНІ ЗНАЧКИ V"
"TID_ACH_OWN_COMMON_PINS_6_TITLE","ЗВИЧАЙНІ ЗНАЧКИ VI"
"TID_ACH_OWN_COMMON_PINS_DESC","Збери звичайні значки (<VALUE>)"
"TID_ACH_OWN_RARE_PINS_1_TITLE","РІДКІСНІ ЗНАЧКИ І"
"TID_ACH_OWN_RARE_PINS_2_TITLE","РІДКІСНІ ЗНАЧКИ ІІ"
"TID_ACH_OWN_RARE_PINS_3_TITLE","РІДКІСНІ ЗНАЧКИ ІІІ"
"TID_ACH_OWN_RARE_PINS_4_TITLE","РІДКІСНІ ЗНАЧКИ IV"
"TID_ACH_OWN_RARE_PINS_5_TITLE","РІДКІСНІ ЗНАЧКИ V"
"TID_ACH_OWN_RARE_PINS_DESC","Збери рідкісні значки (<VALUE>)"
"TID_ACH_OWN_EPIC_PINS_1_TITLE","ЕПІЧНІ ЗНАЧКИ І"
"TID_ACH_OWN_EPIC_PINS_2_TITLE","ЕПІЧНІ ЗНАЧКИ ІІ"
"TID_ACH_OWN_EPIC_PINS_3_TITLE","ЕПІЧНІ ЗНАЧКИ ІІІ"
"TID_ACH_OWN_EPIC_PINS_4_TITLE","ЕПІЧНІ ЗНАЧКИ IV"
"TID_ACH_OWN_EPIC_PINS_5_TITLE","ЕПІЧНІ ЗНАЧКИ V"
"TID_ACH_OWN_EPIC_PINS_6_TITLE","ЕПІЧНІ ЗНАЧКИ VI"
"TID_ACH_OWN_EPIC_PINS_DESC","Збери епічні значки (<VALUE>)"
"TID_ACH_OWN_COLLECTOR_PINS_1_TITLE","КОЛЕКЦІЙНІ ЗНАЧКИ І"
"TID_ACH_OWN_COLLECTOR_PINS_2_TITLE","КОЛЕКЦІЙНІ ЗНАЧКИ ІІ"
"TID_ACH_OWN_COLLECTOR_PINS_3_TITLE","КОЛЕКЦІЙНІ ЗНАЧКИ ІІІ"
"TID_ACH_OWN_COLLECTOR_PINS_4_TITLE","КОЛЕКЦІЙНІ ЗНАЧКИ IV"
"TID_ACH_OWN_COLLECTOR_PINS_5_TITLE","КОЛЕКЦІЙНІ ЗНАЧКИ V"
"TID_ACH_OWN_COLLECTOR_PINS_6_TITLE","КОЛЕКЦІЙНІ ЗНАЧКИ VI"
"TID_ACH_OWN_COLLECTOR_PINS_DESC","Збери колекційні значки (<VALUE>)"
"TID_ACH_UNLOCK_BRAWLERS_1_TITLE","КОЛЕКЦІЯ БІЙЦІВ І"
"TID_ACH_UNLOCK_BRAWLERS_2_TITLE","КОЛЕКЦІЯ БІЙЦІВ ІІ"
"TID_ACH_UNLOCK_BRAWLERS_3_TITLE","КОЛЕКЦІЯ БІЙЦІВ ІІІ"
"TID_ACH_UNLOCK_BRAWLERS_4_TITLE","КОЛЕКЦІЯ БІЙЦІВ IV"
"TID_ACH_UNLOCK_BRAWLERS_5_TITLE","КОЛЕКЦІЯ БІЙЦІВ V"
"TID_ACH_UNLOCK_BRAWLERS_6_TITLE","КОЛЕКЦІЯ БІЙЦІВ VI"
"TID_ACH_UNLOCK_BRAWLERS_7_TITLE","КОЛЕКЦІЯ БІЙЦІВ VII"
"TID_ACH_UNLOCK_BRAWLERS_8_TITLE","КОЛЕКЦІЯ БІЙЦІВ VIII"
"TID_ACH_UNLOCK_BRAWLERS_9_TITLE","КОЛЕКЦІЯ БІЙЦІВ ІХ"
"TID_ACH_UNLOCK_BRAWLERS_10_TITLE","КОЛЕКЦІЯ БІЙЦІВ Х"
"TID_ACH_UNLOCK_BRAWLERS_DESC","Розблокуй бійців (<VALUE>)"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_1_TITLE","РЕЖИМ ЕНЕРГОЗБЕРЕЖЕННЯ"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_1_DESC","Виконай підвищення до 3 рівня сили бійців (<VALUE>)"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_2_TITLE","ПІДСИЛЕННЯ..."
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_2_DESC","Виконай підвищення до 5 рівня сили бійців (<VALUE>)"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_3_TITLE","ЗАРЯДЖАННЯ..."
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_3_DESC","Виконай підвищення до 7 рівня сили бійців (<VALUE>)"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_4_TITLE","ПОТРІБНЕ ЩЕ ЖИВЛЕННЯ..."
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_4_DESC","Виконай підвищення до 9 рівня сили бійців (<VALUE>)"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_5_TITLE","ЗАРЯДЖЕНО!"
"TID_ACH_UPGRADE_BRAWLERS_TO_PL_11_5_DESC","Виконай підвищення до 11 рівня сили бійців (<VALUE>)"
"TID_ACH_REACH_TROPHY_1000_FOR_MANY_BRAWLERS_1_TITLE","МАКС. РІВЕНЬ МАРАФОНУ I"
"TID_ACH_REACH_TROPHY_1000_FOR_MANY_BRAWLERS_2_TITLE","МАКС. РІВЕНЬ МАРАФОНУ II"
"TID_ACH_REACH_TROPHY_1000_FOR_MANY_BRAWLERS_3_TITLE","МАКС. РІВЕНЬ МАРАФОНУ III"
"TID_ACH_REACH_TROPHY_1000_FOR_MANY_BRAWLERS_4_TITLE","МАКС. РІВЕНЬ МАРАФОНУ IV"
"TID_ACH_REACH_TROPHY_1000_FOR_MANY_BRAWLERS_DESC","Здобудь 1000 трофеїв для бійців (<VALUE>)"
"TID_ACH_WIN_CHALLENGE_EVENTS_TITLE","ПРЕТЕНДЕНТ"
"TID_ACH_WIN_CHALLENGE_EVENTS_DESC","Виграй події випробувань (<VALUE>)"
"TID_ACH_BECOME_STAR_PLAYER_IN_A_ROW_1_TITLE","ЗОРЯНИЙ ГРАВЕЦЬ"
"TID_ACH_BECOME_STAR_PLAYER_IN_A_ROW_2_TITLE","ТИ ЗІРКА"
"TID_ACH_BECOME_STAR_PLAYER_IN_A_ROW_3_TITLE","ЗОРЯНООКИЙ"
"TID_ACH_BECOME_STAR_PLAYER_IN_A_ROW_DESC","Стань зоряним гравцем декілька матчів (<VALUE>) поспіль"
"TID_ACH_REPEAT_FIRST_TAKEDOWN_IN_SHOWDOWN_MATCH_TITLE","ШВИДКОСТРІЛ"
"TID_ACH_REPEAT_FIRST_TAKEDOWN_IN_SHOWDOWN_MATCH_DESC","Знищ першого противника в класичному режимі «<GameMode>» <VALUE> р."
"TID_ACH_SCORE_3POINTER_WITH_BRAWLERS_TITLE","КОБІ!"
"TID_ACH_SCORE_3POINTER_WITH_BRAWLERS_DESC","Зроби триочковий кидок, коли граєш за декількох бійців (<VALUE>) за один матч у класичному режимі «<GameMode>»"
"TID_ACH_SCORE_TEAM_GOAL_IN_BRAWLBALL_TITLE","КОМАНДНИЙ ГРАВЕЦЬ"
"TID_ACH_SCORE_TEAM_GOAL_IN_BRAWLBALL_DESC","Забий голи (<VALUE>) у класичному режимі «<GameMode>» після того, як м’яч побував у кожного гравця твоєї команди"
"TID_ACH_STAR_PLAYER_IN_MANY_MODES_TITLE","СУПЕРЗІРКА"
"TID_ACH_STAR_PLAYER_IN_MANY_MODES_DESC","Стань зоряним гравцем у різних режимах"
"TID_ACH_MOE_TAKEDOWN_WITH_DIFFERENT_ATTACKS_IN_SECONDS_TITLE","ХТО ГОЛОСНО КРИЧИТЬ, ТОМУ Й КОПНЯКА!"
"TID_ACH_MOE_TAKEDOWN_WITH_DIFFERENT_ATTACKS_IN_SECONDS_DESC","Знищ противників (<GameplayGoal>) трьома різними атаками менше ніж за <SecondsCooldown> с, коли граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_ROSA_TAKEDOWN_IN_BUSHES_IN_ONE_MATCH_TITLE","ТРАВ’ЯНІ ТУМАКИ"
"TID_ACH_ROSA_TAKEDOWN_IN_BUSHES_IN_ONE_MATCH_DESC","Знищ противників (<GameplayGoal>) у кущах, коли граєш за <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_SHADE_TAKEDOWN_WHILE_INSIDE_A_WALL_IN_ONE_MATCH_TITLE","ВОНИ ПРУТЬ З УСІХ ЩІЛИН!"
"TID_ACH_SHADE_TAKEDOWN_WHILE_INSIDE_A_WALL_IN_ONE_MATCH_DESC","Знищ противників (<GameplayGoal>), коли перебуваєш у стіні й граєш за бійця <BRAWLER>, за один матч у класичному режимі «<GameMode>»"
"TID_ACH_OWN_TITLES_1_TITLE","КОЛЕКЦІОНЕР ТИТУЛІВ І"
"TID_ACH_OWN_TITLES_2_TITLE","КОЛЕКЦІОНЕР ТИТУЛІВ II"
"TID_ACH_OWN_TITLES_3_TITLE","КОЛЕКЦІОНЕР ТИТУЛІВ III"
"TID_ACH_OWN_TITLES_4_TITLE","КОЛЕКЦІОНЕР ТИТУЛІВ IV"
"TID_ACH_OWN_TITLES_5_TITLE","ТИТУЛОВАНИЙ"
"TID_ACH_OWN_TITLES_DESC","Разблокуй титули (<VALUE>)"
"TID_ACH_OWN_PLAYER_ICONS_1_TITLE","КУЛЬТОВО! I"
"TID_ACH_OWN_PLAYER_ICONS_2_TITLE","КУЛЬТОВО! II"
"TID_ACH_OWN_PLAYER_ICONS_3_TITLE","КУЛЬТОВО! III"
"TID_ACH_OWN_PLAYER_ICONS_4_TITLE","КУЛЬТОВО! IV"
"TID_ACH_OWN_PLAYER_ICONS_5_TITLE","КУЛЬТОВО! V"
"TID_ACH_OWN_PLAYER_ICONS_6_TITLE","КУЛЬТОВО! VI"
"TID_ACH_OWN_PLAYER_ICONS_7_TITLE","СПРАВЖНЯ ІКОНА"
"TID_ACH_OWN_PLAYER_ICONS_DESC","Стань власником зображень гравця (<VALUE>)"
"TID_ACH_OWN_SPRAYS_1_TITLE","ВУЛИЧНИЙ ХУДОЖНИК I"
"TID_ACH_OWN_SPRAYS_2_TITLE","ВУЛИЧНИЙ ХУДОЖНИК II"
"TID_ACH_OWN_SPRAYS_3_TITLE","ВУЛИЧНИЙ ХУДОЖНИК III"
"TID_ACH_OWN_SPRAYS_4_TITLE","ВУЛИЧНИЙ ХУДОЖНИК IV"
"TID_ACH_OWN_SPRAYS_5_TITLE","ВУЛИЧНИЙ ХУДОЖНИК V"
"TID_ACH_OWN_SPRAYS_6_TITLE","ВУЛИЧНИЙ МИТЕЦЬ"
"TID_ACH_OWN_SPRAYS_DESC","Стань власником спреїв (<VALUE>)"
"TID_ACH_REACH_LAST_TIER_BRAWL_PASSES_1_TITLE","ВЛАСНИК ПЕРЕПУСТКИ І"
"TID_ACH_REACH_LAST_TIER_BRAWL_PASSES_2_TITLE","ВЛАСНИК ПЕРЕПУСТКИ II"
"TID_ACH_REACH_LAST_TIER_BRAWL_PASSES_3_TITLE","ВЛАСНИК ПЕРЕПУСТКИ III"
"TID_ACH_REACH_LAST_TIER_BRAWL_PASSES_DESC","Досягни рівня 50 перепусток Brawl Pass (<VALUE>)"
"TID_ACH_EARN_PRESTIGE_1_TITLE","ПРЕСТИЖ І"
"TID_ACH_EARN_PRESTIGE_2_TITLE","ПРЕСТИЖ II"
"TID_ACH_EARN_PRESTIGE_3_TITLE","ПРЕСТИЖ III"
"TID_ACH_EARN_PRESTIGE_DESC","Здобудь престиж (<VALUE>)"
"TID_ACH_TOP_FINISH_1_TITLE","ФІНІШ СЕРЕД НАЙКРАЩИХ І"
"TID_ACH_TOP_FINISH_1_DESC","Заверши сезон, посівши місце серед 100 найкращих бійців у таблиці лідерів!"
"TID_ACH_TOP_FINISH_2_TITLE","ФІНІШ СЕРЕД НАЙКРАЩИХ II"
