TID_ACCESSORY_STICKY_BOMB_VISION,TÀN DƯ
TID_ACCESSORY_STICKY_BOMB_VISION_DESC,"Sau khi phát nổ, quả Bom Keo dính tiếp theo của Squeak để lại trên mặt đất các vết tàn dư keo dính, làm chậm chân kẻ địch và giúp đồng đội nhìn thấu bụi rậm trong <c00cc00><VALUE1></c> giây."
TID_ACCESSORY_ELECTRO_SNIPER_BOUNCE,ĐẢO CHIỀU ĐIỆN CỰC
TID_ACCESSORY_ELECTRO_SNIPER_BOUNCE_DESC,Tia điện tiếp theo của Belle có thể bật tường.
TID_TUTORIAL_SD_FIRSTBATTLE,"Chiến binh Brawl còn trụ vững sau cùng sẽ chiến thắng! Thu thập Khối Sức mạnh từ những chiếc hộp để tăng sức mạnh. Màn khói độc sẽ kéo đến thu hẹp đấu trường, nên hãy nhanh chân di chuyển nhé!"
TID_ACCESSORY_KICKER_DUDE_SWEEP,CÚ ĐÁ XOAY TRÒN
TID_ACCESSORY_KICKER_DUDE_SWEEP_DESC,"Fang xoay tròn và đá vào mọi đối thủ xung quanh, khiến họ bị choáng trong <c00cc00><VALUE1></c> giây."
TID_TDM_30_SECONDS,CÒN 30 GIÂY!
TID_TDM_DOUBLE_TAKEDOWN,HẠ GỤC 2 ĐỐI THỦ LIÊN TIẾP!
TID_TDM_TEAM_TAKEDOWN,HẠ GỤC CẢ ĐỘI!
TID_ACCESSORY_KNIGHT_RAGE,QUẢ CHUỐI HỎNG
TID_ACCESSORY_KNIGHT_RAGE_DESC,Ash tự giảm <ccc0000><VALUE1>%</c> máu và ngay lập tức tích đầy <c00cc00><VALUE2>%</c> thanh thịnh nộ.
TID_ACCESSORY_BLOCKED_REQUIRES_HEALTH,Cần có thêm máu!
TID_ACCESSORY_BLOCKED_RAGE_ALREADY_FULL,Thanh thịnh nộ đã đầy!
TID_STAT_BIG_EGG_DAMAGE,Sát thương quả trứng lớn nhất
TID_TUTORIAL_SD_FIRST,Đảo huấn luyện
TID_OVERTIME_PAYLOAD,Quá giờ!\nXe goòng di chuyển nhanh hơn!
TID_GATCHA_SCREEN_WCPP_DROP_TITLE,ĐIỂM SỨC MẠNH CHO CHIẾN BINH BRAWL BẤT KỲ
TID_GATCHA_SCREEN_WCPP_DROP_DESC,Chọn một Chiến binh Brawl sau khi thu thập tất cả phần thưởng.
TID_EMOTE_BUNDLE_BIODOME_PACK,Bộ Huy hiệu Trang phục Vòm sinh thái
TID_SHOP_BIODOME_SKINS,Trang phục Vòm sinh thái
TID_SHOP_BIODOME_TITLE,VÒM SINH THÁI
TID_SHOP_BIODOME_INFO,Bộ sưu tập trang phục
TID_SKIN_INFO_CAMPAIGN_BIODOME,Trang phục Vòm sinh thái
TID_LOGIN_CALENDAR_RIGHT_TITLE_WAIT,PHẦN THƯỞNG TIẾP THEO
TID_LOGIN_CALENDAR_REWARD_BRAWLER,CHIẾN BINH BRAWL MỚI
TID_LOGIN_CALENDAR_NOTIFICATIONS_TITLE,Đừng bỏ lỡ phần thưởng miễn phí!
TID_LOGIN_CALENDAR_NOTIFICATIONS_DESCRIPTION,Thông báo khi có thể nhận phần thưởng
TID_LOGIN_CALENDAR_NOTIFICATIONS_DECLINE,ĐỂ SAU
TID_LOGIN_CALENDAR_NOTIFICATIONS_ACCEPT,BÁO CHO TÔI
TID_LOGIN_CALENDAR_WARNING,Đừng quên đăng nhập vào NGÀY THỨ <VALUE> để không bị mất số phần thưởng còn lại nhé!
TID_LOGIN_CALENDAR_TIP_TITLE,MẸO:
TID_LOGIN_CALENDAR_TIP_SKINS,Dùng nút trang phục khi chọn Shelly để thay đổi trang phục cho cô ấy
TID_LOGIN_CALENDAR_TIP_PINS,Sử dụng huy hiệu để bày tỏ cảm xúc trong trận chiến!
TID_LOGIN_CALENDAR_TIP_GADGET,"Phụ kiện là kỹ năng bổ sung, có thể sử dụng tối đa 3 lần trong mỗi trận chiến"
TID_LOGIN_CALENDAR_TIP_STAR_POWER,Sức mạnh Sao là kỹ năng bị động bổ sung cho Chiến binh Brawl của bạn.
TID_LOGIN_CALENDAR_PINS_DESCRIPTION,Huy hiệu tiếp theo sẽ có vào NGÀY THỨ <VALUE>.\nTiếp tục đăng nhập mỗi ngày để hoàn thành bộ sưu tập này
TID_LOGIN_CALENDAR_BUTTON_TITLE,QUÀ HẰNG NGÀY TIẾP THEO SAU:
TID_LOGIN_CALENDAR_REMINDER_1_TITLE,Phần thưởng MIỄN PHÍ cho <HERONAME> trong 14 ngày
TID_LOGIN_CALENDAR_REMINDER_1_DESCRIPTION,Đăng nhập mỗi ngày để tăng tốc tiến trình của <HERONAME> và thu thập các món đồ thẩm mỹ thú vị!
TID_LOGIN_CALENDAR_REMINDER_1_BUTTON,TIẾP THEO
TID_LOGIN_CALENDAR_REMINDER_2_TITLE,Chiến binh Brawl <cff92f9>Quý hiếm</c> MIỄN PHÍ vào ngày thứ 15
TID_LOGIN_CALENDAR_REMINDER_2_DESCRIPTION,Đừng bỏ lỡ ngày nào để đảm bảo không bị mất phần thưởng hằng ngày nhé!
TID_LOGIN_CALENDAR_REMINDER_2_BUTTON,ĐI NÀO!
TID_LOGIN_CALENDAR_REWARD_DESC_GADGET,"Mở khóa Phụ kiện <VALUE> cho <HERONAME>. Phụ kiện là kỹ năng bổ sung, có thể sử dụng tối đa 3 lần trong mỗi trận chiến."
TID_LOGIN_CALENDAR_REWARD_DESC_STARPOWER,Mở khóa Sức mạnh Sao <VALUE> cho <HERONAME>. Sức mạnh Sao là kỹ năng bị động bổ sung cho Chiến binh Brawl của bạn.
TID_LOGIN_CALENDAR_SCREEN_BRAWLER_CHOICE_TAGLINE_1,Súng săn 2 nòng
TID_LOGIN_CALENDAR_SCREEN_BRAWLER_CHOICE_TAGLINE_2,Sát thương lan rộng
TID_LOGIN_CALENDAR_CHOICE_OR,HOẶC
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_TITLE,ĐÃ NÂNG CẤP <HERONAME>
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_ATTACK_DAMAGE,Sát thương Tấn công
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_SUPER_DAMAGE,Sát thương Tuyệt chiêu
TID_LOGIN_CALENDAR_SCREEN_PINS_TITLE,HUY HIỆU CỦA <HERONAME>
TID_LOGIN_CALENDAR_SCREEN_PINS_COLLECTED,Đã thu thập <VALUE1>/<VALUE2>
TID_LOGIN_CALENDAR_BUTTON_CHOOSE,CHỌN
TID_LOGIN_CALENDAR_REWARD_DESC_BRAWLER,Mở khóa <HERONAME>
TID_DOCTOR_EDGAR_SKIN,TIẾN SĨ EDGAR
TID_DOCTOR_EDGAR_SKIN_SHOP,TIẾN SĨ\nEDGAR
TID_FIREFLY_RICO_SKIN,RICO ĐOM ĐÓM
TID_FIREFLY_RICO_SKIN_SHOP,RICO\nĐOM ĐÓM
TID_STAG_BEETLE_MEG_SKIN,MEG BỌ HUNG
TID_STAG_BEETLE_MEG_SKIN_SHOP,MEG\nBỌ HUNG
TID_SAVAGE_BULL_SKIN,BULL SƯ TỬ
TID_SAVAGE_BULL_SKIN_SHOP,BULL\nSƯ TỬ
TID_WASP_BO_SKIN,BO ONG BẮP CÀY
TID_WASP_BO_SKIN_SHOP,BO\nONG BẮP CÀY
TID_MR_FLY_SKIN,MR. P RUỒI TÍM
TID_MR_FLY_SKIN_SHOP,MR. P\nRUỒI TÍM
TID_BUNNY_GROM_SKIN,GROM THỎ HỒNG
TID_BUNNY_GROM_SKIN_SHOP,GROM\nTHỎ HỒNG
TID_MANTIS_ROSA_SKIN,ROSA BỌ NGỰA
TID_MANTIS_ROSA_SKIN_SHOP,ROSA\nBỌ NGỰA
TID_SPIKY_EVE_SKIN,EVE GAI GÓC
TID_SPIKY_EVE_SKIN_SHOP,EVE\nGAI GÓC
TID_CORRUPTED_SPROUT_SKIN,RÔ BỐT RAU MẦM ĐỘT BIẾN
TID_CORRUPTED_SPROUT_SKIN_SHOP,RÔ BỐT RAU MẦM\nĐỘT BIẾN
TID_IVY_BELLE_SKIN,BELLE THƯỜNG XUÂN
TID_IVY_BELLE_SKIN_SHOP,BELLE\nTHƯỜNG XUÂN
TID_TRUE_GOLD_SPROUT_SKIN,RÔ BỐT RAU MẦM BẰNG VÀNG
TID_TRUE_GOLD_SPROUT_SKIN_SHOP,RÔ BỐT RAU MẦM\nBẰNG VẰNG
TID_TRUE_GOLD_SURGE_SKIN,SURGE BẰNG VÀNG
TID_TRUE_GOLD_SURGE_SKIN_SHOP,SURGE\nBẰNG VÀNG
TID_TRUE_GOLD_RUFFS_SKIN,RUFFS BẰNG VÀNG
TID_TRUE_GOLD_RUFFS_SKIN_SHOP,RUFFS\nBẰNG VÀNG
TID_TRUE_GOLD_BUZZ_SKIN,BUZZ BẰNG VÀNG
TID_TRUE_GOLD_BUZZ_SKIN_SHOP,BUZZ\nBẰNG VÀNG
TID_TRUE_SILVER_SPROUT_SKIN,RÔ BỐT RAU MẦM BẰNG BẠC
TID_TRUE_SILVER_SPROUT_SKIN_SHOP,RÔ BỐT RAU MẦM\nBẰNG BẠC
TID_TRUE_SILVER_SURGE_SKIN,SURGE BẰNG BẠC
TID_TRUE_SILVER_SURGE_SKIN_SHOP,SURGE\nBẰNG BẠC
TID_TRUE_SILVER_RUFFS_SKIN,RUFFS BẰNG BẠC
TID_TRUE_SILVER_RUFFS_SKIN_SHOP,RUFFS\nBẰNG BẠC
TID_TRUE_SILVER_BUZZ_SKIN,BUZZ BẰNG BẠC
TID_TRUE_SILVER_BUZZ_SKIN_SHOP,BUZZ\nBẰNG BẠC
TID_DEATHMATCH_1,Diệt vong vô số
TID_DEATHMATCH_2,Bãi cắm trại
TID_DEATHMATCH_3,Đồng đội tương tàn: Tắt
TID_DEATHMATCH_4,Trao đổi vị thế
TID_DEATHMATCH_5,Thiên đường chiến đấu
TID_DEATHMATCH_6,Cành cây đáng sợ
TID_DEATHMATCH_7,Sát thương gấp bốn
TID_PAYLOAD_5,Điểm bất lợi
TID_PAYLOAD_7,Công nghệ backhaul
TID_PAYLOAD_8,Bất khả kháng
TID_PAYLOAD_9,Vận đơn hàng không
TID_PAYLOAD_10,Dung tích khối
TID_PAYLOAD_13,Sát thương ẩn giấu
TID_PAYLOAD_15,Giao hàng đặc biệt
TID_BRAWL_PASS_SEASON_10,VÒM SINH THÁI
TID_DEATHMATCH_8,Bước nhảy tăng tốc
TID_CLUB_LEAGUE_TIE_BREAKER_TITLE,LUẬT PHÂN ĐỊNH THẮNG THUA
TID_CLUB_LEAGUE_TIE_BREAKER_DESCRIPTION,LUẬT PHÂN ĐỊNH THẮNG THUA\n\n1. Điểm Câu lạc bộ\n2. Cúp Câu lạc bộ (tổng cộng)\n3. Số vé đã dùng (tổng cộng)\n4. Số thành viên đang hoạt động\n5. CLB thay đổi kết quả trước\n
TID_GEMGRAB_49,Không gian trống
TID_BRAWLBALL_47,Đứng sau vạch kẻ
TID_KNOCKOUT_16,Bờ sông
TID_KNOCKOUT_17,Suối nguồn cuồn cuộn
TID_HOTZONE_32,Hai mặt
TID_BRAWLBALL_48,Dầu sôi lửa bỏng
TID_GEMGRAB_50,Trao đổi ngọc
TID_GEMGRAB_51,Pháo đài đối lập
TID_SHOWDOWN_69,Những con sông trong hẻm núi
TID_SHOWDOWN_70,Nhà xác
TID_RANKED_BATTLE_END_EPIC,Thắng tuyệt đối!
TID_RANKED_BATTLE_END_CLOSE,Trận đấu ngang tài ngang sức!
TID_JETPACK_GIRL,JANET
TID_JETPACK_GIRL_SHORT_DESC,TAY THIỆN XẠ
TID_JETPACK_GIRL_DESC,"Janet là ngôi sao của buổi biểu diễn, và cô không hề ngần ngại thể hiện bản thân với tất cả mọi người.\n\nNhưng cô em gái Bonnie của cô lại rất hay bày trò nghịch ngợm..."
TID_JETPACK_GIRL_WEAPON,NỐT NHẠC CAO VÚT
TID_JETPACK_GIRL_WEAPON_DESC,"Janet ngân nga một nốt nhạc cao vút. Bạn nhắm mục tiêu càng lâu, nốt nhạc của Janet càng tích tụ vào tiêu điểm và bắn ra xa hơn."
TID_JETPACK_GIRL_ULTI,BAY LÊN TRỜI CAO
TID_JETPACK_GIRL_ULTI_DESC,"Janet dùng chiếc ba lô phản lực của mình để bay lên không trung trong một thời gian ngắn, đồng thời liên tục tấn công đối thủ từ trên cao."
TID_SPEC_ABI_JETPACK_GIRL_1,GÓC NHÌN SÂN KHẤU
TID_SPEC_ABI_JETPACK_GIRL_1_DESC,"Khi dùng ba lô phản lực của mình để bay lên không trung, Janet có thể nhìn thấu một khu vực bụi rậm rộng lớn quanh mình."
TID_SPEC_ABI_JETPACK_GIRL_2,KHỞI ĐỘNG GIỌNG HÁT
TID_SPEC_ABI_JETPACK_GIRL_2_DESC,Đòn tấn công của Janet tụ vào mục tiêu <c00cc00><VALUE1>%</c> nhanh hơn.
TID_ACCESSORY_JETPACK_GIRL_GADGET_1,DÀN LOA BASS
TID_ACCESSORY_JETPACK_GIRL_GADGET_1_DESC,Janet đặt xuống một dàn loa để gây <c00cc00><VALUE1></c> sát thương mỗi giây lên tất cả đối thủ trong phạm vi đến khi dàn loa bị phá hủy.
TID_ACCESSORY_JETPACK_GIRL_GADGET_2,LỐI ĐI HẬU TRƯỜNG
TID_ACCESSORY_JETPACK_GIRL_GADGET_2_DESC,"Nốt nhạc cao vút tiếp theo của Janet sẽ đẩy cô bay về phía sau, vượt qua cả tường chắn. Đòn tấn công càng tụ vào mục tiêu, cô sẽ càng bay về phía sau xa hơn."
TID_CANNON_GIRL,BONNIE
TID_CANNON_GIRL_SHORT_DESC,TAY THIỆN XẠ
TID_CANNON_GIRL_DESC,Bonnie và khẩu đại bác vô cảm \qClyde\q của mình là chuyên gia bày trò nghịch ngợm. Ai mà ngờ được cô bé dễ thương này lại có thể gây ra nhiều náo loạn đến thế?
TID_CANNON_GIRL_WEAPON,CHIẾC RĂNG LUNG LAY
TID_CANNON_GIRL_WEAPON_DESC,Bonnie dùng khẩu đại bác Clyde của mình để bắn ra một chiếc răng KHỔNG LỒ về phía đối thủ.
TID_CANNON_GIRL_ULTI,ĐẠN ĐẠI BÁC
TID_CANNON_GIRL_ULTI_DESC,Khẩu đại bác Clyde sẽ phóng Bonnie lên không trung. Bonnie có thể bay qua chướng ngại vật và gây sát thương cho những đối thủ ở gần khi cô tiếp đất.
TID_CANNON_GIRL_SMALL_WEAPON,ÁO KHOÁC ĐÁNH BOM
TID_CANNON_GIRL_SMALL_WEAPON_DESC,Bonnie ném ra một cụm lựu đạn nhỏ từ tay áo của mình.
TID_CANNON_GIRL_SMALL_ULTI,CLYDE
TID_CANNON_GIRL_SMALL_ULTI_DESC,Bonnie triệu hồi Clyde đến và nhảy vào bên trong để điều khiển khẩu đại bác.
TID_SPEC_ABI_CANNON_GIRL_1,THUỐC SÚNG
TID_SPEC_ABI_CANNON_GIRL_1_DESC,Phạm vi tuyệt chiêu Đạn đại bác của Bonnie sẽ tăng <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_CANNON_GIRL_2,RĂNG KHÔN
TID_SPEC_ABI_CANNON_GIRL_2_DESC,"Chiếc răng lung lay sẽ vỡ ra khi va chạm, gây thêm <c00cc00><VALUE1>%</c> sát thương lên những đối thủ ở gần."
TID_ACCESSORY_CANNON_GIRL_SPEED,TĂNG TỐC ĐỘ
TID_ACCESSORY_CANNON_GIRL_SPEED_DESC,Tốc độ nạp đạn và di chuyển của Clyde sẽ tăng <c00cc00><VALUE1>%</c> trong <c00cc00><VALUE2></c> giây.
TID_ACCESSORY_CANNON_GIRL_DASH,THỬ NGHIỆM VA CHẠM
TID_ACCESSORY_CANNON_GIRL_DASH_DESC,"Bonnie lao về phía trước, đánh bật đối thủ và gây ra <c00cc00><VALUE1></c> sát thương khi đánh trúng."
TID_ACCESSORY_BLOCKED_REQUIRES_CANNON,Cần có Clyde!
TID_ACCESSORY_BLOCKED_REQUIRES_ASSASSIN,Cần có Bonnie!
TID_LOGIN_CALENDAR_MISSED,Bạn đã bỏ lỡ phần thưởng đăng nhập còn lại.
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS,SỨC MẠNH TĂNG VỌT
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS_DESC,Surge làm quá tải mạch điện của mình và nâng bản thân lên <c00cc00><VALUE1></c> cấp trong <c00cc00><VALUE2></c> giây.
TID_ACCESSORY_POWER_LEVELER_SHIELD,KHIÊN SỨC MẠNH
TID_ACCESSORY_POWER_LEVELER_SHIELD_DESC,"Trong <c00cc00><VALUE1></c> giây tiếp theo, Surge hấp thụ <c00cc00><VALUE2>%</c> sát thương từ đòn tấn công nhận vào và dùng năng lượng đó để nạp lại <c00cc00><VALUE3></c> đạn."
TID_GAME_MODE_27,RÔ BỐT XÂM LƯỢC
TID_GAME_MODE_27_DESC,Chống lại cuộc xâm lược của rô bốt. Hạ gục rô bốt để thu thập bu lông. Đội nào thu thập được <MAX_SCORE> bu lông trước sẽ chiến thắng!
TID_INVASION_INTRO_TEXT,Tiêu diệt bọn rô bốt!
TID_NOTIFICATION_INVASION,Đã có bản đồ RÔ BỐT XÂM LƯỢC mới! Giành lấy phần thưởng mới nào!
TID_INVASION_1,Thoái hóa
TID_INVASION_2,Chia rẽ nội bộ
TID_INVASION_3,Val Verde
TID_INVASION_4,Góc phần tư
TID_INVASION_5,Đại chiến đa thế giới
TID_INVASION_6,Vùng chiến đấu
TID_INVASION_7,Hồng tâm
TID_INVASION_8,Ú òa
TID_INVASION_9,Rô bốt tấn công!
TID_INVASION_10,Khối tuyến tính
TID_INVASION_11,Hành lang
TID_INVASION_12,Bờ sông
TID_INVASION_13,Khởi hành
TID_INVASION_14,Pháo đài
TID_INVASION_15,Rô bốt
TID_INVASION_16,Khu vực ồn ào
TID_SPRAYS_TUTORIAL_TITLE,SƠN XỊT
TID_SPRAYS_TUTORIAL_HEADER,THỂ HIỆN PHONG CÁCH TRONG TRẬN CHIẾN!
TID_BRAWL_PASS_CANCEL_QUEST_REROLL,HỦY THAY ĐỔI
TID_BRAWL_PASS_REROLL_QUEST,THAY ĐỔI NHIỆM VỤ
TID_BRAWL_PASS_QUEST_REROLL_COUNT,Còn <num>/<max> lượt thay đổi
TID_BRAWL_PASS_QUEST_REROLL_REFRESH_TIME,Làm mới sau <time>
TID_YOU_HAVE_USED_ALL_REROLLS,Bạn đã dùng hết số lượt thay đổi! Kiếm thêm với Vé Brawl Pass
TID_YOU_HAVE_USED_ALL_REROLLS_HAS_PREMIUM,Bạn đã dùng hết số lượt thay đổi khả dụng!
TID_QUEST_REROLL_INTRO,CHỌN MỘT NHIỆM VỤ ĐỂ THAY ĐỔI
TID_QUEST_REROLL_ACCEPT,CHẤP NHẬN
TID_QUEST_REROLL_REJECT,TỪ CHỐI
TID_REROLL_NOT_POSSIBLE_FOR_ITEM,Không thể thay đổi vật phẩm này
TID_CONFIRM_QUEST_REROLL,THAY ĐỔI NHIỆM VỤ?
TID_CONFIRM_QUEST_REROLL_DESC,Nhiệm vụ mới của bạn sẽ không có các yêu cầu về <char> hoặc <type>....\nSố lượt thay đổi còn lại: <rerolls>
TID_CONFIRM_QUEST_REROLL_DESC_ONLY_TYPE,Nhiệm vụ mới của bạn sẽ không có các yêu cầu về <type>....\nSố lượt thay đổi còn lại: <rerolls>
TID_QUEST_TYPE_REQ_WIN,SỐ TRẬN THẮNG
TID_QUEST_TYPE_REQ_KILL,HẠ GỤC ĐỐI THỦ
TID_QUEST_TYPE_REQ_DEAL_DAMAGE,SÁT THƯƠNG
TID_QUEST_TYPE_REQ_HEAL,HỒI MÁU
TID_QUEST_TYPE_REQ_PLAY_AGAIN,CHƠI LẠI
TID_QUEST_TYPE_REQ_TEAM_PLAY,CHƠI THEO ĐỘI
TID_QUEST_TYPE_REQ_MODE_SPECIFIC,CHẾ ĐỘ CỤ THỂ
TID_CHINA_PRIVACY_SHOW_IN_LEADERBOARDS,HIỂN THỊ TRÊN BẢNG XẾP HẠNG
TID_CHINA_PRIVACY_SHOW_PLAYER_PROFILE,HIỂN THỊ HỒ SƠ NGƯỜI CHƠI
TID_CHINA_PRIVACY_SHOW_CLUB_DETAILS,HIỂN THỊ THÔNG TIN CLB
TID_CHINA_PRIVACY_ALLOW_SPECTATE,CHO PHÉP XEM TRẬN CHIẾN
TID_CHINA_PRIVACY_INFO_OLD_PLAYERS_TITLE,Lưu ý quan trọng
TID_CHINA_PRIVACY_INFO_OLD_PLAYERS_DESC,Xin chào người chơi Brawl Stars!\nChúng tôi đã bổ sung một số cài đặt quyền riêng tư trong trò chơi. Các cài đặt này đang bật theo mặc định. Bạn có thể điều chỉnh cài đặt từ mục Cài đặt -> Cài đặt quyền riêng tư.
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_TITLE,Lưu ý quan trọng
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_DESC,Xin chào người chơi Brawl Stars!\nChúng tôi đã bổ sung một số cài đặt quyền riêng tư trong trò chơi. Các cài đặt này đang tắt theo mặc định. Cho phép trò chơi bật những cài đặt này?
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_BUTTON_ACCEPT,CHẤP NHẬN
TID_CHAT_JUST_DISABLED,Bạn đã bị những người chơi khác báo cáo do có bình luận không đúng mực. Bạn không thể trò chuyện trong <TIME>.
TID_CHAT_UNAVAILABLE,Bạn không thể trò chuyện trong <TIME>.
TID_CHAT_BANNED_REASON,Bạn đã bị những người chơi khác báo cáo do có bình luận không đúng mực.
TID_CHAT_BANNED_PERIOD_OF,Bạn bị cấm trò chuyện toàn cầu trong:
TID_CHAT_FAIL_BANNED,Bạn bị cấm trò chuyện trong <TIME>.
TID_CHAT_JUST_BANNED,Bạn đã bị những người chơi khác báo cáo do có bình luận không đúng mực. Bạn bị cấm trò chuyện trong <TIME>.
TID_TENCENT_CUSTOMER_SUPPORT,Hỗ trợ khách hàng Tencent
TID_SELF_SERVICE_BUTTON,Dịch vụ hỗ trợ tự động
TID_REPORT_CLUB_CONFIRMATION_TITLE,Báo cáo <NAME>?
TID_REPORT_CLUB_CONFIRMATION,Bạn có chắc muốn báo cáo <NAME> vì đã có hành vi không đúng mực?
TID_REPORT_PLAYER_CONFIRMATION_TITLE,Báo cáo <NAME>?
TID_REPORT_PLAYER_CONFIRMATION,Bạn có chắc muốn báo cáo <NAME> vì đã có hành vi không đúng mực?
TID_REPORT_BATTLE_PLAYER_CONFIRMATION_TITLE,Báo cáo <NAME>?
TID_REPORT_BATTLE_PLAYER_CONFIRMATION,Bạn có chắc muốn báo cáo <NAME> vì đã có hành vi không đúng mực?
TID_DELETE_ACCOUNT_TITLE,Xóa tài khoản của tôi
TID_UGC_INPUT_FEATURE_UNAVAILABLE,Hiện không thể sử dụng tính năng này
TID_PLAYER_PROFILE_PRIVATE,Hồ sơ của người chơi này đã được đặt ở chế độ riêng tư
TID_PLAYER_CLUB_INFO_PRIVATE,Người chơi này đã đặt thông tin Câu lạc bộ thành riêng tư.
TID_CLAN_RESPONSE_111,Hiện không thể sử dụng tính năng này
TID_CLAN_RESPONSE_120,Nội dung mô tả này không được cho phép. Vui lòng thử soạn một mô tả khác.
TID_CHINA_LOGIN_DESC_YOOZOO,本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。沪网文【2018】8544-517号、新出网证（沪）字33号 著作权人：SUPERCELL OY 出版单位：上海游族信息技术有限公司 运营单位：上海游族信息技术有限公司 批准文号：国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0
TID_YOOZOO_LOGIN_AGREEMENTS,"Tôi đã đọc kỹ và đồng ý với <TOS>, <PP>, <CHILDREN> và <THIRDPARTY>."
TID_YOOZOO_TERMS_CHILDREN,Quy tắc Bảo vệ Quyền riêng tư Trẻ em của Yoozoo
TID_TERMS_CHILDREN_BUTTON_YOOZOO,Quy tắc Bảo vệ Quyền riêng tư Trẻ em của Yoozoo
TID_YOOZOO_THIRDPARTY_INFO,Danh sách thông tin chia sẻ với bên thứ ba
TID_THIRD_PARTY_SHARING_BUTTON_YOOZOO,Danh sách thông tin chia sẻ với bên thứ ba
TID_YOOZOO_SYSTEM_SETTINGS_BUTTON,Cài đặt hệ thống
TID_SKIN_PIN_INCLUDED,+ Huy hiệu độc quyền!
TID_SKIN_PINS_INCLUDED,+ Gói huy hiệu độc quyền!
TID_OWN_TEAM_BANS,LƯỢT CẤM CỦA ĐỘI XANH
TID_ENEMY_TEAM_BANS,LƯỢT CẤM CỦA ĐỘI ĐỎ
TID_PRE_PICK_YOUR_BRAWLER,CHỌN TRƯỚC CHIẾN BINH BRAWL
TID_PRE_PICK,CHỌN TRƯỚC
TID_CANCEL,HỦY
TID_WANTS_TO_PLAY,MUỐN CHƠI
TID_WANT_TO_PLAY,MUỐN CHƠI
TID_WANTS_TO_PLAY_MULTIPLE_TEAMMATES,<num> ĐỒNG ĐỘI
TID_BRAWL_PASS_SEASON_11,BUỔI BIỂU DIỄN MẠO HIỂM
TID_SHOP_STUNTSHOW_SKINS,Trang phục Buổi biểu diễn mạo hiểm
TID_SHOP_STUNTSHOW_TITLE,BUỔI BIỂU DIỄN MẠO HIỂM
TID_SHOP_STUNTSHOW_INFO,Bộ sưu tập trang phục
TID_SKIN_INFO_CAMPAIGN_STUNTSHOW,Trang phục Buổi biểu diễn mạo hiểm
TID_EMOTE_BUNDLE_STUNTSHOW_PACK,Huy hiệu Trang phục Buổi biểu diễn mạo hiểm
TID_EMOTE_BUNDLE_GOLDENWEEK_PACK,Huy hiệu Trang phục Tuần lễ vàng
TID_SKIN_INFO_CAMPAIGN_GOLDENWEEK,Trang phục Tuần lễ vàng
TID_SHOP_GOLDENWEEK_SKINS,Trang phục Tuần lễ vàng
TID_SHOP_GOLDENWEEK_TITLE,TUẦN LỄ VÀNG
TID_SHOP_GOLDENWEEK_INFO,Bộ sưu tập trang phục
TID_SPRAY_BRAWLER_COMING_SOON,Sơn xịt chiến binh brawl sắp ra mắt
TID_SHOP_VILLAINS_SKINS,Trang phục Biệt đội phản diện
TID_SHOP_VILLAINS_TITLE,BIỆT ĐỘI PHẢN DIỆN
TID_SHOP_VILLAINS_INFO,Bộ sưu tập trang phục
TID_EMOTE_BUNDLE_VILLAINS_PACK,Huy hiệu Trang phục Biệt đội phản diện
TID_SKIN_INFO_CAMPAIGN_VILLAINS,Trang phục Biệt đội phản diện
TID_HOTZONE_33,Khu vực mở
TID_KNOCKOUT_18,Góc nhìn mới
TID_TRUE_GOLD_BELLE_SKIN,BELLE BẰNG VÀNG
TID_TRUE_GOLD_BELLE_SKIN_SHOP,BELLE\nBẰNG VÀNG
TID_TRUE_SILVER_BELLE_SKIN,BELLE BẰNG BẠC
TID_TRUE_SILVER_BELLE_SKIN_SHOP,BELLE\nBẰNG BẠC
TID_TRUE_GOLD_STU_SKIN,STU BẰNG VÀNG
TID_TRUE_GOLD_STU_SKIN_SHOP,STU\nBẰNG VÀNG
TID_TRUE_SILVER_STU_SKIN,STU BẰNG BẠC
TID_TRUE_SILVER_STU_SKIN_SHOP,STU\nBẰNG BẠC
TID_TRUE_GOLD_ASH_SKIN,ASH BẰNG VÀNG
TID_TRUE_GOLD_ASH_SKIN_SHOP,ASH\nBẰNG VÀNG
TID_TRUE_SILVER_ASH_SKIN,ASH BẰNG BẠC
TID_TRUE_SILVER_ASH_SKIN_SHOP,ASH\nBẰNG BẠC
