"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"MegaBossFinxTowerTimebend","","10000","","1080","","","","","","StatusEffect","MegaBossFinxTowerTimebendSpeedReduce","MegaBossFinxTowerTimebendSpeedReduce","MegaBossFinxTowerHeal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","",""
"MegaBossFinxTimeStopBulletExplosion","","300","","600","500","","","5","","BulletExplosion","","","","","","","","","","","","MegaBossFinxTimeStopProjectile","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmCardSelectionSlowArea","","999999","","2000","","","","","","StatusEffect","","","SwarmCardSelectionSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","30","","","","","","","","","","","","","","","","","","","80","2"
"MegaBossFinxTimeRiftBulletExplosion","","300","","600","500","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossFinxTimeRiftProjectile","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxAddWarning","","2000","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxAddTrigger","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxAddTrigger","","50","","450","","","","1","","BulletExplosion","","","","","","","","","","","","MegaBossFinxCreateKit","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTrailArea","","5000","","300","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxStasisAreaWarning","","2000","","900","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxStasisAreaStun","MegaBossFinxStasisAreaDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxStasisAreaStun","","700","","550","","","","","","StatusEffect","","","VecnaStunSmash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimebendSelf","","4500","","1350","","","","","","StatusEffect","ChronomancerTimebendBoostSelf","ChronomancerTimebendSpeedBoost","ChronomancerTimebendSpeedReduce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","",""
"MegaBossFinxStasisAreaDamage","","100","","800","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossColetteChargeProjectileArea","","100","","600","","","","2","","BulletExplosion","","","","","","","","","","","","MegaBossPercenterProjectile","22","","","","90","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossColetteProjectileExplodeArea","","100","","600","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossPercenterProjectile","25","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossColetteProjectileExplodeAreaSmall","","100","","600","","","","3","","BulletExplosion","","","","","","","","","","","","MegaBossPercenterProjectileSmall","10","","","","30","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossColetteProjectileExplodeAreaSmallDense","","100","","600","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossPercenterProjectileSmall","18","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoColetteChargeProjectileArea","","100","","600","","","","2","","BulletExplosion","","","","","","","","","","","","NanoPercenterProjectile","22","","","","90","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmFireAuraL1","","5000","","1120","","","","","","StatusEffect","","","SwarmPetrolFireL1","10","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmFireAuraL2","","5000","","1400","","","","","","StatusEffect","","","SwarmPetrolFireL2","10","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmFireAuraL3","","5000","","1680","","","","","","StatusEffect","","","SwarmPetrolFireL3","10","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerStasisAreaWarning","","2000","","900","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTowerStasisAreaStun","MegaBossFinxTowerStasisAreaDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerStasisAreaStun","","300","","800","","","","","","StatusEffect","","","MegaBossFinxStunSmash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerStasisAreaDamage","","100","","800","1000","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockProjectileMagnetAreaStatuses","","3000","","1000","","","","","","StatusEffect","","","RockProjectileMagnetStatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","followTargetGone","","","","","","","","",""
"RockProjectileMagnetAreaActions","","3000","","1000","","","","","","Action","","","","","","","RockProjectileHomingAction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","followTargetGone","","","","","","","","",""
"RockUltiTrail","","3900","","300","","","","","","StatusEffect","","","RockUltiTrailStatus","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockGadgetJumpArea","","300","","600","500","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KatanaKidUltiDamage","","600","","700","1250","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","",""
"KatanaKidUltiWarning","","800","","700","","","","","","StatusEffect","KatanaKidHide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KatanaKidUltiDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorUltiArenaAreaEffectVfx","","2000","","900","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlTurretArea","","600000","","2000","","","","","","StatusEffect","FutureGirlTurretAreaStatusEffect","FutureGirlTurretAreaStatusEffect","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossBlackHoleUltiShieldExplosion","","1400","","450","","","","700","","DelayedDamage","","","","","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleUltiSuck","","700","","1200","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","-150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeUltiSpawnExplosion","","100","","1000","1500","","5","","","Damage","","","","","","","","","","","","","","","","","","","FALSE","","","250","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeUltiSpawnExplosionHyperCharged","","100","","1000","1500","","5","","","Damage","","","","","","","","","","","","","","","","","","","FALSE","","","250","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHolePetExplosionWarning","","2000","","900","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHolePetExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHolePetExplosion","","1400","","900","3000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeUltiSpawnExplosionHyperChargedStatusArea","","500","","1000","","","","","","StatusEffect","","","MechaDudeUltiSpawnExplosionHyperChargedStatusEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlTrailArea","","5000","","300","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleGravityWellWarning","","4500","","2500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleUltiSuck","MegaBossBlackHoleUltiShieldExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleBoomerangTrailWarning","","1500","","1500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleBoomerangTrailSuck","MegaBossBlackHoleBoomerangTrailExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
