"Name","BehaviorType","EquipType","OverchargedVersion","CanMoveAtSameTime","Targeted","AutoAttackTargetingType","AttackFacing","Cooldown","BonusSkillCooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","DamageForUlti","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","RestrictCastOnSkillActive","Projectiles","OverchargedProjectiles","OverchargedChainProjectile","SummonedCharacters","OverchargedSummonedCharacters","AreaEffectObject","DontTriggerAreaAtEndOfCharge","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","MeleeAttackPiercesEnvironment","MeleeAttackOnHitActions","ConsumableShieldValue","ConsumableShieldTicks","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","CastingEffect","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","OverrideMusicWhenEquipped","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffects","ActivationSelfStatusEffectsOvercharged","OnChargeHitStatusEffect","OnChargeHitStatusEffectOvercharged","InterruptType","TID","Desc","BooleanAttributes","CustomString","CustomString2","CustomValue","CustomValue2","BotUsageHint","ForceWalkAnim","AttackAnimationSpeed","OnChargeHitSelfStatusEffect","ShowChainIndicator"
"MegaBossRocketGirlMatryoshka","Attack","weapon","","","true","","","250","","500","","40","","","40","","","","","500","-1","","100","1200","","1","","true","","","","","","","","","","","","MegaBossRocketGirlMatryoshkaProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_012_ulti_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlRocketRain","Attack","weapon","","","true","","","250","","2000","","40","","","40","","","","","500","-1","","200","1200","","1","","true","","","","","","","","","","","","MegaBossRocketGirlRainProjectile","","","","","","","","","","","","","","","","","","","","","","","blackhole_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlWeaponRotatingStreamOvercharged","Attack","weapon","","","true","","1","250","","2999","","45","","","","","","2100","","500","-1","","220","","27","1","","","","","","","","","","","","true","","MegaBossRocketGirlStreamProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_012_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","360","","","","","",""
"MegaBossRocketGirlUltiOvercharged","Attack","weapon","","","true","","","250","","1500","","45","","","","","","","","500","-1","","100","200","9","1","","true","","","","","","","","","","","","MegaBossRocketGirlUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_012_ulti_atk","brock_012_oc_ulti_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigOverchargedUltiBuddy","Attack","overchargedUlti","","true","true","","2","50","","350","","22","","","","","","","","1700","50","","200","300","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","button_ulti_meg","button_ulti_blue_meg","","","mecha_overcharged_swing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeWeaponOverChargedBuddy","Attack","weapon","","true","true","","","50","","350","","27","","","","","","1300","3","300","-1","","100","","6","1","","true","","","","","","","","","","","","MechaDudeProjectile","MechaDudeProjectileHyperCharged","","","","","","","","","","","","","","","","","","","","","","colt_def_atk","mecha_def_buddy_oc_atk1","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetSkillSpawnContainer","Attack","bonusSkill","","true","true","","","250","19000","150","","22","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","1","1","","","","","TrickshotDudeGadgetSkillProjectile","","","TrickshotDudeGadgetSkillContainer","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_ricochet_1","","","rico_def_gadget1_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"TrickshotDudeGadgetSkillSplitterShot","Attack","bonusSkill","","true","true","","","250","17000","150","","29","","","","","","2000","1","980","0","","100","0","","1","","true","","","","","","","","","","","","TrickshotDudeGadgetSkillSplitterShotProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_ricochet_2","","","rico_def_gadget2_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetSkillSpawnContainerBuddy","Attack","bonusSkill","","true","true","","","250","19000","150","","22","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","1","1","","","","","TrickshotDudeGadgetSkillProjectileBuddy","","","TrickshotDudeGadgetSkillContainerBuddy","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_ricochet_1","","","rico_def_buddy_gadget1_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"TrickshotDudeGadgetSkillSplitterShotBuddy","Attack","bonusSkill","","true","true","","","250","17000","150","","29","","","","","","2000","1","980","0","","100","0","","1","","true","","","","","","","","","","","","TrickshotDudeGadgetSkillSplitterShotProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_ricochet_2","","","rico_def_buddy_gadget2_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigWeaponBuddy","Attack","weapon","","true","true","","","50","","850","","22","","","","","","1100","3","150","-1","","100","20","","2","true","true","","","","","","","","","","","","MechaDudeBigProjectile","MechaDudeBigProjectileHyperChargedBuddy","","","","","","","","","","","","","","","","","","","","","","colt_def_atk","mecha_def_buddy_oc_atk2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeWeaponBuddyOvercharged","Attack","weapon","","true","true","","","50","","720","","29","","","","","","1100","3","300","-1","","120","15","1","1","","true","","","","","","","","","","","","TrickshotDudeProjectileOverchargeBuddy","","","","","","","","","","","","","","","","","","","","","","","rico_def_atk","rico_def_buddy_oc","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"RocketGirlGadgetSkillJump","Charge","bonusSkill","","","true","","","50","20000","","","12","","","","","","","1","500","0","","","","","","","","","","","4000","11","","","","","","","","","","","","RocketGirlGadgetJumpArea","","RocketGirlGadgetJumpArea","TRUE","","","","","","","","","","","sc/ui.sc","icon_item_bolt_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlGadgetSkillMegaRocket","Attack","bonusSkill","","true","true","","","250","22000","150","","27","","","","","","800","1","1000","0","","100","0","5","1","","true","","","","","","","","","","","","RocketGirlGadgetSkillMegaRocketProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_emz_2","","","brock_def_gadget2_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlGadgetSkillMegaRocketBuddy","Attack","bonusSkill","","true","true","","","250","22000","150","","27","","","","","","800","1","1000","0","","100","0","5","1","","true","","","","","","","","","","","","RocketGirlGadgetSkillMegaRocketProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_emz_2","","","brock_def_buddy_gadget2_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlJump","Attack","ulti","","","true","","","50","","","","7","","","","","","","","300","-1","","","","","","","","","","","","","","","","","true","","","","","","","MegaBossRocketGirlJumpExplosionWarning","true","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKidPushAway","Attack","weapon","","","true","","1","50","","700","","5","","","","","","800","1","1200","-1","","600","300","","1","","","","500","","2000","","","","","","","","","","","","","MegaKatanaKidPushBack","","","","","","","","","","","","","","","","","","","","samurai_mega_atk1_slash","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKidWeaponRanged","Attack","weapon","","true","true","","2","50","","500","","40","","","","","","100","1","1000","-1","","500","","","1","","true","","","","","","","","","","","","MegaKatanaKidProjectile","","","","","","","","","","","trail","","","","","","","","","","","","nori_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKidWeaponSlash","Attack","weapon","","true","true","","2","50","","500","","25","","","","","","100","1","1000","-1","","500","260","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nori_boss_slash","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKid360Fish","Attack","weapon","","true","","","1","50","","500","","30","","","","","","1000","1","","-1","","500","360","","1","","true","","","","","","","","","","true","","","","","","","MegaKatanaKid360FishExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKidUlti","Charge","weapon","","","true","","2","50","","","","30","","","","","","","","1000","-1","","","","","","","","","","","4000","11","","","","","","","","","","","","","","MegaKatanaKidUltiDamage","true","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKidHook","Attack","weapon","","true","true","","2","50","","200","","50","","","","","","400","1","","-1","","200","400","","3","","true","","","","","","","","","","","","MegaKatanaKidHookProjectile","","","","","","","","","","","","","","","","","","","","","","","gene_def_ulti","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"RocketGirlWeaponBuddy","Attack","weapon","","true","true","","","250","","150","","27","","","","","","1950","3","1160","-1","","100","","23","3","","true","","","","","","","","","","","","RocketGirlProjectile;RocketGirlProjectileSecondary","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","60","","","","",""
"RocketGirlGadgetSkillJumpBuddy","Charge","bonusSkill","","","true","","","50","20000","","","12","","","","","","","1","500","0","","","","","","","","","","","4000","11","","","","","","","","","","","","RocketGirlGadgetJumpAreaBuddy","","RocketGirlGadgetJumpAreaBuddy","TRUE","","","","","","","","","","","sc/ui.sc","icon_item_bolt_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanMeleeNinjaStab","Attack","weapon","","true","true","","","50","","150","","6","","","","","","800","2","1060","-1","","150","0","","1","","true","","","","","","","","","","","","MechaVanMeleeNinjaStabProjectile","","","","","","","","","","","","","","","","","","","","","","","bea_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MechaVanMeleeNinjaPull","Attack","weapon","","","true","","","50","","700","","22","","","","","","800","1","1240","-1","","600","0","","1","","","","","","","","","","","","","","HammerDudeGadgetSkillAttractionProjectile","","","","","","","","","","","","","","","","","","","","","","","","","frank_def_atk_pre_sfx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanSniperPiercing","Attack","weapon","","true","true","","","500","","150","","30","","","","","","2300","3","1800","-1","","100","","","1","","true","","","","","","","","","","","","MechaVanSniperPiercingProjectile","","","","","","","","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MechaVanSniperLongRange","Attack","weapon","","","true","","2","150","","300","750","120","","","","true","","100","1","2500","-1","","300","","","1","","true","","","","","","","","","","true","","MechaVanSniperLongRangeProjectile","","","","","","","","","","","","","","","","","","","","","","","bibi_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
