Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectUlti,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation
KnightPetDefault,KnightPet,ash_pet_geo.glb,,,,,,KnightPetDefaultIdle,KnightPetDefaultIdle,KnightPetDefaultIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightPetNinja,KnightPet,ash_ninja_pet_geo.glb,,,,,,KnightPetDefaultIdle,KnightPetDefaultIdle,KnightPetDefaultIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RopeDudeDirector,RopeDude,buzz_director_geo.glb,,,buzz_director_portrait.glb,emz_intro_pose.scw,,RopeDudeDirectorIdle,RopeDudeDirectorWalk,RopeDudeDirectorAttack,RopeDudeDirectorSuperThrow,,,RopeDudeDirectorSuperThrowRecoil,RopeDudeDirectorSuperJump,RopeDudeDirectorIdle,RopeDudeDirectorIdle,RopeDudeDirectorWin,RopeDudeDirectorWinloop,RopeDudeDirectorLose,RopeDudeDirectorLoseloop,RopeDudeDirectorWin,RopeDudeDirectorWinloop,RopeDudeDirectorWinloop,RopeDudeDirectorWin,RopeDudeDirectorWinloop,RopeDudeDirectorWin,,RopeDudeDirectorIdle,RopeDudeDirectorIdle,RopeDudeDirectorPortrait,RopeDudeDirectorWinloop,,RopeDudeDirectorIdle,BuzzIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Buzz003Projectile,,Buzz003UltiProjectile,buzz_003_atk,,,,,buzz_def_atk,buzz_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buzz_003_ulti_trail,,,,,
BlowerBusters,Blower,gale_squeakbuster_geo.glb,,,gale_squeakbuster_portrait.glb,emz_intro_pose.scw,,BlowerBustersIdle,BlowerBustersWalk,BlowerBustersPrimary,BlowerBustersPrimary,BlowerBustersRecoil,,BlowerBustersRecoil,,BlowerBustersIdle,BlowerBustersPushback,BlowerBustersWin,BlowerBustersWinloop,BlowerBustersLose,BlowerBustersLoseloop,BlowerBustersWin,BlowerBustersWinloop,BlowerBustersIdle,BlowerBustersWin,BlowerBustersWinloop,BlowerBustersWin,,BlowerBustersIdle,BlowerBustersLose,BlowerBustersPortrait,BlowerBustersWinloop,,BlowerBustersIdle,GaleIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Gale004Projectile,,Gale004UltiProjectile,gale_004_atk,,gale_004_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookDudeSwamp,HookDude,gene_swamp_geo.glb,,,gene_swamp_portrait.glb,emz_intro_pose.scw,,HookDudeSwampIdle,HookDudeSwampWalk,HookDudeSwampAttack,HookDudeSwampSecondary,HookDudeSwampAttackRecoil,,HookDudeSwampSecondaryRecoil,,HookDudeSwampReload,HookDudeSwampPushback,HookDudeSwampWin,HookDudeSwampWinloop,HookDudeSwampLose,HookDudeSwampLoseloop,HookDudeSwampWin,HookDudeSwampWinloop,HookDudeSwampIdle,HookDudeSwampWin,HookDudeSwampWinloop,HookDudeSwampWin,HookDudeSwampWinloop,HookDudeSwampIdle,HookDudeSwampIdle,HookDudeSwampProfile,HookDudeSwampWinloop,,HookDudeSwampProfile,GeneIdle,,,,,,Gene004Still,Gene004Still,Gene004Win,Gene004WinLoop,Gene004Lose,Gene004LoseLoop,Gene004Win,Gene004WinLoop,Gene004WinLoop,Gene004Win,Gene004WinLoop,Gene004Win,Gene004Still,Gene004Still,gene_004_win,gene_004_win,gene_004_win,gene_004_win,gene_004_lose,,true,true,Gene004Projectile,,Gene004UltiProjectile,gene_004_atk,,gene_004_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrowSuper,Crow,crow_superhero_geo.glb,,,crow_base_cam.scw,emz_intro_pose.scw,,CrowSuperIdle,CrowSuperWalk,CrowSuperPrimary,CrowSuperSecondary,CrowSuperRecoil,,CrowSuperIdle,,CrowSuperReload,CrowSuperPushback,CrowSuperWin,CrowSuperWinloop,CrowSuperLose,CrowSuperLoseloop,CrowSuperWin,CrowSuperWinloop,CrowSuperIdle,CrowSuperWin,CrowSuperWinloop,CrowSuperWin,,CrowSuperIdle,CrowSuperIdle,CrowSuperProfile,CrowSuperIdle,,CrowSuperProfile,CrowIdle,,,,,,Crow004Still,CrowFace,Crow004Win,Crow004WinLoop,Crow004Lose,Crow004LoseLoop,Crow004Win,Crow004WinLoop,Crow004WinLoop,Crow004Win,Crow004WinLoop,Crow004Win,Crow004Still,Crow004Still,,,,,,,true,,Crow004Projectile,,Crow004UltiProjectile,,,,,,,crow_004_ulti,crow_004_ulti_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterGladiator,Percenter,colette_gladiator_geo.glb,,,colette_gladiator_portrait.glb,emz_intro_pose.scw,,PercenterGladiatorIdle,PercenterGladiatorWalk,PercenterGladiatorAttack,PercenterGladiatorSuper,PercenterGladiatorRecoil,,PercenterGladiatorIdle,,PercenterGladiatorIdle,PercenterGladiatorIdle,PercenterGladiatorWin,PercenterGladiatorWinloop,PercenterGladiatorLose,PercenterGladiatorLoseloop,PercenterGladiatorWin,PercenterGladiatorWinloop,PercenterGladiatorIdle,PercenterGladiatorWin,PercenterGladiatorWinloop,PercenterGladiatorWin,,PercenterGladiatorIdle,PercenterGladiatorIdle,PercenterGladiatorPortrait,PercenterGladiatorWinloop,,PercenterGladiatorIdle,ColetteIdle,,,,,,Colette004Still,Colette004Still,Colette004Win,Colette004WinLoop,Colette004Lose,Colette004LoseLoop,Colette004Win,Colette004WinLoop,Colette004WinLoop,Colette004Win,Colette004WinLoop,Colette004Win,Colette004Still,Colette004Still,,,,,,,true,,Colette004Projectile,,,colette_004_atk,,,,,,,,colette_004_ultiHit,,,colette_004_ulti,colette_004_ulti_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StickyBombPotato,StickyBomb,squeak_potato_geo.glb,,,squeak_portrait.glb,emz_intro_pose.scw,,StickyBombPotatoIdle,StickyBombPotatoWalk,StickyBombPotatoAttack,StickyBombPotatoAttack,StickyBombPotatoRecoil,,StickyBombPotatoRecoil,,StickyBombPotatoIdle,StickyBombPotatoPushback,StickyBombPotatoWin,StickyBombPotatoWinloop,StickyBombPotatoLose,StickyBombPotatoLoseloop,StickyBombPotatoWin,StickyBombPotatoWinloop,StickyBombPotatoIdle,StickyBombPotatoWin,StickyBombPotatoWinloop,StickyBombPotatoWin,,StickyBombPotatoIdle,StickyBombPotatoIdle,StickyBombPotatoPortrait,,,StickyBombPotatoIdle,SqueakIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Squeak003Projectile,,Squeak003UltiProjectile,squeak_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BullDudeTerminator,BullDude,bull_terminator_geo.glb,,,termina_bull_portrait.glb,emz_intro_pose.scw,,BullDudeTerminatorIdle,BullDudeTerminatorWalk,BullDudeTerminatorPrimary,BullDudeTerminatorSecondary,BullDudeTerminatorRecoil,,BullDudeTerminatorRecoil,,BullDudeTerminatorReload,BullDudeTerminatorPushback,BullDudeTerminatorWin,BullDudeTerminatorWinloop,BullDudeTerminatorLose,BullDudeTerminatorLoseloop,BullDudeTerminatorWin,BullDudeTerminatorWinloop,BullDudeTerminatorIdle,BullDudeTerminatorWin,BullDudeTerminatorWinloop,BullDudeTerminatorWin,,BullDudeTerminatorIdle,BullDudeTerminatorIdle,BullDudeTerminatorProfile,BullDudeTerminatorIdle,,BullDudeTerminatorProfile,BullRockIdle,,,,,,Bull004Still,Bull004Still,Bull004Win,Bull004WinLoop,Bull004Lose,Bull004LoseLoop,Bull004Win,Bull004WinLoop,BullWinLoop,Bull004Win,Bull004WinLoop,Bull004Win,Bull004Still,Bull004Still,,,,,,,true,,Bull004Projectile,,,bull_004_atk,,,,,,,,,,,bull_004_ulti_loop,bull_004_ulti_loop_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicThief,Mechanic,jessie_thief_geo.glb,,,jessie_thief_portrait.glb,emz_intro_pose.scw,,MechanicThiefIdle,MechanicThiefWalk,MechanicThiefPrimary,MechanicThiefUltiAttack,MechanicThiefRecoil,,MechanicThiefUltiRecoil,,MechanicThiefReload,MechanicThiefPushback,MechanicThiefWin,MechanicThiefWinloop,MechanicThiefLose,MechanicThiefLoseloop,MechanicThiefWin,MechanicThiefWinloop,MechanicThiefIdle,MechanicThiefWin,MechanicThiefWinloop,MechanicThiefWin,,MechanicThiefIdle,MechanicThiefIdle,MechanicThiefProfile,,,MechanicThiefProfile,JunkerIdle,,,,,,Jessie003Still,Jessie003Still,Jessie003Win,Jessie003WinLoop,Jessie003Lose,Jessie003LoseLoop,Jessie003Win,Jessie003WinLoop,Jessie003WinLoop,Jessie003Win,Jessie003WinLoop,Jessie003Win,Jessie003Still,Jessie003Still,,,,,,,,,Jessie006Projectile1,,Jessie006UltiProjectile,jessie_006_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicTurretThief,MechanicTurret,jessie_thief_turret_geo.glb,,,portrait_cam.scw,emz_intro_pose.scw,,MechanicTurretThiefIdle,MechanicTurretThiefIdle,MechanicTurretThiefAttack,MechanicTurretThiefAttack,MechanicTurretThiefAttack,,MechanicTurretThiefAttack,,MechanicTurretThiefIdle,MechanicTurretThiefIdle,MechanicTurretThiefSpawn,MechanicTurretThiefIdle,,MechanicTurretThiefIdle,MechanicTurretThiefSpawn,MechanicTurretThiefIdle,MechanicTurretThiefIdle,MechanicTurretThiefSpawn,MechanicTurretThiefIdle,,,MechanicTurretThiefIdle,MechanicTurretThiefIdle,MechanicTurretThiefIdle,Turret,,MechanicTurretThiefIdle,Turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,JessieTurret006Projectile,,,jessie_006_turret_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JessieTurret006Projectile,,,,,,,,,,
TrickshotDudeChicken,TrickshotDude,rico_chicken_geo.glb,,,rico_base_cam.scw,emz_intro_pose.scw,,TrickshotDudeChickenIdle,TrickshotDudeChickenWalk,TrickshotDudeChickenPrimary,TrickshotDudeChickenSecondary,TrickshotDudeChickenRecoil,,TrickshotDudeChickenRecoil,,TrickshotDudeChickenReload,TrickshotDudeChickenPushback,TrickshotDudeChickenWin,TrickshotDudeChickenWinloop,TrickshotDudeChickenLose,TrickshotDudeChickenLoseloop,TrickshotDudeChickenWin,TrickshotDudeChickenWinloop,TrickshotDudeChickenIdle,TrickshotDudeChickenWin,TrickshotDudeChickenWinloop,TrickshotDudeChickenWin,,TrickshotDudeChickenIdle,TrickshotDudeChickenIdle,TrickshotDudeChickenProfile,,,TrickshotDudeChickenProfile,RicoIdle,,,,,,RicoStill,RicoStill,RicoWin,RicoWinLoop,RicoLose,RicoLoseLoop,RicoWin,RicoWinLoop,RicoWinLoop,RicoWin,RicoWinLoop,RicoWin,RicoStill,RicoStill,,,,,,,,,Rico005Projectile,,Rico005UltiProjectile,rico_005_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeToxic,TntDude,dynamike_toxic_geo.glb,,,dynamike_base_cam.scw,emz_intro_pose.scw,,TntDudeToxicIdle,TntDudeToxicWalk,TntDudeToxicPrimary,TntDudeToxicSecondary,TntDudeToxicRecoil,,TntDudeToxicUlti,,TntDudeToxicReload,TntDudeToxicPushback,TntDudeToxicWin,TntDudeToxicWinloop,TntDudeToxicLose,TntDudeToxicLoseloop,TntDudeToxicWin,TntDudeToxicWinloop,TntDudeToxicIdle,TntDudeToxicWin,TntDudeToxicWinloop,TntDudeToxicWin,,TntDudeToxicIdle,TntDudeToxicIdle,TntDudeToxicProfile,,,TntDudeToxicProfile,TntguyIdle,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWin,DynaWinLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,dynamike_007_win,dynamike_007_win,dynamike_007_win,dynamike_007_win,,,true,true,Mike007Projectile,,Mike007UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dynamike_007_loop,,
DuplicatorDefault,Duplicator,lolla_geo.glb,,,lolla_portrait.glb,emz_intro_pose.scw,,LollaIdle,LollaWalk,LollaAttack,LollaSuper,LollaRecoil,,LollaSuperRecoil,,,LollaPushback,LollaWin,LollaWinloop,LollaLose,LollaLoseloop,LollaWin,LollaWinloop,LollaIdle,LollaWin,LollaWinloop,LollaWin,,LollaIdle,LollaIdle,LollaPortrait,,,LollaIdle,FireDudeMaskedIdle,,,,,,LollaStill,LollaStill,LollaWin,LollaWinLoop,LollaLose,LollaLoseLoop,LollaWin,LollaWinLoop,LollaWinLoop,LollaWin,LollaWinLoop,LollaWin,LollaStill,LollaStill,,,,,,,true,true,,,,lolla_def_atk,,lolla_def_ulti,,true,lolla_def_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,always,,,,,,,,,,,
RocketGirlSilver,RocketGirl,brock_geo.scw,,,brock_base_cam.scw,emz_intro_pose.scw,,BrockIdle,BrockWalk,BrockPrimary,BrockSecondary,BrockRecoil,,BrockRecoil2,,BrockIdle,BrockPushback,BrockWin,BrockWinloop,BrockLose,BrockLoseloop,BrockWin,BrockWinloop,BrockIdle,BrockWin,BrockWinloop,BrockWin,,BrockIdle,BrockIdle,BrockProfile,,,BrockProfile,BrockIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
RocketGirlGold,RocketGirl,brock_geo.scw,,,brock_base_cam.scw,emz_intro_pose.scw,,BrockIdle,BrockWalk,BrockPrimary,BrockSecondary,BrockRecoil,,BrockRecoil2,,BrockIdle,BrockPushback,BrockWin,BrockWinloop,BrockLose,BrockLoseloop,BrockWin,BrockWinloop,BrockIdle,BrockWin,BrockWinloop,BrockWin,,BrockIdle,BrockIdle,BrockProfile,,,BrockProfile,BrockIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,brock_def_atk,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
ArcadeSilver,Arcade,8bit_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWin,8bitWinloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,,8bitIdle,8bitIdle,8bitProfile,,,8bitProfile,8bitIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,true,,,,,,,,,,,DamageBoost,DamageBoost_larger,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
ArcadeGold,Arcade,8bit_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWin,8bitWinloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,,8bitIdle,8bitIdle,8bitProfile,,,8bitProfile,8bitIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,arcade_def_atk,gen_gold_atk_single_small,,,true,,,,,,,,,,,DamageBoost,DamageBoost_larger,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
SpeedySilver,Speedy,max_geo.scw,,,max_portrait.scw,emz_intro_pose.scw,,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxWin,MaxWinloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,,MaxIdle,MaxIdle,MaxPortrait,,,MaxPortrait,MaxIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
SpeedyGold,Speedy,max_geo.scw,,,max_portrait.scw,emz_intro_pose.scw,,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxWin,MaxWinloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,,MaxIdle,MaxIdle,MaxPortrait,,,MaxPortrait,MaxIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,max_def_atk,gen_gold_atk_single_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
DeadMariachiGold,DeadMariachi,poco_geo.scw,,,poco_base_cam.scw,emz_intro_pose.scw,,PocoIdle,PocoWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoWin,PocoWinloop,PocoLose,PocoLoseloop,PocoWin,PocoWinloop,PocoIdle,PocoWin,PocoWinloop,PocoWin,,PocoIdle,PocoIdle,PocoProfile,,,PocoProfile,PocoIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,poco_def_atk_direct,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
DeadMariachiSilver,DeadMariachi,poco_geo.scw,,,poco_base_cam.scw,emz_intro_pose.scw,,PocoIdle,PocoWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoWin,PocoWinloop,PocoLose,PocoLoseloop,PocoWin,PocoWinloop,PocoIdle,PocoWin,PocoWinloop,PocoWin,,PocoIdle,PocoIdle,PocoProfile,,,PocoProfile,PocoIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
MechaDudeDefaultAddon,,meg_geo.glb,,,,,,MegAddonIdle,MegAddonWalk,MegAddonAttack,MegAddonSuper,MegAddonRecoilL,MegAddonRecoilR,MegAddonSuperRecoil,,,BeaPushback,MegAddonIdle,MegAddonIdle,MegAddonIdle,MegAddonIdle,BeaWin,BeaWinloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,,MegAddonIdle,MegAddonIdle,BeaPortrait,,,BeaPortrait,BeaIdle,,,,,,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeRetropolis,Arcade,8bit_retropolis_geo.glb,,,8bit_base_cam.scw,emz_intro_pose.scw,,ArcadeRetropolisIdle,ArcadeRetropolisWalk,ArcadeRetropolisAttack,ArcadeRetropolisIdle,ArcadeRetropolisRecoil,,ArcadeRetropolisIdle,,ArcadeRetropolisReload,ArcadeRetropolisPushback,ArcadeRetropolisWin,ArcadeRetropolisWinloop,ArcadeRetropolisLose,ArcadeRetropolisLoseloop,ArcadeRetropolisWin,ArcadeRetropolisWinloop,ArcadeRetropolisWinloop,ArcadeRetropolisWin,ArcadeRetropolisWinloop,ArcadeRetropolisWin,,ArcadeRetropolisIdle,ArcadeRetropolisIdle,ArcadeRetropolisProfile,,,ArcadeRetropolisProfile,8bitIdle,,,,,,Arcade004WinLoop,Arcade004WinLoop,Arcade004Win,Arcade004WinLoop,Arcade004Lose,Arcade004LoseLoop,Arcade004Still,Arcade004WinLoop,Arcade004WinLoop,Arcade004Intro,Arcade004WinLoop,Arcade004Win,Arcade004Still,Arcade004WinLoop,,,,,,,,,Arcade004Projectile,,Arcade004UltiProjectile,arcade_004_atk,,,,true,,,,,,,,,,,Arcade004Ulti,Arcade004Ulti_larger,DamageBoostPlugIn004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DamageBoosterRetropolis,DamageBooster,8bit_retropolis_turret_geo.glb,,,portrait_cam.scw,emz_intro_pose.scw,,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,,DamageBoosterRetropolisIdle,,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,DamageBoosterRetropolisSpawn,DamageBoosterRetropolisIdle,,DamageBoosterRetropolisIdle,DamageBoosterRetropolisSpawn,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,,DamageBoosterRetropolisIdle,,,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,DamageBoosterRetropolisIdle,,,DamageBoosterRetropolisIdle,8bitTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinigunDudeGold,MinigunDude,pam_geo.scw,,,pam_base_cam.scw,emz_intro_pose.scw,,PamIdle,PamWalk,PamAttack,PamSecondary,PamRecoil,,PamSecondaryRecoil,,PamReload,PamPushback,PamWin,PamWinloop,PamLose,PamLoseloop,PamWin,PamWinloop,PamIdle,PamWin,PamWinloop,PamWin,,PamIdle,PamIdle,PamPortrait,,,PamPortrait,PamIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,pam_def_atk,gen_gold_atk_multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
MinigunDudeSilver,MinigunDude,pam_geo.scw,,,pam_base_cam.scw,emz_intro_pose.scw,,PamIdle,PamWalk,PamAttack,PamSecondary,PamRecoil,,PamSecondaryRecoil,,PamReload,PamPushback,PamWin,PamWinloop,PamLose,PamLoseloop,PamWin,PamWinloop,PamIdle,PamWin,PamWinloop,PamWin,,PamIdle,PamIdle,PamPortrait,,,PamPortrait,PamIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
DamageBoosterGold,DamageBooster,8bit_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,,8bitTurretIdle,8bitTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DamageBoosterSilver,DamageBooster,8bit_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,,8bitTurretIdle,8bitTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
