"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Không thể ghi đè tiến trình"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Tiến trình hiện tại của bạn đã được kết nối vĩnh viễn với tài khoản mà bạn đã dùng để đăng nhập.\n\nVì đã có tiến trình rồi (Cấp <level> hoặc giao dịch mua đã được thực hiện) nên không ghi đè được nữa."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Mã liên kết không khả dụng"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Bạn không cần phải sử dụng mã liên kết để chơi trên nhiều thiết bị iOS.\n\nĐể chơi trên một thiết bị iOS khác, hãy đảm bảo rằng bạn đã đăng nhập vào Game Center trên thiết bị kia. Sau đó, trên thiết bị này, đăng nhập vào cùng tài khoản Game Center đó.\n\nTiến trình của bạn sẽ tự động được đồng bộ hóa thông qua tài khoản Game Center."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Bạn không cần phải sử dụng mã liên kết để chơi trên nhiều thiết bị Android.\n\nĐể chơi trên một thiết bị Android khác, trước hết hãy đảm bảo rằng bạn đã đăng nhập bằng Đăng nhập Google Play trên thiết bị kia. Sau đó, trên thiết bị này, sử dụng Đăng nhập Google Play. (Bạn có thể tìm thấy Đăng nhập Google Play trong phần cài đặt của trò chơi.)\n\nTiến trình của bạn sẽ tự động được đồng bộ hóa."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Bạn không cần phải sử dụng mã liên kết để chơi trên nhiều thiết bị Android.\n\nĐể chơi trên một thiết bị Android khác, hãy tải xuống Brawl Stars từ cùng Cửa hàng Ứng dụng Android và sử dụng cùng một tài khoản để đăng nhập\n\nTiến trình của bạn sẽ tự động được đồng bộ hóa."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","Liên kết thành công!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","Bạn đã liên kết thành công thiết bị này với tài khoản của mình. Để bắt đầu chơi, chỉ cần nhấn OK và tài khoản của bạn sẽ được tải. Chúc bạn chơi vui vẻ nhé!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","Bạn đã liên kết thành công một thiết bị mới với tài khoản của mình!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","Bạn đã liên kết thành công thiết bị sau đây với tài khoản của bạn:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Đã phát sinh lỗi (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Đã xảy ra lỗi. Vui lòng thử lại!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Đã phát sinh lỗi (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Đã xảy ra lỗi. Vui lòng thử lại!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Đã phát sinh lỗi (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Đã xảy ra lỗi. Vui lòng thử lại!"
"TID_DEVICE_LINK_CONFIRMATION_PLAYER_DESC","Cấp <level>"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Để chơi trên nhiều thiết bị, hãy đảm bảo bạn đã đăng nhập vào WeChat hoặc QQ trên thiết bị này.\n\nSau đó, đăng nhập vào WeChat hoặc QQ trên thiết bị kia. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","Tiến trình hiện tại đã được liên kết rồi. Việc liên kết chỉ có thể được thực hiện một lần."
"TID_LINK_NEW_DEVICE_TITLE","Liên kết một thiết bị"
"TID_LINK_NEW_DEVICE_TEXT","Nếu bạn muốn chơi trên 2 thiết bị hoặc muốn chuyển tài khoản của mình sang một thiết bị mới, bạn có thể thực hiện ở đây."
"TID_LINK_NEW_DEVICE_TEXT2","Nhấn một tùy chọn để bắt đầu:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","LƯU Ý: Nếu bạn chỉ đang chơi trên thiết iOS và đang sử dụng tài khoản Game Center của mình thì bạn không cần phải liên kết các thiết bị. Bạn chỉ cần đăng nhập vào cùng tài khoản Game Center là được."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Đây là THIẾT BỊ CŨ"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Đây là THIẾT BỊ MỚI"
"TID_LINK_CODE_TITLE","Mã liên kết"
"TID_LINK_CODE_TEXT","Bây giờ, hãy để màn hình này mở. Trên thiết bị kia, đến màn hình liên kết và nhấn vào nút \qĐây là thiết bị MỚI\q."
"TID_LINK_CODE_TEXT2","Nhập mã này vào thiết bị mới của bạn:"
"TID_LINK_CODE_WARNING_TEXT","CẢNH BÁO: Đừng bao giờ đưa mã này cho bất kỳ người nào khác! Mã này chỉ được sử dụng cho mục đích cá nhân mà thôi. Vui lòng lưu ý rằng liên kết này sẽ được duy trì vĩnh viễn."
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Nhập mã liên kết"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(Để nhận mã liên kết: trên thiết bị cũ, đến màn hình liên kết và nhấn vào nút \qĐây là thiết bị CŨ\q.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Nhập mã liên kết ở đây:"
"TID_LINK_TARGET_IOS_BUTTON","Tôi muốn liên kết với\niPhone, iPad hoặc iPod"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Tôi muốn liên kết với\nmột thiết bị Android"
"TID_LINK_TARGET_OTHER_BUTTON","Tôi muốn liên kết với\nmột thiết bị khác"
"TID_LINK_TARGET_DEVICE_TYPE","Thiết bị mục tiêu"
"TID_LINK_TARGET_DEVICE_TEXT","Hãy chọn loại thiết bị mà bạn muốn liên kết với:"
"TID_LINK_SAME_PLATFORM_TITLE","Đồng bộ với Game Center"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Đồng bộ với một tài khoản Google"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Đồng bộ với tài khoản của bạn"
"TID_LINK_SAME_PLATFORM","Để chơi trên nhiều thiết bị, hãy đảm bảo bạn đã đăng nhập vào Game Center trên thiết bị này.\n\nSau đó, đăng nhập vào Game Center trên thiết bị kia. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
"TID_LINK_SAME_PLATFORM_ANDROID","Để chơi trên nhiều thiết bị Android, hãy đảm bảo rằng bạn đã đăng nhập vào tài khoản Google của mình trong phần cài đặt của trò chơi.\n\nSau đó, cũng đăng nhập bằng tài khoản Google của bạn trên thiết bị kia. Tiến trình của bạn sẽ được tự động đồng bộ hóa."
"TID_LINK_SAME_PLATFORM_KUNLUN","Để chơi trên nhiều thiết bị Android, hãy tải xuống Brawl Stars từ cùng Cửa hàng Ứng dụng Android và sử dụng cùng một tài khoản để đăng nhập. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
"TID_LINK_CANCELLED_TITLE","Đã hủy liên kết"
"TID_LINK_CANCELLED","Bạn đã hủy việc liên kết. Không có thiết bị nào được liên kết."
"TID_LINK_CODE_GENERATE_CODE_TEXT","Hãy sử dụng mã liên kết bên dưới để chuyển tiến trình của bạn sang một Cửa hàng Ứng dụng Android khác. Xem hướng dẫn để biết thêm chi tiết!"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Bạn có thể có được mã liên kết từ tiến trình của mình bằng cách vào Cài đặt - Liên kết thiết bị. Hãy xem hướng dẫn của chúng tôi để biết thêm chi tiết!"
"TID_DEVICE_LINK_MIGRATION_TEXT","Để tiếp tục chơi, tiến trình của trò chơi cần phải được chuyển sang một ứng dụng khác bằng mã liên kết thiết bị."
"TID_DEVICE_LINK_MIGRATION_INSTALL_BUTTON","CÀI ĐẶT"
"TID_DEVICE_LINK_MIGRATION_LAUNCH_BUTTON","KHỞI ĐỘNG TRÒ CHƠI"
"TID_DEVICE_LINK_MIGRATION_HELP_BUTTON","TRỢ GIÚP"
"TID_DEVICE_LINK_CODE_COPIED","Đã sao chép mã liên kết vào bảng ghi tạm"
"TID_DEVICE_LINK_CODE_BUTTON_LINK","LIÊN KẾT"
"TID_PERCENTER","COLETTE"
"TID_PERCENTER_SHORT_DESC","CHIẾN BINH"
"TID_PERCENTER_DESC","Hãy cẩn thận với Colette! Cô ta sẽ làm tiêu hao máu của đối thủ và cô ta có những bước di chuyển rất đặc biệt khi tấn công."
"TID_PERCENTER_WEAPON","PHÁT BẮN THU THUẾ"
"TID_PERCENTER_WEAPON_DESC","Đòn tấn công của Colette sẽ thu hết những gì mà bạn đang nợ! Bạn có càng nhiều máu thì Colette sẽ thu được càng nhiều."
"TID_PERCENTER_ULTI","THỜI ĐIỂM THU THẬP"
"TID_PERCENTER_ULTI_DESC","Colette lao nhanh về phía trước rồi quay lại, gây ra sát thương hút máu lên tất cả những ai trên đường đi của cô ta. Lượng sát thương mà cô ta gây ra sẽ dựa trên lượng máu tối đa của đối thủ."
"TID_SPEC_ABI_PERCENTER_1","CÚ ĐẨY MẠNH MẼ"
"TID_SPEC_ABI_PERCENTER_1_DESC","Tất cả chiến binh brawl đối thủ trúng đòn của Colette sẽ bị đẩy đến vị trí xa nhất của phạm vi đòn tấn công!"
"TID_SPEC_ABI_PERCENTER_2","SƯU CAO THUẾ NẶNG"
"TID_SPEC_ABI_PERCENTER_2_DESC","Tuyệt chiêu của Colette sẽ tạo ra một khiên chắn <c00cc00><VALUE1>%</c> để bảo hộ cô ta trong <c00cc00><VALUE2></c> giây. Với mỗi chiến binh brawl đối thủ bị trúng đòn thì tính năng bảo hộ của khiên chắn sẽ được cộng thêm <c00cc00><VALUE1>%</c>."
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE","CÔNG CỤ QUY ĐỔI"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC","Sát thương gây ra bởi phát bắn tiếp theo của Colette được tính dựa theo lượng máu tối đa của đối thủ hoặc sẽ được nhân đôi nếu trúng các mục tiêu đặc biệt."
"TID_TUTORIAL_PLAYED_BEFORE","Bạn đã chơi trước đây?"
"TID_SUPPORT_NEW_VERSION_TITLE","Cần cập nhật!"
"TID_SUPPORT_NEW_VERSION_TEXT","Đã có phiên bản mới của Brawl Stars. Hãy cập nhật trò chơi của bạn trước khi truy cập vào mục Trợ giúp và Hỗ trợ."
"TID_SUPPORT_NEW_VERSION_BUTTON","CẬP NHẬT"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE","Thông tin"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP","Trước khi sử dụng các dịch vụ của Tencent, vui lòng đọc kỹ <TOS>, <PP> và <CHILDREN> để đảm bảo rằng bạn hiểu rõ về các điều khoản và các quy tắc xử lý của chúng tôi. Đồng thời, vui lòng lưu ý đến các điều khoản được nêu trong những thỏa thuận này về miễn trừ hoặc giới hạn trách nhiệm pháp lý của chúng tôi, các điều khoản về giới hạn quyền của bạn, giải pháp được chỉ định để giải quyết tranh chấp và các điều khoản quy định thẩm quyền. Hãy nhấn \qĐồng ý\q nếu bạn đã đọc kỹ và đồng ý với <TOS>, <PP> và <CHILDREN>."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE","Đồng ý"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE","Từ chối"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE","Lưu ý quan trọng"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2","Lưu ý: Bạn cần phải đọc kỹ và đồng ý với\n<TOS>,\n<PP> và\n<CHILDREN>\ntrước khi truy cập vào trò chơi."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK","Quay lại"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO","Không"
"TID_BRAWL_PASS_SEASON_2","CÔNG VIÊN STARR ĐÃ MỞ CỬA!"
"TID_BRAWL_PASS_INFO_TEXT_2","Kiếm thêm rất nhiều phần thưởng bao gồm:\n\n<BRAWLER> - Chiến binh Brawl với độ hiếm Sắc màu mới!\n\nTRANG PHỤC ĐỘC QUYỀN: <SKIN_1>!\n\nTRANG PHỤC ĐỘC QUYỀN: <SKIN_2>!\n\nHUY HIỆU ĐỘC QUYỀN và CỰC NGẦU cho <BRAWLER>\n\n<NUM> HỘP SIÊU CẤP!\n\nTHÊM XU và ĐIỂM SỨC MẠNH!\n\n\nCó THÊM NHIỆM VỤ để hoàn thành Vé Brawl Pass nhanh hơn!\n\nBẢNG TÊN SẮC MÀU ĐỘC QUYỀN trong suốt mùa giải!"
"TID_BRAWL_PASS_SEASON_3","NGHỈ DƯỠNG MÙA LỄ"
"TID_BRAWL_PASS_INFO_TEXT_3","Kiếm thêm rất nhiều phần thưởng bao gồm:\n\n<BRAWLER> - Chiến binh Brawl có độ hiếm Sắc màu mới!\n\nTRANG PHỤC ĐỘC QUYỀN: <SKIN_1>!\n\nTRANG PHỤC ĐỘC QUYỀN: <SKIN_2>!\n\nHUY HIỆU ĐỘC QUYỀN và CỰC NGẦU cho <BRAWLER>\n\n<NUM> HỘP SIÊU CẤP!\n\nTHÊM XU và ĐIỂM SỨC MẠNH!\n\n\nCó THÊM NHIỆM VỤ để hoàn thành Vé Brawl Pass nhanh hơn!\n\nBẢNG TÊN SẮC MÀU ĐỘC QUYỀN trong suốt mùa giải!"
"TID_QUESTS_MORE","Hiện Tất cả Nhiệm vụ"
"TID_QUESTS_MORE_NEXT_SEASON","Bạn đã hoàn thành tất cả Nhiệm vụ của Mùa giải <THIS_SEASON>. Các Nhiệm vụ mới sẽ xuất hiện khi Mùa giải <NEXT_SEASON> bắt đầu."
"TID_BRAWL_PASS_AUTOCOLLECT_TITLE","Phần thưởng Mùa giải <NUM>"
"TID_BRAWL_PASS_AUTOCOLLECT","Đã tự động thu thập phần thưởng Mùa giải <NUM>."
"TID_BRAWL_PASS_AUTOCOLLECT_INFO","Thu thập phần thưởng Mùa giải <OLD> của bạn trước khi Mùa giải <CURRENT> kết thúc, nếu không chúng sẽ tự động được thu thập."
"TID_AUTH_WECHAT_SUCCESS","Đã cấp quyền thành công."
"TID_AUTH_WECHAT_CANCEL","Bạn đã hủy cấp quyền cho Wechat."
"TID_AUTH_QQ_SUCCESS","Đã cấp quyền thành công."
"TID_AUTH_QQ_CANCEL","Bạn đã hủy cấp quyền cho QQ."
"TID_TENCENT_AUTH_SUCCESS","Đã cấp quyền thành công."
"TID_TENCENT_AUTH_CANCEL","Bạn đã hủy cấp quyền cho QQ."
"TID_GOLDRUSH_57","Ngọc Vô tận"
"TID_GOLDRUSH_58","Niềm vui của Nhà sưu tập"
"TID_GOLDRUSH_59","Vết cắt Sắc bén hơn"
"TID_GOLDRUSH_60","Chuyến bay Hàng đầu"
"TID_GOLDRUSH_61","Trái hay Phải"
"TID_GOLDRUSH_62","Mỏ Đá Cứng II"
"TID_GOLDRUSH_63","Thiên đường Màu tím"
"TID_MASK_SPIKE_SKIN","SPIKE MẶT NẠ"
"TID_SUPER_FAN_EMZ_SKIN","EMZ FAN CỨNG"
"TID_SUGAR_RUSH_SANDY_SKIN","SANDY HẢO NGỌT"
"TID_LUNAR_SPROUT_SKIN","RÔ BỐT RAU MẦM TRUNG THU"
"TID_TRIXIE_COLETTE_SKIN","COLETTE HẮC ÁM"
"TID_EL_ATOMICO_SKIN","EL PHÁT XẠ"
"TID_POCO_STARR_SKIN","POCO STARR"
"TID_MASK_SPIKE_SKIN_SHOP","SPIKE\nMẶT NẠ"
"TID_SUPER_FAN_EMZ_SKIN_SHOP","EMZ\nFAN CỨNG"
"TID_SUGAR_RUSH_SANDY_SKIN_SHOP","SANDY\nHẢO NGỌT"
"TID_LUNAR_SPROUT_SKIN_SHOP","RÔ BỐT RAU MẦM\nTRUNG THU"
"TID_TRIXIE_COLETTE_SKIN_SHOP","COLETTE\nHẮC ÁM"
"TID_EL_ATOMICO_SKIN_SHOP","EL PRIMO\nPHÁT XẠ"
"TID_POCO_STARR_SKIN_SHOP","POCO\nSTARR"
"TID_IAP_STARR_09001","ƯU ĐÃI ĐẶC BIỆT"
"TID_IAP_STARR_09002","GÓI MÙA GIẢI"
"TID_IAP_STARR_09003","GÓI GIÁ TRỊ LỚN"
"TID_IAP_STARR_09004","GÓI GIÁ TRỊ LỚN"
"TID_IAP_STARR_09005","GÓI TẾT TRUNG THU"
"TID_IAP_STARR_09006","GÓI TẾT TRUNG THU"
"TID_SHOP_OFFER_PURCHASE_ERROR_6","Việc mua ưu đãi này đã được tiến hành"
"TID_FRIENDLY_MIN_TEAMS","Cần có ít nhất 2 đội cho chế độ này"
"TID_FRIENDLY_MIN_PLAYERS","Cần có ít nhất 2 người chơi cho chế độ này"
"TID_GOLDRUSH_32T","Góc Khuất"
"TID_GOLDRUSH_33T","Nhảy lò cò"
"TID_GOLDRUSH_34T","Cổng thông tin Quá tải"
"TID_CC_POPUP_TITLE_BRAWLOWEEN","THỬ THÁCH HALLOWEEN BRAWL"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC","Chinh phục thử thách để nhận Trang phục <SKIN> và một gói Huy hiệu độc quyền!"
"TID_QUALIFIED_INFO_GENERIC","Xin chúc mừng, bạn đã chinh phục được <CHALLENGE>! Bạn đã mở khóa Trang phục <SKIN> và một gói Huy hiệu độc quyền!"
"TID_BATTLE_END_BRAWLOWEEN_WIN_INFO","Xin chúc mừng! Bạn đã chinh phục được THỬ THÁCH HALLOWEEN BRAWL!"
"TID_CHALLENGE_TEASER_INFO_GENERIC","Chuẩn bị sẵn sàng cho <CHALLENGE> nào!\n\nThắng <WIN> trận để nhận Trang phục <SKIN> miễn phí và một gói Huy hiệu độc quyền! Chơi với bạn bè hoặc dùng tính năng \qTìm Đội\q để tăng cơ hội chiến thắng.\n\nThử thách này sẽ diễn ra trực tiếp chỉ trong <DURATION> giờ mà thôi, nên hãy tận dụng nó thật tốt nhé!"
"TID_ACCESSORY_BULL_STOMP","CÚ DẬM CHÂN TRỜI GIÁNG"
"TID_ACCESSORY_BULL_STOMP_DESC","Bull có thể cắt ngang quá trình sạc Tuyệt chiêu và làm chậm bước tiến của tất cả đối thủ ở gần đó bằng cú dậm chân như trời giáng trong <c00cc00><VALUE1></c> giây."
"TID_ACCESSORY_REWIND","ĐÔI GIÀY MA THUẬT"
"TID_ACCESSORY_REWIND_DESC","Nhanh như chớp, Max di chuyển trở lại vị trí mà cô ta muốn sau <c00cc00><VALUE1></c> giây trì hoãn và trong khoảng thời gian này, cô ta sẽ hồi phục lượng máu đã mất."
"TID_ACCESSORY_EXTRA_BEE","BẦY ONG GIẬN DỮ"
"TID_ACCESSORY_EXTRA_BEE_DESC","Bea sẽ thả ra <c00cc00><VALUE1></c> con ong cực kỳ hung hãn. Chúng tập hợp thành vòng tròn quanh cô ta và di chuyển dần ra xa. Chúng di chuyển càng xa thì càng gây ra nhiều sát thương (lên đến <c00cc00><VALUE2></c> sát thương)."
"TID_ACCESSORY_BARREL_SLOW","THÙNG HẮC ÍN"
"TID_ACCESSORY_BARREL_SLOW_DESC","Darryl tạo ra xung quanh anh ta một khu vực có khả năng làm chậm kẻ địch trong <c00cc00><VALUE1></c> giây."
"TID_ACCESSORY_SHAMAN_SHIELD","LÔNG THÚ NHÂN TẠO"
"TID_ACCESSORY_SHAMAN_SHIELD_DESC","Trong <c00cc00><VALUE1></c> giây tiếp theo, chú gấu của Nita nhận được <c00cc00><VALUE2>%</c> khiên chắn bảo hộ nó không bị sát thương."
"TID_ACCESSORY_WALLY_REPOSITION","CHUYỂN ĐỔI NĂNG LƯỢNG"
"TID_ACCESSORY_WALLY_REPOSITION_DESC","Rô bốt Rau mầm phá hủy Hàng rào cây hiện tại của nó, nhưng Tuyệt chiêu của nó sẽ được sạc đầy lại ngay lập tức."
"TID_ACCESSORY_MEGA_ROCKET","TÊN LỬA SIÊU CẤP"
"TID_ACCESSORY_MEGA_ROCKET_DESC","Đòn tấn công tiếp theo của Brock là một quả tên lửa siêu cấp với kích cỡ to hơn, phóng đi nhanh hơn và có tầm phát nổ rộng hơn. Quả tên lửa này có thể phá hủy các mảnh tường và gây thêm <c00cc00><VALUE1>%</c> sát thương."
"TID_ACCESSORY_WHIRLWIND_FLY","LƯỠI MÓC KÉO BAY"
"TID_ACCESSORY_WHIRLWIND_FLY_DESC","Chiếc cuốc chim của Carl sẽ kéo cậu ta đến điểm xa nhất của phạm vi đòn tấn công khi cậu ta thực hiện đòn tấn công tiếp theo."
"TID_ACCESSORY_ARCADE_DOUBLE","THÊM ĐẠN"
"TID_ACCESSORY_ARCADE_DOUBLE_DESC","Đòn tấn công tiếp theo của 8-BIT có số tia laze được tăng lên thành <c00cc00><VALUE1></c>."
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET","VIÊN ĐẠN BẠC"
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC","Đòn tấn công tiếp theo của Colt là một phát bắn có hỏa lực cực mạnh. Phát bắn này gây ra sát thương bằng tổng sát thương do phát bắn thông thường gây ra cộng lại, đồng thời, nó có thể xuyên qua cả chướng ngại vật và đối thủ."
"TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE","Bắt đầu lại giao dịch mua?"
"TID_MULTIPLE_PURCHASE_RESTART_WARNING","Giao dịch mua ưu đãi này đã được bắt đầu trước đó. Ưu đãi này chỉ có thể được mua một lần. Bạn sẽ không nhận được cùng các vật phẩm lần thứ hai nếu vô tình thực hiện thanh toán nhiều lần. Nếu bạn chắc rằng giao dịch mua trước đó đã bị hủy, bạn có thể thử mua lần nữa và tự chịu rủi ro. Bạn có muốn tiếp tục không?"
"TID_FIRE_DUDE","AMBER"
"TID_FIRE_DUDE_SHORT_DESC","CHIẾN BINH PHUN LỬA"
"TID_FIRE_DUDE_DESC","Amber luôn tỏa sáng như một chú đom đóm. Cô ta thích thắp sáng cả thế giới và thiêu rụi bất kỳ đối thủ nào tấn công cô ta."
"TID_FIRE_DUDE_WEAPON","HƠI THỞ CỦA RỒNG"
"TID_FIRE_DUDE_WEAPON_DESC","Amber phun một ngọn lửa hỏa ngục vào đối thủ. Cảnh tượng này rất ngoạn mục, nhưng hãy chú ý cẩn thận nếu không bạn sẽ bị thiêu cháy đấy!"
"TID_FIRE_DUDE_ULTI","THIÊU RỤI!"
"TID_FIRE_DUDE_ULTI_DESC","Amber ném một chiếc bình có chứa chất lỏng dễ cháy rồi phun lửa vào làm nó bùng cháy lên. Các bụi cây và Chiến binh Brawl đối thủ đều sẽ bị nướng chín! (Mỗi lần ném 1 bình!)"
"TID_SPEC_ABI_FIRE_DUDE_1","NGỌN LỬA HOANG DÃ"
"TID_SPEC_ABI_FIRE_DUDE_1_DESC","Amber có thể có hai vũng nhiên liệu trên mặt đất cùng một lúc và cô ta sẽ tự sạc lại Tuyệt chiêu của mình khi đứng gần một vũng nhiên liệu."
"TID_SPEC_ABI_FIRE_DUDE_2","TRUYỀN NHIÊN LIỆU"
"TID_SPEC_ABI_FIRE_DUDE_2_DESC","Trong khi đứng cạnh một vũng chất lỏng dễ cháy, Amber sẽ sử dụng nó để nạp lại chiêu phun lửa của mình nhanh gấp đôi."
"TID_ACCESSORY_FIRE_DUDE_SPILL","MỒI LỬA"
"TID_ACCESSORY_FIRE_DUDE_SPILL_DESC","Amber chạy thật nhanh trong <c00cc00><VALUE1></c> giây, đồng thời, đánh đổ chất lỏng dễ bắt lửa của cô ta rồi đốt cháy nó."
"TID_EMOTE_EQUIP_ALREADY_IN_USE","Huy hiệu này đang được sử dụng!"
"TID_ALLIANCE_CHAT_DISABLED_FOR_YP_IN_NON_FF","Bạn chỉ có thể trò chuyện trong Câu lạc bộ Phù hợp với trẻ em"
"TID_KING_OF_HILL_15F","Khu vực Sôi động"
"TID_KING_OF_HILL_16F","Vòng tròn Lửa"
"TID_KING_OF_HILL_17F","Vùng đất Ác liệt"
"TID_KING_OF_HILL_18F","Chiếc phễu"
"TID_KING_OF_HILL_19F","Trạm kiểm soát"
"TID_WANTED_30T","Nhảy qua Nhanh"
"TID_BANKHEIST_29T","Bước ngoặt"
"TID_EMOTE_BUNDLE_ROSALLOWEEN","HUY HIỆU ROSA HALLOWEEN BRAWL"
"TID_EMOTE_BUNDLE_WF","HUY HIỆU CHUNG KẾT THẾ GIỚI"
"TID_EMOTE_PLAYERS","CỦA NGƯỜI CHƠI"
