"Name","InstanceID","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","OverchargedUltimateSkill","Pet","AltPet","MovementType","Speed","Hitpoints","Traits","Components","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","SkipDeploy","MeleeAutoAttackSplashDamage","DelayTicksFirstAttack","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackTicksBetweenBurstShots","AutoAttackProjectileSpread","AutoAttackProjectile","OverchargedAutoAttackProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiUses","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargePassiveChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","IsNeutral","IsBossPet","CarryableType","DefaultSkin","Mastery","BrawlerTrophyRewards","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","OverchargedEffect","OverchargedUseDefaultSkin","StatusEffect","AreaEffect","DeathAreaEffect","DeathOverchargedAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","DeathEffectOvercharged","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","OverchargedSpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","AlwaysShowWithPet","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FloorIndicatorScale","HealthBarScale","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ClassArchetype","ForceAttackAnimationToEnd","IconSWF","IconExportName","EmblemExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","WaterFootstepEffect","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","ChargeUltiFromHealing","VideoLink","ShouldEncodePetStatus","SecondaryPet","IsExternalPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","PowerLevelsType","PowerLevelsSpeedBuff","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","OrbitingRadius","OrbitingAngularSpeed","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2","ArenaOverrideMaxHpBuff","ArenaOverrideDmgBuff","ArenaOverrideSpeedBuff","ArenaOverrideReloadBuff","PetRotatable","HyperMoveEffect","HumanoidSpecies","BuddyCharacter","BossModeUltiRate","SpecialEventType","SpecialEventType2"
"NanoIngredient8","401","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientSpin","NanoIngredient8","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","",""
"NanoIngredient9","402","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientSpin","NanoIngredient9","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","",""
"MechaVanCart","403","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Payload","","","","MechaVanCartDefault","","","true","","","","","","","","","","","","","","","","gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetSkillContainer","404","","","","","","","","","","","2000","","TrickshotDudeGadgetSkillContainer","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","TrickshotDudeGadgetSkillContainer","","","","","","","","","","","TrickshotDudeBulletBouncerAreaEffect","","","nuts_bolts_metal_small","","bo_def_gadget1_death","","","","","","","bo_def_gadget1_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","300","300","300","","","","","","","1400","-500","","","","","200","Medium","-49","5","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetSkillContainerBuddy","405","","","","","","","","","","","2000","TrickshotDudeDynamicGadgetExplosionBullets","TrickshotDudeGadgetSkillContainer","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","TrickshotDudeGadgetSkillContainer","","","","","","","","","","","TrickshotDudeBulletBouncerAreaEffectBuddy","","","nuts_bolts_metal_small","","bo_def_gadget1_death","","","","","","","bo_def_gadget1_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","300","300","300","","","","","","","1400","-500","","","","","200","Medium","-49","5","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoDeliveryBot","406","","","","","","","","","","700","2000","","","20","","","","","","","1","","","","","","","","","","","","","","","","","","","","Minion_Invasion","true","","","MeleeFastBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn_cooking","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","110","200","270","","","","","","","","","","","","","100","Medium","-35","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"MechaVanFodderRanged","407","","","","","","","","","","600","3000","","","","","","","","","1800","600","","","","30","CoopRangedEnemyProjectile","","28","","","","","","","","","","","","","Minion_FindEnemies","","","","RangedBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","100","200","270","","","","","","","","","","","","","100","Medium","-49","","","","350","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanFodderMelee","408","","","","","","","","","","800","3400","","","","","","","","","600","500","","","","","","","5","","","","","","","","","","","","","Minion_FindEnemies","","","","MeleeBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","gen_hit_melee","robot_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","100","200","270","","","","","","","","","","","","","100","Medium","-50","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanFodderBomb","409","","","","","","","","","","900","2800","","","","","","","","","400","1500","","","","","","","5","","","","","","","","","","","","","Minion_FindEnemies","","","","MeleeFastBotMechaVan","","","","","","","","","","","","MechaVanFodderBombDeathAttack","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","","120","Medium","-50","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SELF_DESTRUCT_ON_ATTACK","","","","","","","","","","","","",""
"MechaVanMiniMeleeNinja","410","","","","","","","","","","450","30000","","","","","","","","","600","2000","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","MeleeBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","170","200","270","","","","","","","","","","","","","100","Medium","-80","","","","","","","","","","","","","","footstep","30","400","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanMiniSniper","411","","","","","","","","","","400","30000","","","","","","","","","1400","3000","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","RangedBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","160","200","270","","","","","","","","","","","","","100","Medium","-80","","","","350","","","","","","","","","","footstep","30","400","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanMiniTank","412","","","","","","","","","","500","30000","","","","","","","","","400","3000","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","BossBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","70","200","270","","","","","","","","","","","","","120","Medium","-80","","","","","","","","","","","","","","footstep","30","400","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanBossMeleeNinja","413","","","","","","","","","","450","200000","","","","","","","","","600","4000","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","MeleeFastBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","200","200","270","","","","","","","","","","","","","100","Medium","-120","","","","","","","","","","","","","","footstep","40","600","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanBossSniper","414","","","","","","","","","","400","200000","","","","","","","","","1400","6000","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","RangedBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","200","200","270","","","","","","","","","","","","","100","Medium","-120","","","","350","","","","","","","","","","footstep","40","600","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanBossTank","415","","","","","","","","","","500","200000","","","","","","","","","400","6000","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","BossBotMechaVan","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","130","200","270","","","","","","","","","","","","","120","Medium","-120","","","","","","","","","","","","","","footstep","40","600","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaNanoPowerClone","416","","","","NinjaWeapon","TwinsUltiDummy","","","","","830","3300","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","Minion_FindEnemies","","","","NinjaDefault","","","","","","","","","","","","","","takedamage_gen","","death_ninja","","","gen_move_fx","reload_leon","no_ammo_shotgungirl","dry_fire_leon","","","","","","","","","","","","","","","","","","","Leon_kill_vo","Leon_lead_vo","Leon_start_vo","Leon_ulti_vo","Leon_hurt_vo","Leon_die_vo","","","","50","","80","80","","","35","116","190","330","80","150","270","270","","","","","","","","","120","Medium","-55","","","","450","","","","","","","","","","footstep","25","250","130","","","3","2","1","","","","","","","","","","","","","LeonTutorial","","","","","","","","","4","2","3","","","","","","","","","","","","","","","","",""
"MegaBossKatanaKid","417","","","","","","","","","","600","300000","","Boss_MegaKatanaKid","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mega_Boss","","","","MegaBossKatanaKidCybernoodles","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","mina_reload","","mina_dryfire","","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","Mina_Start_VO","","50","","100","100","","","35","380","","","","","","","","","","","","","","","200","Medium","-120","","150","","500","","","","","","","","","","footstep","60","350","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossKatanaKid_FishSpawner1","418","","","","","","","","","","","500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mega_Boss","true","true","","MegaBossKatanaKid_FishSpawner","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","1000","220","300","","","","","","","1400","-500","","","","","150","","","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossKatanaKid_FishSpawner2","419","","","","","","","","","","","500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mega_Boss","true","true","","MegaBossKatanaKid_FishSpawner","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","1000","220","300","","","","","","","1400","-500","","","","","150","","","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanFriendlyMegBoss","420","","","","","","","","","","720","200000","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Mega_Boss","","","","MechaDudeBigCybernoodlesOvercharge","","","","","","","","","","","","","","takedamage_gen","","mecha_def_ulti2_death","","true","gen_move_fx","meg_reload","no_ammo_shotgungirl","meg_dryfire","","","","","","","","","","","","","","","","","","","Meg_kill_vo","Meg_lead_vo","Meg_start_vo","Meg_ulti_vo","Meg_hurt_vo","Meg_die_vo","","Meg_start_vo","","45","400","80","80","","","35","200","190","300","80","150","270","270","","","200","-1000","","","","80","145","Medium","-80","","","","450","","","","","","","","","100","footstep","35","350","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
