"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariables","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes","SpawnItem","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnAreaEffectTrail","OnCreateAreaEffect","ChainBullet"
"TrickShotGadgetSkillContainerProjectile","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetSkillSplitterShotProjectile","","3400","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","3","","20","16","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TrickshotDudeProjectileBigBulletSplit"
"TrickshotDudeGadgetSkillSplitterShotProjectile2","","2500","","101","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","75","75","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickShotGadgetSkillContainerProjectileBuddy","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetSkillSplitterShotProjectileBuddy","","3400","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","3","","20","16","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TrickshotDudeProjectileBigBulletSplitBuddySlow","","","","","","","TrickshotDudeProjectileBigBulletSplitBuddy"
"TrickshotDudeProjectileBigBulletSplit","","3478","","101","","","","","","","0","3","","","","","","","true","","true","500","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeProjectileBigBulletSplitBuddy","","3478","","101","","","","","","","0","3","","","","","","","true","","true","500","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TrickshotDudeProjectileBigBulletSplitBuddySlowSmall","","","","","","",""
"TrickshotDudeGadgetSkillProjectile","","3500","","0","","true","","","","","500","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlGadgetSkillMegaRocketProjectile","","2700","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RocketGirlGadgetSkillMegaRocketEndExplosion","","","","",""
"RocketGirlGadgetSkillMegaRocketProjectileBuddy","","2700","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","4","4","10","15","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RocketGirlGadgetSkillMegaRocketEndExplosion","","","","","RocketGirlGadgetSplittingProjectile"
"RocketGirlGadgetSplittingProjectile","","2700","","100","","","","","","75","0","2","","","30","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brock_def_atk_area_fx_only","","","","",""
"RocketGirlProjectileSecondary","","2700","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brock_def_atk_area","","","","",""
"RocketGirlProjectileSecondaryOvercharged","","2700","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brock_def_atk_oc_area","","","","",""
"MegaKatanaKidHookProjectile","","2400","","300","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaKatanaKidHookProjectile2"
"MegaKatanaKidHookProjectile2","","3200","","300","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKatanaKidProjectile","","3000","","250","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","",""
"MegaKatanaKidFishProjectile","","1250","","100","","","","","20","","300","","","","","","","","true","","true","300","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaKatanaKidFishExplosion","","","","",""
"TrickshotDudeGadgetSkillProjectileBuddy","","3500","","0","","true","","","","","500","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeProjectileOverchargeBuddy","","3478","","101","","","","","","","0","3","","","","","","","true","","true","500","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanMeleeNinjaStabProjectile","","3500","","300","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanSniperPiercingProjectile","","3500","","101","","","","","","","0","3","","","","","","","true","","","","","","true","","","","","","","","","","","","20","100","0","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaVanSniperLongRangeProjectile","","4000","","250","","","","","","","0","2","","","","","","","true","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossKatanaKidLobbedFishProjectile","","1700","","50","","true","true","","","","300","1","","","","","","","true","","","","","","","","","","","","","1","","","10","2","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","MegaKatanaKidFishExplosion","","","","","MegaKatanaKidFishProjectile"
"RocketGirlProjectileOvercharged","","2700","","101","","","","","","","0","2","","","30","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brock_def_atk_oc_area","BurnMainAttackOvercharged","","","",""
"StackerProjectile","","4000","","150","","","","","","","0","2","StackerCollectPet","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StackerUltiProjectile","","3200","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StackerCollectProjectile","","3600","","0","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","StackerPetCollected","","","","","",""
"StackerGadgetProjectile","","3400","","0","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StackerGadgetDamageArea","StackerGadgetActionArea","","","",""
"AttractorOrbiterProjectile","","4000","","150","","","","","","","0","0","","","","","","","true","","","","","","","","","","","","","","","","","","25","100","0","800","","","","","","40","115","","","","","","","","","","","","","","","","","","8","100;600;2","","","","","31","","","","","","","","","","","","","","","",""
"AttractorOrbiterProjectile2","","4000","","150","","","","","","","0","0","","","","","","","true","","","","","","","","","","","","","","","","","","25","100","0","800","","","","","","40","115","","","","","","","","","","","","","","","","","","8","100;600;2","","","","","31","","","","","","","","","","","","","","","",""
"AttractorOrbiterProjectile3","","4000","","150","","","","","","","0","0","","","","","","","true","","","","","","","","","","","","","","","","","","25","100","0","800","","","","","","40","115","","","","","","","","","","","","","","","","","","8","100;600;2","","","","","31","","","","","","","","","","","","","","","",""
"AttractorCarrierProjectile","","1600","","100","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","true","","","","","","","","","","RequireLineOfSightForAutoAim;IgnoreEnvironmentCollisions","","","","","","","","","",""
"AttractorSuperProjectileMagnet","","4000","","175","","","","","","","0","1","","AttractorAttachProjectileMagnetAction","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
