"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"EnragerBakugo","EnragerBakugo","","MHA","67","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_MHA_BAKUGO_EDGAR_SKIN","TID_MHA_BAKUGO_EDGAR_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_bakugo_tex.sctx","edgar_bakugo_tex.sctx","","impostor_outline_thin_extra","","-100","-300","","","","","","","NEVER",""
"SoulCollectorMHA","SoulCollectorMHA","","MHA","67","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_MHA_SHIGARAKI_GUS_SKIN","TID_MHA_SHIGARAKI_GUS_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","impostor_outline_thin_extra","","200","50","","","","","","","NEVER",""
"KickerDudeMHA","KickerDudeMHA","","MHA","67","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_MHA_DEKU_FANG_SKIN","TID_MHA_DEKU_FANG_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fang_deku_tex.sctx","fang_deku_tex.sctx","","impostor_outline_thin_extra","","","","","","","","","","NEVER",""
"MagicalGirlDefault","MagicalGirlDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","starrnova_tex.sctx","starrnova_tex.sctx","","","","-100","-500","","","","","","","",""
"TempBrawlerMagicalGirlDefault","TempBrawlerMagicalGirlDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","starrnova_tex.sctx","starrnova_tex.sctx","","","","","","","","","","","","",""
"RedirecterGold","RedirecterGold","","GOLD","67","","","","","","","","","","","RedirecterCocoonDefault","RedirecterPetDefault","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_NAJIA_SKIN","TID_TRUE_GOLD_NAJIA_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","najia_gold_tex.sctx","najia_gold_tex.sctx","","","","","","true","","","","","","",""
"RedirecterSilver","RedirecterSilver","","SILVER","67","","","","","","","","","","","RedirecterCocoonDefault","RedirecterPetDefault","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_NAJIA_SKIN","TID_TRUE_SILVER_NAJIA_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","najia_silver_tex.sctx","najia_silver_tex.sctx","","","","","","true","","","","","","",""
"LuchadorMHA","LuchadorMHA","","MHA","67","","","","3","3","","","","","","","","","","","","","true","","299","","","LEGENDARY","TID_MHA_ALL_MIGHT_PRIMO_SKIN","TID_MHA_ALL_MIGHT_PRIMO_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN,VOICE","","","primo_all_might_tex.sctx","primo_all_might_tex.sctx","","impostor_outline_thin_extra","","100","-100","","","","","","","NEVER",""
"BeeSniperStarrGirls","BeeSniperStarrGirls","","ANIME","67","","","","3","3","","","","","","BeeSniperStarrGirlsAddonBee","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_BEA_SKIN","TID_STARR_GIRLS_BEA_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","-180","","","","","","","LATER",""
"BeeSniperStarrGirlsAddonBee","BeeSniperStarrGirlsAddonBee","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_starr_girls_tex.sctx","bea_starr_girls_tex.sctx","","","","","","","","","","","","",""
"CactusStarrGirls","CactusStarrGirls","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_SPIKE_SKIN","TID_STARR_GIRLS_SPIKE_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","-400","-400","","","","","","","NEVER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooStarrGirls","VoodooStarrGirls","","ANIME","67","","","","3","3","","","","","","VoodooPetStarrGirls","","","","","","","true","","199","","","MYTHIC","TID_STARR_GIRLS_JUJU_SKIN","TID_STARR_GIRLS_JUJU_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN","","","","","","","","-150","200","","","","","","","LATER",""
"VoodooPetStarrGirls","VoodooPetStarrGirls","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","juju_starr_girls_doll_face_tex.sctx","juju_starr_girls_doll_face_tex.sctx","","","","","","","","","","","","",""
"FireDudeStarrGirls","FireDudeStarrGirls","","ANIME","67","","","","3","3","","","","","","","","","","","","","true","","299","","","LEGENDARY","TID_STARR_GIRLS_AMBER_SKIN","TID_STARR_GIRLS_AMBER_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN,VOICE,RESPAWN","","","","","","","","700","-100","true","","","","","","LATER",""
"PercenterStarrGirls","PercenterStarrGirls","","BRAWLPASS","67","","","","3","3","","","","","","MechanicTurretTanuki","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_COLETTE_SKIN","TID_STARR_GIRLS_COLETTE_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","-800","","","","","","","NEVER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterStarrGirls","MegaBossPercenterStarrGirls","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","-800","","","","","","","",""
"ChronomancerStarrGirls","ChronomancerStarrGirls","","ANIME","67","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_STARR_GIRLS_FINX_SKIN","TID_STARR_GIRLS_FINX_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN","","","finx_villain_tex.sctx","finx_villain_tex.sctx","","","","","","","","","","","","LATER",""
"MegaBossChronomancerStarrGirls","MegaBossChronomancerStarrGirls","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","finx_villain_tex.sctx","finx_villain_tex.sctx","","","","","","","","","","","","",""
"CactusStarrGirlsChroma1","CactusStarrGirlsChroma1","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_SPIKE_CHROMA_1_SKIN","TID_STARR_GIRLS_SPIKE_CHROMA_1_SHOP","MODEL,TEXTURE,ANIM,VFX","","spike_starr_girls_yellow_mat.glb","","","","","","-400","-400","","","","","","","NEVER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusStarrGirlsChroma2","CactusStarrGirlsChroma2","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_SPIKE_CHROMA_2_SKIN","TID_STARR_GIRLS_SPIKE_CHROMA_2_SHOP","MODEL,TEXTURE,ANIM,VFX","","spike_starr_girls_purple_mat.glb","","","","","","-400","-400","","","","","","","NEVER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterStarrGirlsChroma1","PercenterStarrGirlsChroma1","","BRAWLPASS","67","","","","3","3","","","","","","MechanicTurretTanuki","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_COLETTE_CHROMA_1_SKIN","TID_STARR_GIRLS_COLETTE_CHROMA_1_SHOP","MODEL,TEXTURE,ANIM,VFX","","colette_villain_red.glb","","","","","","","-800","","","","","","","NEVER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterStarrGirlsChroma2","PercenterStarrGirlsChroma2","","BRAWLPASS","67","","","","3","3","","","","","","MechanicTurretTanuki","","","","","","5000","true","","149","","","EPIC","TID_STARR_GIRLS_COLETTE_CHROMA_2_SKIN","TID_STARR_GIRLS_COLETTE_CHROMA_2_SHOP","MODEL,TEXTURE,ANIM,VFX","","colette_villain_purple.glb","","","","","","","-800","","","","","","","NEVER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeStarrGirlsChroma1","FireDudeStarrGirlsChroma1","","ANIME","67","","","","3","3","","","","","","","","","","","","","true","","299","","","LEGENDARY","TID_STARR_GIRLS_AMBER_CHROMA_1_SKIN","TID_STARR_GIRLS_AMBER_CHROMA_1_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN,VOICE,RESPAWN","","amber_starr_girls_chroma_evil_material.glb","","","","","","700","-100","true","","","","","","LATER",""
"","","","ANIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlFlyAreaDefault","MagicalGirlFlyAreaDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","starrnova_tex.sctx","starrnova_tex.sctx","","","","","","","","","","","","",""
"RockDefault","RockDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bolt_tex.sctx","bolt_tex.sctx","","","","","","true","","","","","","",""
"IceDudeStrikers","IceDudeStrikers","","ADIDAS","67","","","","3","3","","","","","","","","","","","","","true","","299","","","LEGENDARY","TID_BRAWL_STRIKERS_LOU_SKIN","TID_BRAWL_STRIKERS_LOU_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN,VOICE,RESPAWN","","","lou_strikers_tex.sctx","lou_strikers_tex.sctx","","","","","","","","","","","","NEVER",""
"SilencerStrikers","SilencerStrikers","","ADIDAS","67","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_BRAWL_STRIKERS_OTIS_SKIN","TID_BRAWL_STRIKERS_OTIS_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN","","","otis_strikers_tex.sctx","otis_strikers_tex.sctx","","","","-300","","","","","","","","NEVER",""
"SilencerStrikersAddonStarfish","SilencerStrikersAddonStarfish","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","otis_strikers_tex.sctx","otis_strikers_tex.sctx","","","","","","","","","","","","",""
"HookDudeStrikers","HookDudeStrikers","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BRAWL_STRIKERS_GENE_SKIN","TID_BRAWL_STRIKERS_GENE_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gene_strikers_tex.sctx","gene_strikers_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","STRIKERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleStrikers","MeepleStrikers","","ADIDAS","67","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_BRAWL_STRIKERS_MEEPLE_SKIN","TID_BRAWL_STRIKERS_MEEPLE_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN","","","meeple_strikers_tex.sctx","meeple_strikers_tex.sctx","","","","-500","300","","","","","","","NEVER",""
"WhirlwindStrikers","WhirlwindStrikers","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BRAWL_STRIKERS_CARL_SKIN","TID_BRAWL_STRIKERS_CARL_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","","","NEVER",""
"","","","STRIKERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerStrikers","PowerLevelerStrikers","","ADIDAS","67","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_BRAWL_STRIKERS_SURGE_SKIN","TID_BRAWL_STRIKERS_SURGE_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN","","","surge_strikers_tex.sctx","surge_strikers_tex.sctx","","","","","-300","","","","","","","NEVER",""
"HookDudeStrikersChroma1","HookDudeStrikersChroma1","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BRAWL_STRIKERS_GENE_CHROMA_1_SKIN","TID_BRAWL_STRIKERS_GENE_CHROMA_1_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gene_strikers_chroma_blue_tex.sctx","gene_strikers_chroma_blue_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","STRIKERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HookDudeStrikersChroma2","HookDudeStrikersChroma2","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BRAWL_STRIKERS_GENE_CHROMA_2_SKIN","TID_BRAWL_STRIKERS_GENE_CHROMA_2_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gene_strikers_chroma_red_tex.sctx","gene_strikers_chroma_red_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","STRIKERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindStrikersChroma1","WhirlwindStrikersChroma1","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BRAWL_STRIKERS_CARL_CHROMA_1_SKIN","TID_BRAWL_STRIKERS_CARL_CHROMA_1_SHOP","MODEL,TEXTURE,ANIM,VFX","","carl_strikers_blue_materials.glb","","","","","","","","","","","","","","NEVER",""
"","","","STRIKERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindStrikersChroma2","WhirlwindStrikersChroma2","","BRAWLPASS","67","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BRAWL_STRIKERS_CARL_CHROMA_2_SKIN","TID_BRAWL_STRIKERS_CARL_CHROMA_2_SHOP","MODEL,TEXTURE,ANIM,VFX","","carl_strikers_yellow_materials.glb","","","","","","","","","","","","","","NEVER",""
"","","","STRIKERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossChronomancerKaijuL1","MegaBossChronomancerKaijuL1","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","finx_mecha_tex.sctx","finx_mecha_tex.sctx","","","","-100","","","","","","","","",""
"MegaBossChronomancerKaijuL2","MegaBossChronomancerKaijuL2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","finx_mecha_tex.sctx","finx_mecha_tex.sctx","","","","-100","","","","","","","","",""
"StarNovaCactusCoverDefault","StarNovaCactusCoverDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","spike_starr_girls_cactus_tex.sctx","spike_starr_girls_cactus_tex.sctx","","","","","","","","","","","","",""
"MegaBoxFinxStatisTower","MegaBoxFinxStatisTower","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","true","",""
"DrillerWorldFinals","DrillerWorldFinals","","WF_2025","","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_ESPORTS_JACKY_SKIN","TID_ESPORTS_JACKY_SHOP","MODEL,TEXTURE,ANIM,VFX","","","jacky_esports_tex.sctx","jacky_esports_tex.sctx","","","","-100","-600","","","","","","","NEVER",""
"BallAdidas","BallAdidas","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterTurret","MegaBossPercenterTurret","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","colette_villain_book_tex.sctx","colette_villain_book_tex.sctx","","","","","","","","","","","","",""
"MegaBossPercenterPetGhost","MegaBossPercenterPetGhost","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","colette_tex.sctx","colette_tex.sctx","ghost","","","","","","","","","","","",""
"KatanaKidDefault","KatanaKidDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","nori_tex.sctx","nori_tex.sctx","","","","700","-600","","","","","","","",""
"ChargeBallArena","ChargeBallArena","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"GoalKeeperDefault","GoalKeeperDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","goalkeeper_robot_tex.sctx","goalkeeper_robot_tex.sctx","","","","","","","","","","","","",""
"GoalkeeperOwn","GoalKeeperDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","goalkeeper_blue_goalkeeper_robot_tex.sctx","goalkeeper_blue_goalkeeper_robot_tex.sctx","","","","","","","","","","","","",""
"GoalKeeperEnemy","GoalKeeperDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","goalkeeper_robot_tex.sctx","goalkeeper_robot_tex.sctx","","","","","","","","","","","","",""
"TempBrawlerBeeSniperStarrGirlsDefault","TempBrawlerBeeSniperStarrGirlsDefault","","","","","","","","","","","","","","BeeSniperStarrGirlsAddonBee","","","","","","","true","","","","","","","","","","","","","","","","","-180","","","","","","","",""
