"Name","Conf","Disabled","Campaigns","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"PayloadDefaultRed","PayloadDefault","","","","","","","","","","","","","","","","","","","","","","","","","mortuary_payload_red_tex.sctx","","","","","","","","","",""
"CtfGiftRed","CtfGiftRed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeToon","IceDudeToon","","CARTOON","","","","3","3","","","","","","","","","199","","","MYTHIC","TID_RUDE_ICE_DUDE_SKIN","TID_RUDE_ICE_DUDE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_toon_tex.sctx","lou_toon_tex.sctx","impostor_outline_gradient","","","150","","","","",""
"RosaToon","RosaToon","","RANKED_OLD","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_SUGARPLUM_ROSA_SKIN","TID_SUGARPLUM_ROSA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","impostor_outline_thin_extra","","100","","","","","",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieToon","MaisieToon","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_BIZARRE_MAISIE_SKIN","TID_BIZARRE_MAISIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","maisie_toon_tex.sctx","maisie_toon_tex.sctx","impostor_outline_thin_extra","","","","","","","",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightToon","KnightToon","","CARTOON","","","","3","3","","","KnightPetToon","","","","2750","","79","","","SUPER_RARE","TID_TOON_KNIGHT_SKIN","TID_TOON_KNIGHT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ash_toon_tex.sctx","ash_toon_tex.sctx","impostor_outline_none","","100","500","","","","",""
"DuelistToon","DuelistToon","","CARTOON","","","","3","3","","","","","","","","","299","","","LEGENDARY","TID_TOON_DUELIST_SKIN","TID_TOON_DUELIST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","cordelius_toon_tex.sctx","cordelius_toon_tex.sctx","impostor_outline_white","","-400","-500","","","","",""
"TwinsAngel","TwinsAngel","","BRAWLPASS","","","","7","7","","","TwinsPetAngel","","","","5000","","149","","","EPIC","TID_ANGEL_LARRY_&_LAWRIE_SKIN","TID_ANGEL_LARRY_&_LAWRIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","twins_good_angel_tex.sctx","twins_good_angel_tex.sctx","","","200","-350","","","","",""
"","","","ANGELDEMONS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerAngel","EnragerAngel","","ANGELDEMONS","","","","3","3","","","","","","","","","499","","","HYPERCHARGE","TID_DARK_ANGEL_EDGAR_SKIN","TID_DARK_ANGEL_EDGAR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","","","","",""
"SpeedyAngel","SpeedyAngel","","ANGELDEMONS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_MAX_ANGEL_SKIN","TID_MAX_ANGEL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","max_angel_tex.sctx","max_angel_tex.sctx","","","100","-500","","","","",""
"AmbusherAngel","AmbusherAngel","","RANKED","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_LILY_ANGEL_SKIN","TID_LILY_ANGEL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lily_angel_tex.sctx","lily_angel_tex.sctx","","","100","-900","","","","",""
"","","","ANGELDEMONS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerDemon","PuppeteerDemon","","ANGELDEMONS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_WILLOW_DEMON_SKIN","TID_WILLOW_DEMON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","willow_demon_tex.sctx","willow_demon_tex.sctx","","","","","","","","",""
"UndertakerDemon","UndertakerDemon","","ANGELDEMONS","","","","3","3","","","","","","","","","499","","","HYPERCHARGE","TID_UNDERTAKER_DEMON_SKIN","TID_UNDERTAKER_DEMON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","300","","","","","",""
"SilencerDemon","SilencerDemon","","ANGELDEMONS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_DEMON_OTIS_SKIN","TID_DEMON_OTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","otis_demon_tex.sctx","otis_demon_tex.sctx","","","","","","","","",""
"MummyDemon","MummyDemon","","ANGELDEMONS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_DEMON_EMZ_SKIN","TID_DEMON_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_demon_tex.sctx","emz_demon_tex.sctx","","","","300","","","","",""
"93523991b8a16145e2a3daca584c5cecd3be685f","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsCoock","RuffsCoock","","MEAL","","","","3","3","","","","","","","1000","","29","","","RARE","TID_SOUS_CHEF_RUFFS_SKIN","TID_SOUS_CHEF_RUFFS_SKIN_SHOP","MODEL,TEXTURE","","","ruffs_cook_tex.sctx","ruffs_cook_tex.sctx","","","","250","","","","",""
"DuplicatorFlightAttendant","DuplicatorFlightAttendant","","CITY","","","","3","3","","","","","","","1000","","29","","","RARE","TID_HIGH_FLYER_CHOLLA_SKIN","TID_HIGH_FLYER_CHOLLA_SKIN_SHOP","MODEL,TEXTURE","","","lolla_flight_attendant_tex.sctx","lolla_flight_attendant_tex.sctx","","","","","","","","",""
"SilencerSewer","SilencerSewer","","WASTELAND","","","","3","3","","","","","","","1000","","29","","","RARE","TID_RUSTY_OTIS_SKIN","TID_RUSTY_OTIS_SKIN_SHOP","MODEL,TEXTURE","","","otis_sewer_tex.sctx","otis_sewer_tex.sctx","","","","","","","","",""
"PercenterChromaDemonRed","PercenterChromaDemonRed","","ANGELDEMONS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_IMPIE_RED_TRIXIE_COLETTE_SKIN","TID_IMPIE_RED_TRIXIE_COLETTE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","colette_demon_chroma_red_tex.sctx","colette_demon_chroma_red_tex.sctx","","","","","","","","",""
"TwinsAngelChroma1","TwinsAngelChroma1","","BRAWLPASS","","","","7","7","","","TwinsPetAngelChroma1","","","","5000","","149","","","EPIC","TID_ANGEL_RADIANT_LARRY_&_LAWRIE_SKIN","TID_ANGEL_RADIANT_LARRY_&_LAWRIE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","twins_good_angel_green_tex.sctx","twins_good_angel_green_tex.sctx","","","200","-350","","","TwinsAngel","",""
"","","","ANGELDEMONS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsAngelChroma2","TwinsAngelChroma2","","BRAWLPASS","","","","7","7","","","TwinsPetAngelChroma2","","","","5000","","149","","","EPIC","TID_ANGEL_DARK_LARRY_&_LAWRIE_SKIN","TID_ANGEL_DARK_LARRY_&_LAWRIE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","twins_good_angel_dark_tex.sctx","twins_good_angel_dark_tex.sctx","","","200","-350","","","TwinsAngel","",""
"","","","ANGELDEMONS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerAngelChroma1","EnragerAngelChroma1","","ANGELDEMONS","","","","3","3","","","","","","","","","499","","","HYPERCHARGE","TID_LIGHTBEARER_EDGAR_SKIN","TID_LIGHTBEARER_EDGAR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","","","","",""
"EnragerAngelChroma2","EnragerAngelChroma2","","ANGELDEMONS","","","","3","3","","","","","","","","","499","","","HYPERCHARGE","TID_NIGHTBRINGER_EDGAR_SKIN","TID_NIGHTBRINGER_EDGAR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","","","","",""
"UndertakerDemonChroma1","UndertakerDemonChroma1","","ANGELDEMONS","","","","3","3","","","","","","","","","499","","","HYPERCHARGE","TID_DEVILISH_UNDERTAKER_DEMON_SKIN","TID_DEVILISH_UNDERTAKER_DEMON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","300","","","","","",""
"UndertakerDemonChroma2","UndertakerDemonChroma2","","ANGELDEMONS","","","","3","3","","","","","","","","","499","","","HYPERCHARGE","TID_LAMBENT_UNDERTAKER_DEMON_SKIN","TID_LAMBENT_UNDERTAKER_DEMON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","300","","","","","",""
"MaisieToonChroma1","MaisieToonChroma1","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_REQUIEM_BIZARRE_MAISIE_SKIN","TID_REQUIEM_BIZARRE_MAISIE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","maisie_toon_chroma_purple_tex.sctx","maisie_toon_chroma_purple_tex.sctx","impostor_outline_thin_extra","","","","","","MaisieToon","",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieToonChroma2","MaisieToonChroma2","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_PLATINUM_BIZARRE_MAISIE_SKIN","TID_PLATINUM_BIZARRE_MAISIE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","maisie_toon_chroma_white_tex.sctx","maisie_toon_chroma_white_tex.sctx","impostor_outline_thin_extra","","","","","","MaisieToon","",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HookDudeAngel","HookDudeAngel","","ANGELDEMONS","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_GENE_ANGEL_SKIN","TID_GENE_ANGEL_SKIN_SHOP","MODEL,TEXTURE,VFX","","","gene_angel_tex.sctx","gene_angel_tex.sctx","","","-100","","","","","",""
"GunslingerDarkAngelChroma","GunslingerDarkAngelChroma","","ANGELDEMONS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_LIGHT_ANGEL_COLT_SKIN","TID_LIGHT_ANGEL_COLT_SKIN_SHOP","MODEL,TEXTURE,VFX","","","colt_angel_chroma_blue_tex.sctx","colt_angel_chroma_blue_tex.sctx","","","","-250","","","","",""
"TwinsPetAngel","TwinsPetAngel","","","","","","","","","","","","","","","","","","","","","","","","","twins_bad_angel_tex.sctx","twins_bad_angel_tex.sctx","","","","","","","","",""
"TwinsPetAngelChroma1","TwinsPetAngelChroma1","","","","","","","","","","","","","","","","","","","","","","","","","twins_bad_angel_green_tex.sctx","twins_bad_angel_green_tex.sctx","","","","","","","","",""
"TwinsPetAngelChroma2","TwinsPetAngelChroma2","","","","","","","","","","","","","","","","","","","","","","","","","twins_bad_angel_dark_tex.sctx","twins_bad_angel_dark_tex.sctx","","","","","","","","",""
"SilencerSewerAddonStarfish","SilencerSewerAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","","","otis_sewer_face_tex.sctx","otis_sewer_face_tex.sctx","","","","","","","","",""
"GhostDefault","GhostDefault","","","","","","","","","","","","","","","","","","","","","","","","","shade_tex.sctx","shade_tex.sctx","impostor_outline_ghost","","","","","","","",""
"VoodooDefault","VoodooDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetDefault","VoodooPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","selena_doll_face_tex.sctx","selena_doll_face_tex.sctx","","","","","","","","",""
"KnightPetToon","KnightPetToon","","","","","","","","","","","","","","","","","","","","","","","","","ash_toon_tex.sctx","ash_toon_tex.sctx","impostor_outline_none","","","","","","","",""
"SilencerDemonAddonStarfish","SilencerDemonAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","","","otis_demon_tex.sctx","otis_demon_tex.sctx","","","","","","","","",""
"FishTankGold","FishTankGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_HANK_SKIN","TID_TRUE_GOLD_HANK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","hank_pure_gold_face_tex.sctx","hank_pure_gold_face_tex.sctx","","","","","","","","",""
"FishTankSilver","FishTankSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_HANK_SKIN","TID_TRUE_SILVER_HANK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","hank_pure_silver_face_tex.sctx","hank_pure_silver_face_tex.sctx","","","","","","","","",""
"SamuraiGold","SamuraiGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SAMURAI_SKIN","TID_TRUE_GOLD_SAMURAI_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","kenji_pure_gold_face_tex.sctx","kenji_pure_gold_face_tex.sctx","","","","","","","","",""
"SamuraiSilver","SamuraiSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SAMURAI_SKIN","TID_TRUE_SILVER_SAMURAI_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","kenji_pure_silver_face_tex.sctx","kenji_pure_silver_face_tex.sctx","","","","","","","","",""
"DiggerGold","DiggerGold","","GOLD","","","","","","","","DiggerDrillGold","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DIGGER_SKIN","TID_TRUE_GOLD_DIGGER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","moe_pure_gold_face_tex.sctx","moe_pure_gold_face_tex.sctx","","","","","","","","",""
"DiggerSilver","DiggerSilver","","SILVER","","","","","","","","DiggerDrillSilver","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DIGGER_SKIN","TID_TRUE_SILVER_DIGGER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","moe_pure_silver_face_tex.sctx","moe_pure_silver_face_tex.sctx","","","","","","","","",""
"DiggerDrillGold","DiggerDrillGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","gold_materials_clip.scw","moe_pure_gold_face_tex.sctx","moe_pure_gold_face_tex.sctx","","","","","","","","",""
"DiggerDrillSilver","DiggerDrillSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","silver_materials_clip.scw","moe_pure_silver_face_tex.sctx","moe_pure_silver_face_tex.sctx","","","","","","","","",""
"GhostSwag","GhostSwag","","CITY","","","","3","3","","","","","","","1000","","29","","","RARE","TID_CINEMA_GHOST_SHADE_SKIN","TID_CINEMA_GHOST_SHADE_SKIN_SHOP","MODEL,TEXTURE","","","shade_29_gem_tex.sctx","shade_29_gem_tex.sctx","impostor_outline_ghost","","","","","","","",""
"DamageBoosterOverchargeDefault","DamageBoosterOverchargeDefault","","","","","","","","","","","","","","","","","","","","","","","","","8bit_turret_hc_tex.sctx","8bit_turret_hc_tex.sctx","","","","","","","","",""
"VoodooRare","VoodooRare","","","","","","3","3","","","VoodooPetRare","","","","1000","","29","","","RARE","TID_UNLUCKY_VOODOO_SKIN","TID_UNLUCKY_VOODOO_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","",""
"VoodooPetRare","VoodooPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","selena_29_gem_doll_face_tex.sctx","selena_29_gem_doll_face_tex.sctx","","","","","","","","",""
"AngelicPetDefault","AngelicPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","angel_demon_pet_face_tex.sctx","angel_demon_pet_face_tex.sctx","","","","","","","","",""
"DemonicPetDefault","DemonicPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","angel_demon_pet_face_tex.sctx","angel_demon_pet_face_tex.sctx","","","","","","","","",""
"LightyearDefault","LightyearDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","200","","","","",""
"LightyearSwordDefault","LightyearSwordDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-300","","","","",""
"LightyearFlightDefault","LightyearFlightDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-500","","","","",""
"SamuraiStarrForce","SamuraiStarrForce","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_HEBI_KENJI_SKIN","TID_HEBI_KENJI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","kenji_hebi_tex.sctx","kenji_hebi_tex.sctx","","","","","","","","",""
"","","","STARRFORCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiStarrForceChroma1","SamuraiStarrForceChroma1","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_MAMUSHI_KENJI_SKIN","TID_MAMUSHI_KENJI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","kenji_hebi_purple_tex.sctx","kenji_hebi_purple_tex.sctx","","","","","","","SamuraiStarrForce","",""
"","","","STARRFORCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiStarrForceChroma2","SamuraiStarrForceChroma2","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_AODAISHO_KENJI_SKIN","TID_AODAISHO_KENJI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","kenji_hebi_red_tex.sctx","kenji_hebi_red_tex.sctx","","","","","","","SamuraiStarrForce","",""
"","","","STARRFORCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorGiftsToy","DuplicatorGiftsToy","","TOYS","","","","3","3","","","DuplicatorGiftsToy","","","","5000","","149","","","EPIC","TID_LOLA_LOOPY_SKIN","TID_LOLA_LOOPY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lolla_puppet_tex.sctx","lolla_puppet_tex.sctx","","","","","","","","",""
"BowDudeBrawlentine","BowDudeBrawlentine","","BRAWLENTINES","","","","3","3","","","BowDudeTotemDefault","","","","2750","","79","","","SUPER_RARE","TID_BO_CUPID_SKIN","TID_BO_CUPID_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bo_goofy_tex.sctx","bo_goofy_tex.sctx","","","-600","200","","","","",""
"TntGuyBrawlentine","TntGuyBrawlentine","","BRAWLENTINES","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_DYNAMIKE_ROMANTIC_SKIN","TID_DYNAMIKE_ROMANTIC_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","brawlentines_mike_tex.sctx","brawlentines_mike_tex.sctx","","","-400","700","","","","",""
"NinjaChampionship","NinjaChampionship","","WF_2024","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_LEON_WORLD_FINALS_SKIN","TID_LEON_WORLD_FINALS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","leon_champion_tex.sctx","leon_champion_tex.sctx","","","150","","","","","",""
"DeadMariachiGoodRandoms","DeadMariachiGoodRandoms","","RANKED","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_POCO_QUITE_PLAYING_SKIN","TID_POCO_QUITE PLAYING_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","poco_goodrandoms_tex.sctx","poco_goodrandoms_tex.sctx","","","150","200","","","","",""
"","","","GOODRANDOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlChristmas","CannonGirlChristmas","","BRAWLIDAYS","","","","3","3","","","CannonGirlSmallChristmas","","","","5000","","149","","","EPIC","TID_REINDEER_BONNIE_SKIN","TID_REINDEER_BONNIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bonnie_reindeer_tex.sctx","bonnie_reindeer_tex.sctx","","","900","-700","","","","",""
"CannonGirlSmallChristmas","CannonGirlSmallChristmas","","","","","","","","","","","","","","","","","","","","","","","","","bonnie_reindeer_tex.sctx","bonnie_reindeer_tex.sctx","","","","","","","","",""
"JetpackGirlChristmas","JetpackGirlChristmas","","BRAWLIDAYS","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_JOLLY_JANET_SKIN","TID_JOLLY_JANET_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","janet_elf_tex.sctx","janet_elf_tex.sctx","","","200","300","","","","",""
"FleaStarrForce","FleaStarrForce","","STARRFORCE","","","","3","3","","","FleaBigEggStarrForce","FleaPetStarrForce","","","5000","","149","","","EPIC","TID_EXTRATERRESTRIAL_EVE_SKIN","TID_EXTRATERRESTRIAL_EVE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","eve_ufo_tex.sctx","eve_ufo_tex.sctx","","","200","-300","","","","",""
"FleaPetStarrForce","FleaPetStarrForce","","","","","","","","","","","","","","","","","","","","","","","","","eve_ufo_tex.sctx","eve_ufo_tex.sctx","","","","","","","","",""
"FleaBigEggStarrForce","FleaBigEggStarrForce","","","","","","","","","","","","","","","","","","","","","","","","","eve_ufo_tex.sctx","eve_ufo_tex.sctx","","","","","","","","",""
"PainterStarrForce","PainterStarrForce","","STARRFORCE","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_BERRY_STAR_HORSE_SKIN","TID_BERRY_STAR_HORSE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","berry_starhorse_tex.sctx","berry_starhorse_tex.sctx","","","","","","","","",""
"ShamanStarrForce","ShamanStarrForce","","STARRFORCE","","","","3","3","","","ShamanBearStarrForce","","","","2750","","79","","","SUPER_RARE","TID_SMUGGLER_NITA_SKIN","TID_SMUGGLER_NITA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","nita_starforce_tex.sctx","nita_starforce_tex.sctx","","","","100","","","","",""
