"TID","NL"
"TID_COLLAB_TS_BATTLE_LASER","LASER"
"TID_COLLAB_TS_BATTLE_SWORD","SABEL"
"TID_COLLAB_TS_BATTLE_FLIGHT","VLEUGEL"
"TID_COLLAB_TS_BATTLE_MODES_UNLOCK","MET 3 GEVECHTSMODI BESCHIKBAAR!"
"TID_COLLAB_TS_TIME_LIMITED_BRAWLER","TIJDELIJKE KNOKKER"
"TID_COLLAB_TS_MASTERY","SPACE RANGER-MEESTERSCHAP"
"TID_COLLAB_TS_POWER_PORTRAIT","ONEINDIG"
"TID_LIGHTYEAR","BUZZ LIGHTYEAR"
"TID_LIGHTYEAR_DESC","Buzz Lightyear is aangekomen in Starr Park! Zijn avontuur begon met een toevallige levering in de cadeauwinkel. Sindsdien heeft Buzz indruk gemaakt op heel wat knokkers met zijn drie verschillende knokmodi!"
"TID_LIGHTYEAR_WEAPON","LASERSTRAAL"
"TID_LIGHTYEAR_WEAPON_DESC","Buzz Lightyear schiet een laserschot dat schade toebrengt bij impact en een tijdelijk brandeffect veroorzaakt voor extra schade."
"TID_LIGHTYEAR_ULTI","LASERKANON"
"TID_LIGHTYEAR_ULTI_DESC","Buzz Lightyear vuurt een reeks lasers af die directe schade toebrengen en tegenstanders tijdelijk verbranden voor extra schade."
"TID_LIGHTYEAR_SWORD_WEAPON","SABELSLAG"
"TID_LIGHTYEAR_SWORD_WEAPON_DESC","Buzz Lightyear zwaait behendig met zijn sabel en deelt zo zware mêleeschade uit."
"TID_LIGHTYEAR_SWORD_ULTI","OP NAAR DE STERREN!"
"TID_LIGHTYEAR_SWORD_ULTI_DESC","Buzz Lightyear springt voorwaarts de lucht in met zijn sabel en duwt alle tegenstanders die hij raakt terug."
"TID_LIGHTYEAR_FLIGHT_WEAPON","GALACTISCH SCHOT"
"TID_LIGHTYEAR_FLIGHT_WEAPON_DESC","Buzz Lightyear vuurt twee laserstralen af en deelt meer schade uit aan doelwitten die dichterbij zijn."
"TID_LIGHTYEAR_FLIGHT_ULTI","SIERLIJK NEERSTORTEN"
"TID_LIGHTYEAR_FLIGHT_ULTI_DESC","Buzz Lightyear springt de lucht in en duikt op tegenstanders neer terwijl hij een lading lasers afschiet."
"TID_LIGHTYEAR_SP_1","LASERMODUS"
"TID_LIGHTYEAR_SP_1_DESC","Buzz Lightyears laser heeft een groter bereik, waardoor hij doelwitten van verder weg kan raken."
"TID_LIGHTYEAR_SP_2","SABELMODUS"
"TID_LIGHTYEAR_SP_2_DESC","Buzz Lightyear laadt zijn super op door geïncasseerde schade te absorberen en heeft meer gezondheid."
"TID_LIGHTYEAR_SP_3","VLEUGELMODUS"
"TID_LIGHTYEAR_SP_3_DESC","Buzz Lightyear activeert zijn vleugels en boost zo zijn bewegingssnelheid."
"TID_LIGHTYEAR_GADGET_1","TURBOBOOSTERS"
"TID_LIGHTYEAR_GADGET_1_DESC","Buzz Lightyear activeert zijn turbo om vooruit te sprinten in zijn huidige richting."
"TID_LIGHTYEAR_OVERCHARGE","BRAVOURE"
"TID_LIGHTYEAR_OVERCHARGE_DESC","Buzz Lightyear krijgt een boost voor al zijn basisstatistieken, wat zijn snelheid en kracht verhoogt. Zijn super wordt niet beïnvloed."
"TID_MEEPLE","MEEPLE"
"TID_MEEPLE_DESC","Meeple kent de regels van elk bordspel ooit en als je ze breekt... Laten we gewoon zeggen dat je ze niet wilt breken. Valsspelers en regelbrekers worden niet getolereerd. Maar er is één uitzondering op de regels... Meeple zelf!"
"TID_MEEPLE_WEAPON","BOEMOPOLY"
"TID_MEEPLE_WEAPON_DESC","Meeple vuurt een krachtig projectiel af dat lichtjes afbuigt richting de dichtstbijzijnde vijand."
"TID_MEEPLE_ULTI","WAT EEN ROL"
"TID_MEEPLE_ULTI_DESC","Meeple speelt vals en rolt een NAT21 met een d20-dobbelsteen, waardoor alle projectielen van teamgenoten binnen het supergebied <c00cc00><VALUE1></c> seconden lang door de omgeving heen gaan."
"TID_MEEPLE_SP_1","GA NIET LANGS START"
"TID_MEEPLE_SP_1_DESC","Meeple brengt <c00cc00><VALUE1></c> extra schade toe bij schoten die door de omgeving heen gaan."
"TID_MEEPLE_SP_2","DE REGELS BUIGEN"
"TID_MEEPLE_SP_2_DESC","Meeples super verhoogt ook de herlaadsnelheid van teamgenoten binnen het gebied met <c00cc00><VALUE>%</c>."
"TID_MEEPLE_GADGET_1","GEDOBBELD"
"TID_MEEPLE_GADGET_1_DESC","Meeples volgende aanval creëert dobbelsteentorens rond het impactgebied en brengt <c00cc00><VALUE1></c> schade toe."
"TID_MEEPLE_GADGET_2","SLECHTE VERLIEZER"
"TID_MEEPLE_GADGET_2_DESC","Meeple barst in woede uit en treft vijanden in de buurt, waardoor ze worden verdoofd en teruggeslagen. Hoe minder gezondheid Meeple heeft, hoe sterker de verdoving en terugslag."
"TID_SKATER","OLLIE"
"TID_SKATER_DESC","Ollie rijdt rond in Starr Park op zijn gepersonaliseerde hoverboard. Hij skatet over relingen en veroorzaakt allerlei problemen! Ollie is fan van oldskool hiphop en speelt zijn favoriete nummers overal. Zijn muziek is besmettelijk... letterlijk. Knokkers kunnen niet stoppen met dansen als ze hem horen."
"TID_SKATER_WEAPON","HERRIEMAKER"
"TID_SKATER_WEAPON_DESC","Ollies hoverboard vuurt geluidsgolven af die schade toebrengen en door vijanden heen gaan."
"TID_SKATER_ULTI","HYPNOKLAP"
"TID_SKATER_ULTI_DESC","Ollie springt naar voren met een coole trick op zijn hoverboard en laadt een explosie van muziek op waarmee hij <c00cc00><VALUE1></c> schade toebrengt en nabije vijanden <c00cc00><VALUE2></c> seconden lang hypnotiseert. Terwijl Ollie zijn super oplaadt, gebruikt hij tot <c00cc00><VALUE3></c>% van zijn maximale ammunitie. Vijanden komen op Ollie af en kunnen niet gecontroleerd worden onder hypnose."
"TID_SKATER_SP_1","WALLRIDE"
"TID_SKATER_SP_1_DESC","Ollie krijgt <c00cc00><VALUE1>%</c> extra bewegingssnelheid wanneer hij dicht bij muren is."
"TID_SKATER_SP_2","DISS-TRACK"
"TID_SKATER_SP_2_DESC","Nadat Ollie zijn super gebruikt, krijgt hij gedurende <c00cc00><VALUE2></c> seconden een afnemend schild van <c00cc00><VALUE1></c> levenspunten."
"TID_SKATER_GADGET_1","GOED GELAND"
"TID_SKATER_GADGET_1_DESC","Ollie springt en doet een gave kickflip. Bij zijn landing hypnotiseert hij nabije vijanden gedurende <c00cc00><VALUE1></c> seconden."
"TID_SKATER_GADGET_2","ALLE OGEN OP MIJ"
"TID_SKATER_GADGET_2_DESC","Ollies volgende aanval hypnotiseert getroffen vijanden voor <c00cc00><VALUE1></c> seconden."
"TID_NIGHT_MARKET_AVAILABLE_IN","Volgende aanbieding over <TIMER>"
"TID_NIGHT_MARKET_FREE_PACK_TAP","TIK OM JE GRATIS PAKKET TE CLAIMEN"
"TID_TITLE_MASTERY_LIGHTYEAR","Op naar de sterren en daar voorbij!"
"TID_GROUPED_OFFER_DEFAULT_TITLE","SPECIALE AANBIEDINGEN!"
"TID_GROUPED_OFFER_HC_TITLE","TIJD VOOR HYPERKRACHTEN!"
"TID_GROUPED_OFFER_HC_SUBTITLE","Word hyper!"
"TID_GAME_MODE_47","SPECIALE LEVERING"
"TID_GAME_MODE_47_DESC","Er staat een pizzakar op het spoor. Blijf in de buurt van de kar om deze naar de kant van de vijand te duwen!"
"TID_GAME_MODE_47_INTRO_TEXT","Duw de pizza naar de vijand!"
"TID_GAME_MODE_54","SPECIALE LEVERING (2 tegen 2)"
"TID_GAME_MODE_54_DESC","Er staat een pizzakar op het spoor. Blijf in de buurt van de kar om hem naar de kant van de vijand te duwen!"
"TID_HINT_SPECIAL_DELIVERY","Blijf in de buurt van de kar om deze naar de kant van de vijand te duwen!"
"TID_GAME_MODE_45","Knokhockey"
"TID_GAME_MODE_53","KNOKHOCKEY (2 tegen 2)"
"TID_GAME_MODE_57","KNOKHOCKEY"
"TID_AIR_HOCKEY_INTRO_TEXT","Scoor drie doelpunten om te winnen!"
"TID_AIR_HOCKEY_1","Supercentrum"
"TID_AIR_HOCKEY_2","Uitglijder"
"TID_AIR_HOCKEY_3","Dun ijs"
"TID_AIR_HOCKEY_4","Onder nul"
"TID_AIR_HOCKEY_5","Koelbox"
"TID_AIR_HOCKEY_6","Sterrentuin"
"TID_AIR_HOCKEY_2V2_1","Puckpaleis"
"TID_AIR_HOCKEY_2V2_2","Slapshot-stadion"
"TID_AIR_HOCKEY_2V2_3","Airsportarena"
"TID_AIR_HOCKEY_2V2_4","Puckman"
"TID_TOY_SHOP_FREE_OFFER","GRATIS PAKKET!"
"TID_TOY_SHOP_NORMAL_OFFER","NIEUW PAKKET"
"TID_TOY_SHOP_EPIC_OFFER","SUPERPAKKET"
"TID_TOY_SHOP_MEGA_OFFER","MEGAPAKKET"
"TID_PIZZA_PLANET_TEASER_END_DATE","MEEPLE KOMT OP 9 JANUARI"
"TID_BP_PLUS_INSTANT_EXTRA","DIRECT <PERCENT>%"
"TID_PAYLOADSINGLE_1","Geniepige gangen"
"TID_EVENT_MODIFIER_43","ARCADE"
"TID_EVENT_MODIFIER_DESC_43","Arcadescores"
"TID_GEMGRAB_2V2_1","Chaotische samenwerking"
"TID_GEMGRAB_2V2_2","Knokkende kameraden"
"TID_GEMGRAB_2V2_3","Partnerpaniek"
"TID_GEMGRAB_2V2_4","Plezant plaza"
"TID_GEMGRAB_2V2_5","Tango"
"TID_GEMGRAB_2V2_6","Dodelijk duo"
"TID_KNOCKOUT_2V2_1","Grasgraf"
"TID_KNOCKOUT_2V2_2","Plichtsbaan"
"TID_KNOCKOUT_2V2_3","Blokstakels"
"TID_KNOCKOUT_2V2_4","Ravenpas"
"TID_BRAWLBALL_2V2_1","Dubbele dribbel"
"TID_BRAWLBALL_2V2_2","Speellijnen"
"TID_BRAWLBALL_2V2_3","Gevallen kwartje"
"TID_BRAWLBALL_2V2_4","Ongelijk speelveld"
"TID_BRAWLBALL_2V2_5","Ball Stars"
"TID_BRAWLBALL_2V2_6","Perfecte pass"
"TID_KING_OF_HILL_2V2_1","Veilige vijvers"
"TID_KING_OF_HILL_2V2_2","Dubbelspelpaleis"
"TID_KING_OF_HILL_2V2_3","Joystick-jungle"
"TID_KING_OF_HILL_2V2_4","Spiegelpunt"
"TID_BASKET_2V2_1","Lek mandje"
"TID_BASKET_2V2_2","Eigendunk"
"TID_BASKET_2V2_3","Op de valreep"
"TID_BASKET_2V2_4","Niet te stoppen"
"TID_SKIN_INFO_TOYSTORY","TOY STORY"
"TID_SKIN_INFO_STARRFORCE","STARRFORCE TEN STRIJDE"
"TID_SKIN_INFO_GOODRANDOMS","GOOD RANDOMS"
"TID_AVAILABILITY_LNY_SEASONAL","Deze skin voor de LUNAIRE KNOKPARTIJEN is seizoensgebonden en alleen beschikbaar op bepaalde dagen van het jaar."
"TID_AVAILABILITY_HALLOWEN_SEASONAL","Deze BRAWL-O-WEEN-skin is seizoensgebonden en alleen beschikbaar op bepaalde dagen van het jaar."
"TID_AVAILABILITY_XMAS_SEASONAL","Deze KNOKFEESTDAGEN-skin is seizoensgebonden en alleen beschikbaar op bepaalde dagen van het jaar."
"TID_AVAILABILITY_GODZILLA_TIME_LIMITED","Deze GODZILLA-skin is tijdelijk en slechts af en toe beschikbaar tot juni 2025."
"TID_AVAILABILITY_BABYSHARK_TIME_LIMITED","Deze BABYHAAI-skin is tijdelijk en slechts af en toe beschikbaar in de winkel."
"TID_AVAILABILITY_CLASSIC_TIME_LIMITED","Deze KONINKLIJK-skin is tijdelijk en slechts af en toe beschikbaar in de winkel."
"TID_AVAILABILITY_SPONGEBOB_TIME_LIMITED","Deze SPONGEBOB-skin is tijdelijk en slechts af en toe beschikbaar tot eind september 2025."
"TID_AVAILABILITY_ANGELSDEMONS_TIME_LIMITED","Deze ENGELEN VS. DEMONEN-skin is tijdelijk en slechts af en toe beschikbaar in de winkel."
"TID_AVAILABILITY_TOYSTORY_TIME_LIMITED","Deze TOY STORY-skin is tijdelijk en slechts af en toe beschikbaar tot eind januari 2026."
"TID_AVAILABILITY_WASABI_TIME_LIMITED_SHOP","Deze KATANAKONINKRIJK-skin is seizoensgebonden en alleen verkrijgbaar via sushirollen tijdens dit evenement of na een jaar."
"TID_AVAILABILITY_WASABI_TIME_LIMITED_MILESTONES","Deze KATANAKONINKRIJK-skin is seizoensgebonden en alleen verkrijgbaar via de sushimeter tijdens dit evenement of na een jaar."
"TID_AVAILABILITY_WASABI_TIME_LIMITED_ALBUM","Deze KATANAKONINKRIJK-skins zijn seizoensgebonden en alleen verkrijgbaar tijdens dit evenement of na een jaar."
"TID_SKIN_INFO_TOYS","KOM MET ONS SPELEN!"
"TID_PAYLOADSINGLE_2","Checkpointjacht"
"TID_PAYLOADSINGLE_3","Rivierrace"
"TID_PAYLOADSINGLE_4","Directe levering"
"TID_PAYLOADSINGLE_5","Driedubbele kaas"
"TID_PAYLOADSINGLE_6","Stukje van eigen deeg"
"TID_PAYLOADSINGLE_7","Net op tijd"
"TID_PAYLOADSINGLE_8","Dat ging fout"
"TID_PIZZA_SLICES_INFO_POPUP_TITLE","PIZZA BETEKENT PRIJZEN!"
"TID_PIZZA_SLICES_INFO_POPUP_SUBTITLE","Hoe krijg je pizzastukken?"
"TID_PIZZA_SLICES_INFO_POPUP_HEADER1","WIN GEVECHTEN"
"TID_PIZZA_SLICES_INFO_POPUP_INFO1","Win gevechten en doe mee in het dagelijkse klassement!"
"TID_PIZZA_SLICES_INFO_POPUP_HEADER2","DAGELIJKSE LEVERING"
"TID_PIZZA_SLICES_INFO_POPUP_INFO2","Krijg gratis pizzastukken via de dagelijkse leveringen van de Pizza Planet, of neem een kijkje in de winkel!"
"TID_PIZZA_SLICES_INFO_POPUP_HEADER3","PRIJZENWINKEL"
"TID_PIZZA_SLICES_INFO_POPUP_INFO3","Onthul nieuwe prijzen in de prijzenwinkel om gratis pizzastukken te krijgen!"
"TID_AVAILABILITY_PIRATES_SEASONAL","Deze ZEEVERHALEN-skin is seizoensgebonden en alleen beschikbaar op bepaalde dagen van het jaar."
"TID_PAINTER_OVERCHARGE","EXTRA BOLLETJES"
"TID_PAINTER_OVERCHARGE_DESC","Softijs laat dubbel zoveel bolletjes ijs vallen!"
"TID_POWER_LEVELER_LIGHTYEAR_SKIN","SURGE LIGHTYEAR"
"TID_POWER_LEVELER_LIGHTYEAR_SKIN_SHOP","SURGE\nLIGHTYEAR"
"TID_COLT_WOODY_SKIN","WOODY-COLT"
"TID_COLT_WOODY_SKIN_SHOP","WOODY-\nCOLT"
"TID_BASEBALL_BO_PEEP_SKIN","BO PEEP-BIBI"
"TID_BASEBALL_BO_PEEP_SKIN_SHOP","BO PEEP-\nBIBI"
"TID_MECHANIC_JESSIE_SKIN","JESSIE-JESSIE"
"TID_MECHANIC_JESSIE_SKIN_SHOP","JESSIE-\nJESSIE"
"TID_PENNY_POP_SKIN","POP-PENNY"
"TID_PENNY_POP_SKIN_SHOP","POP-\nPENNY"
"TID_KIT_CUDDLY_SKIN","KNUFFELKIT"
"TID_KIT_CUDDLY_SKIN_SHOP","KNUFFEL-\nKIT"
"TID_LOLA_LOOPY_SKIN","SOKPOP-LOLA"
"TID_LOLA_LOOPY_SKIN_SHOP","SOKPOP-\nLOLA"
"TID_TOY_POP_UP_SKIN","POP-UP-DARRYL"
"TID_TOY_POP_UP_SKIN_SHOP","POP-UP-\nDARRYL"
"TID_REINDEER_BONNIE_SKIN","RENDIER-BONNIE"
"TID_REINDEER_BONNIE_SKIN_SHOP","RENDIER-\nBONNIE"
"TID_JOLLY_JANET_SKIN","JOLIGE JANET"
"TID_JOLLY_JANET_SKIN_SHOP","JOLIGE\nJANET"
"TID_HEBI_KENJI_SKIN","HEBI-KENJI"
"TID_HEBI_KENJI_SKIN_SHOP","HEBI-\nKENJI"
"TID_MAMUSHI_KENJI_SKIN","MAMUSHI-KENJI"
"TID_MAMUSHI_KENJI_SKIN_SHOP","MAMUSHI-\nKENJI"
"TID_AODAISHO_KENJI_SKIN","AODAISHO-KENJI"
"TID_AODAISHO_KENJI_SKIN_SHOP","AODAISHO-\nKENJI"
"TID_DIGGER_MOON_DRILLER_SKIN","MAANGRAVER-MOE"
"TID_DIGGER_MOON_DRILLER_SKIN_SHOP","MAANGRAVER-\nMOE"
"TID_GIGANTOPHIS_GRAY_SKIN","GIGANTOPHIS-GRAY"
"TID_GIGANTOPHIS_GRAY_SKIN_SHOP","GIGANTOPHIS-\nGRAY"
"TID_BERRY_STAR_HORSE_SKIN","RUIMTEPAARD-BERRY"
"TID_BERRY_STAR_HORSE_SKIN_SHOP","RUIMTEPAARD-\nBERRY"
"TID_EXTRATERRESTRIAL_EVE_SKIN","BUITENAARDSE EVE"
"TID_EXTRATERRESTRIAL_EVE_SKIN_SHOP","BUITENAARDSE\nEVE"
"TID_POP_MELODIE_SKIN","MELODIE SPICE"
"TID_POP_MEOLDIE_SKIN_SHOP","MELODIE\nSPICE"
"TID_REDWHITE_MELODIE_SKIN","ROODWITTE MELODIE"
"TID_REDWHITE_MEOLDIE_SKIN_SHOP","ROODWITTE\nMELODIE"
"TID_BLACKGREEN_MELODIE_SKIN","ZWARTGROENE MELODIE"
"TID_BLACKGREEN_MEOLDIE_SKIN_SHOP","ZWARTGROENE\nMELODIE"
"TID_POCO_QUITE_PLAYING_SKIN","QUIT PLAYING POCO"
"TID_POCO_QUITE_PLAYING_SKIN_SHOP","QUIT PLAYING\nPOCO"
"TID_ROPE_DUDE_BYE_BYE_SKIN","BYE BYE BUZZ"
"TID_ROPE_DUDE_BYE_BYE_SKIN_SHOP","BYE BYE\nBUZZ"
"TID_WOODRIVER_STU_SKIN","ROCK YOUR BODY STU"
"TID_WOODRIVER_STU_SKIN_SHOP","ROCK YOUR BODY\nSTU"
"TID_BO_CUPID_SKIN","CUPIBO"
"TID_BO_CUPID_SKIN_SHOP","CUPIBO"
"TID_GENE_JUNGLE_SKIN","JUNGLE-GENE"
"TID_GENE_JUNGLE_SKIN_SHOP","JUNGLE-\nGENE"
"TID_GALE_GALACTIC_SKIN","GALACTISCHE\nGALE"
"TID_GALE_GALALCTIC_SKIN_SHOP","GALACTISCHE\nGALE"
"TID_CROW_MAVERICK_SKIN","STARCROW"
"TID_CROW_MAVERICK_SKIN_SHOP","STARCROW"
"TID_PENNY_ROBO_SKIN","ROBO-PENNY"
"TID_PENNY_ROBO_SKIN_SHOP","ROBO-\nPENNY"
"TID_LEON_WORLD_FINALS_SKIN","WERELDFINALE-LEON"
"TID_LEON_WORLD_FINALS_SKIN_SHOP","WERELDFINALE-\nLEON"
"TID_DYNAMIKE_ROMANTIC_SKIN","ROMANTISCHE DYNAMIKE"
"TID_DYNAMIKE_ROMANTIC_SKIN_SHOP","ROMANTISCHE\nDYNAMIKE"
"TID_SMUGGLER_NITA_SKIN","RUIMTE-NITA"
"TID_SMUGGLER_NITA_SKIN_SHOP","RUIMTE-\nNITA"
"TID_HOTZONE_591","Watersport"
"TID_HOTZONE_592","Luide buren"
"TID_GEMGRAB_591","Ontbossing"
"TID_GEMGRAB_592","Coole mijn"
"TID_KNOCKOUT_591","H staat voor..."
"TID_KNOCKOUT_592","Twee rivieren"
"TID_BALL_591","Tweede poging"
"TID_BALL_592","Trucjes"
"TID_BANKHEIST_591","Veilige(re) zone"
"TID_BANKHEIST_592","Groot meer"
"TID_TILE_BATTLEPASSPLUS_SEASON34","Ruimtereis"
"TID_TILE_BATTLEPASSPLUS_SEASON35","Good random"
"TID_BRAWL_PASS_SEASON_33","STARR FORCE"
"TID_BRAWL_PASS_SEASON_34","GOOD RANDOMS"
"TID_DYNAMIKE_XMAS_CHROMA_SKIN","SUIKERBOM-MIKE"
"TID_DYNAMIKE_XMAS_CHROMA_SKIN_SHOP","SUIKERBOM-\nMIKE"
"TID_NITA_XMAS_CHROMA_SKIN","RENDIER-NITA"
"TID_NITA_XMAS_CHROMA_SKIN_SHOP","RENDIER-\nNITA"
"TID_BOWLING_MEEPLE_SKIN","STRIKE-MEEPLE"
"TID_BOWLING_MEEPLE_SKIN_SHOP","STRIKE-\nMEEPLE"
"TID_ROYAL_AGENT_COLT_CHROMA_SKIN","JADE AGENT COLT"
"TID_ROYAL_AGENT_COLT_SKIN_CHROMA_SHOP","JADE AGENT\nCOLT"
"TID_RUN_DMC_OLLIE_SKIN","OLLIE-G"
"TID_RUN_DMC_OLLIE_SKIN_SHOP","OLLIE-G"
"TID_SHOP_OFFER_TITLE_60","WILLEKEURIG CADEAU"
"TID_SHOP_OFFER_INFO_60","Elk cadeau bevat ÉÉN WILLEKEURIGE BELONING."
"TID_CLUB_XMAS_COLLECT_PRESENTS","Verzamel cadeaus met je club!"
"TID_COLLAB_TOY_STORY_CONTEST_SCORE_HIGH","SCOOR HOOG"
"TID_COLLAB_TOY_STORY_CONTEST_WIN_PIZZA","Win pizza!"
"TID_COLLAB_TOY_STORY_ARCADE_OPENS_IN","Arcade opent over: <TIME>"
"TID_COLLAB_TOY_STORY_ARCADE_TITLE","ARCADE"
"TID_COLLAB_TOY_STORY_ARCADE_PRESS_START","STARTEN"
"TID_COLLAB_TOY_STORY_ARCADE_PLAY","SELECTEREN"
"TID_HERO_SCORE_INFO_LIGHTYEAR","Alle trofeeën van Buzz zijn seizoenstrofeeën en tellen mee voor de huidige trofeeëndoos!\n\nTrofeeën boven de 1000 worden aan het einde van het seizoen nog steeds gereset naar 1000."
"TID_GAME_MODE_46","EDELSTENENGRAAI (2 tegen 2)"
"TID_GAME_MODE_46_DESC","Verzamel edelstenen die uit de edelsteenmijn in het midden van de kaart tevoorschijn komen of pak ze af van uitgeschakelde tegenstanders. Houd tien edelstenen vast tijdens het aftellen om de wedstrijd te winnen!"
"TID_GAME_MODE_49","KNOKBAL (2 tegen 2)"
"TID_GAME_MODE_49_DESC","Schiet de bal in het doel van het vijandelijke team om te scoren. De wedstrijd is voorbij als een team twee doelpunten scoort of als de tijd om is."
"TID_GAME_MODE_50","KNOCK-OUT (2 tegen 2)"
"TID_GAME_MODE_50_DESC","Versla het vijandelijke team in een Knock-out-gevecht (best-of-three). Wees voorzichtig: verslagen knokkers blijven uitgeschakeld voor de rest van de ronde. Na een tijdje dringen er gifwolken richting het midden, dus wees snel!\n\nHet eerste team dat twee rondes wint, wint de wedstrijd."
"TID_GAME_MODE_51","GEVARENZONE (2 tegen 2)"
"TID_GAME_MODE_51_DESC","Bezet de gevarenzones om te winnen!\n\nVerover een zone door erin te blijven. Het eerste team dat alle zones op de kaart verovert, wint het gevecht! Beide teams kunnen tegelijkertijd gevarenzones veroveren, dus zorg ervoor dat je het vijandelijke team buitenhoudt. Wanneer de tijd verstrijkt, wint het team dat de meeste tijd binnen de zones heeft doorgebracht."
"TID_GAME_MODE_52","KNOKBASKETBAL (2 tegen 2)"
"TID_GAME_MODE_52_DESC","Gooi de bal in de basket van het andere team. Je krijgt 2 punten als je van dichtbij scoort en 3 punten als je van achter de lijn scoort. De wedstrijd is afgelopen wanneer een team 5 punten behaalt of als de tijd om is."
"TID_BOUNTY_591","Geen smoesjes"
"TID_KNOCKOUT_593","Diepe bossen"
"TID_KNOCKOUT_594","Kleine eilanden"
"TID_KNOCKOUT_595","Chaotische tempel"
"TID_KNOCKOUT_596","Overgroeide ruïnes"
"TID_BANKHEIST_593","GG 2.0"
"TID_QUEST_GAME_MODE_SHOWDOWN","ALLE SHOWDOWN-MODI"
"TID_TILE_MASTERY_MEEPLE","Valsspeler"
"TID_TILE_MASTERY_OLLIE","Skater"
"TID_GAME_MODE_45_DESC","Schiet de puck in het doel van het vijandelijke team om te scoren. De wedstrijd is voorbij als een team drie doelpunten scoort of als de tijd om is."
"TID_GAME_MODE_53_DESC","Schiet de puck in het doel van het vijandelijke team om te scoren. De wedstrijd is voorbij als een team drie doelpunten scoort of als de tijd om is."
"TID_GAME_MODE_57_DESC","Schiet de puck in het doel van het vijandelijke team om te scoren. De wedstrijd is voorbij als een team drie doelpunten scoort of als de tijd om is."
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TITLE_1","SPEEL EVENEMENT"
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TEXT_1","Er zijn elke dag nieuwe tickets voor het megaboom-evenement."
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TITLE_2","VERZAMEL CADEAUS"
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TEXT_2","Win megaboom-wedstrijden om cadeaus voor je club te verzamelen."
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TITLE_3","CADEAUTIJD!"
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TEXT_3","Open jouw deel van de cadeaus aan het einde van het evenement!"
"TID_CLUB_PIGGY_BANK_XMAS_INFO_TITLE","MEGABOOM"
"TID_COLLAB_ARCADE_TITLE","ARCADE"
"TID_COLLAB_ARCADE_INFO_TEXT_1","SCOOR HOOG"
"TID_COLLAB_ARCADE_INFO_TEXT_2","Verhoog je score door middel van schade, uitschakelingen, genezing en doelstellingen. Win om je teamscore en tijdsbonus te verzamelen."
"TID_COLLAB_ARCADE_INFO_TEXT_3","WIN PIZZA"
"TID_COLLAB_ARCADE_INFO_TEXT_4","Haal een hoge positie op het scorebord om pizza te winnen. Je kunt pizza uitgeven in de arcadewinkel."
"TID_CLUB_PIGGY_TREE_GIFT_DAY","CADEAUTIJD!"
"TID_PRESENT_RIP_IT_OPEN","PAK HET UIT!"
"TID_RANDOM_REWARDS_TO_OPEN","RESTEREND:"
"TID_TOS_ACCEPT","ACCEPTEREN"
"TID_TOS","Algemene voorwaarden"
"TID_HOMEPAGE_GUIDE_TEMPORARY_BRAWLER_UNLOCKED","Je hebt Buzz Lightyear tijdelijk ontgrendeld! Probeer zijn 3 gevechtsmodi uit!"
"TID_CLUB_PIGGY_BANK_XMAS_OPEN","Open CADEAUS over"
"TID_ARCADE_BATTLE_END_TIME_BONUS","TIJDSBONUS"
"TID_ARCADE_BATTLE_END_WIN_BONUS","WINSTBONUS"
"TID_ARCADE_BATTLE_END_TEAM_SCORE","TEAMSCORE"
"TID_ARCADE_BATTLE_END_DEFEAT","VERLOREN"
"TID_ARCADE_BATTLE_END_SCORE","SCORE"
"TID_ARCADE_INFO_TITLE_1","SPEEL WEDSTRIJD"
"TID_ARCADE_INFO_TEXT_1","Elke wedstrijd bevat één spelmodus en duurt 3 dagen. Verzamel nieuwe tickets om elke dag mee te doen."
"TID_ARCADE_INFO_TITLE_2","SCOOR HOOG"
"TID_ARCADE_INFO_TEXT_2","Verhoog je score door middel van schade, uitschakelingen, genezing en doelstellingen. De scores van je teamgenoten worden bij je totale score opgeteld. Het winnende team krijgt een nog hogere score dankzij de tijdsbonus en winstvermenigvuldiger!"
"TID_ARCADE_INFO_TITLE_3","WIN PIZZA"
"TID_ARCADE_INFO_TEXT_3","Verdien pizza aan het einde van de wedstrijd. Hoe hoger je positie, hoe meer pizza je wint!"
"TID_ARCADE_INFO_TITLE","ARCADEWEDSTRIJDEN"
"TID_COLLAB_TS_SHOP_INFO_DESCRIPTION","Info over prijzenwinkel"
"TID_PIZZA_TS_SHOP_INFO_POPUP_HEADER1","DAGELIJKS CADEAUTJE!"
"TID_PIZZA_TS_SHOP_INFO_POPUP_INFO1","Vergeet niet om elke dag je gratis pakket te grijpen met de klauw!"
"TID_PIZZA_TS_SHOP_INFO_POPUP_HEADER2","STARR FORCE IS TERUG!"
"TID_PIZZA_TS_SHOP_INFO_POPUP_INFO2","Pakketten zijn de beste manier om de nieuwe Starr Force-skins te bemachtigen!"
"TID_PIZZA_TS_SHOP_INFO_POPUP_HEADER3","PAKKETTEN VOL SPULLEN!"
