TID,PT
TID_HINT_62,A Colette causa muito dano contra Brawlers resistentes!
TID_HINT_63,O Edgar recupera pontos de saúde sempre que acerta um soco!
TID_HINT_64,"Quanto mais tempo você levar mirando o ataque da Janet, maior o alcance!"
TID_HINT_65,O ataque principal do Eugênio permite que você cause dano aos inimigos e carregue o Super!
TID_LAST_STAND_WAVE_1,Os robôs estão se aproximando!
TID_LAST_STAND_WAVE_2,Mais inimigos a caminho!
TID_LAST_STAND_SHUTDOWN,<ccc0000>8-BIT está quase desligando!</c>
TID_EMOTE_BUNDLE_OUTLAW_PACK,Pacote de reações da Gangue do Caos
TID_SHOP_OUTLAW_SKINS,Visual da Gangue do Caos
TID_SHOP_OUTLAW_TITLE,GANGUE DO CAOS
TID_GEAR_RARITY_RARE,Super-rara
TID_GEAR_RARITY_SUPER_RARE,Épica
TID_GEAR_RARITY_EPIC,Mítica
TID_GEAR_RARITY_TITLE_RARE_GEAR,<GEAR> (engrenagem super-rara)
TID_GEAR_RARITY_TITLE_SUPER_RARE_GEAR,<GEAR> (engrenagem épica)
TID_GEAR_RARITY_TITLE_EPIC_GEAR,<GEAR> (engrenagem mítica)
TID_ACCESSORY_BLOCKED_SOULS_TOO_FAR,Os fantasmas estão muito longe!
TID_TRY_BRAWLER_TITLE,Testar Brawler
TID_TRY_BRAWLER_BUTTON_PRACTICE_MATCH,BATALHA DE TREINO
TID_TRY_BRAWLER_BUTTON_TRAINING_GROUNDS,CAMPO DE TREINAMENTO
TID_FIRST_GADGET_TUTORIAL_HEADER,ACESSÓRIOS
TID_FIRST_GADGET_TUTORIAL_HEADER_DESC,Uma habilidade extra para o seu Brawler.
TID_FIRST_GADGET_TUTORIAL_1_DESC,Os Brawlers liberam o espaço de engrenagem no nível de poder 7.
TID_FIRST_GADGET_TUTORIAL_2_DESC,Acessórios exclusivos para cada Brawler.
TID_FIRST_GADGET_TUTORIAL_3_DESC,Use um acessório equipado até 3 vezes por batalha.
TID_FIRST_GADGET_TUTORIAL_3_x3,x3
TID_FIRST_STARPOWER_TUTORIAL_HEADER,PODERES DE ESTRELA
TID_FIRST_STARPOWER_TUTORIAL_HEADER_DESC,Habilidades passivas e exclusivas para o seu Brawler.
TID_FIRST_STARPOWER_TUTORIAL_1_DESC,Os Brawlers liberam o espaço do poder de estrela no nível de poder 9.
TID_FIRST_STARPOWER_TUTORIAL_2_DESC,Os poderes de estrela são exclusivos para cada Brawler.
TID_FIRST_STARPOWER_TUTORIAL_3_DESC,O poder de estrela equipado fica ativo o tempo todo.
TID_FIRST_GEAR_TUTORIAL_1_DESC,Os Brawlers liberam o primeiro espaço de engrenagem no nível de poder 10.
TID_FIRST_GEAR_TUTORIAL_2_DESC,Cada Brawler pode ter várias engrenagens.
TID_FIRST_GEAR_TUTORIAL_3_DESC,A engrenagem equipada fica ativa o tempo todo.
TID_TRY_BRAWLER_SELECTING_PRACTICE_MATCH,Selecionando batalha de treino...
TID_SHIELD_TANK,BUSTER
TID_SHIELD_TANK_SHORT_DESC,TANQUE
TID_SHIELD_TANK_DESC,Buster trabalha como projecionista de cinema e sabe todos os seus filmes de ação preferidos de cor. Ele também sonha em se tornar o herói de um filme de grande sucesso.
TID_SHIELD_TANK_WEAPON,LENTE REFLETORA
TID_SHIELD_TANK_WEAPON_DESC,"Buster dispara um feixe de luz do seu projetor, causando dano aos inimigos dentro do alcance."
TID_SHIELD_TANK_ULTI,MONTAGEM
TID_SHIELD_TANK_ULTI_DESC,"Buster projeta um escudo à sua frente, bloqueando todos os projéteis e refletindo energia de volta aos inimigos."
TID_SPEC_ABI_SHIELD_TANK_1,HOLOFOTE
TID_SPEC_ABI_SHIELD_TANK_1_DESC,A Lente Refletora do Buster inflige <c00cc00><VALUE1>%</c> mais dano por cada aliado dentro da área do Super.
TID_SPEC_ABI_SHIELD_TANK_2,COLETE PROTETOR
TID_SPEC_ABI_SHIELD_TANK_2_DESC,"Enquanto o ataque Montagem estiver ativo, Buster recebe <c00cc00><VALUE1>%</c> menos dano e fica imune a atordoamento, desaceleramento e empurrões."
TID_ACCESSORY_SHIELD_TANK_GADGET_1,CINTO DE UTILIDADES
TID_ACCESSORY_SHIELD_TANK_GADGET_1_DESC,Buster e os aliados próximos recuperam <c00cc00><VALUE1></c> pontos de vida por cada aliado dentro da área do Super.
TID_ACCESSORY_SHIELD_TANK_GADGET_2,CÂMERA LENTA
TID_ACCESSORY_SHIELD_TANK_GADGET_2_DESC,"A próxima Lente Refletora do Buster puxa inimigos para perto, desacelerando-os por <c00cc00><VALUE1></c> segundos."
TID_GEAR_COMPENSATION_AMOUNTS_DESC,FICHAS DE ENGRENAGEM: <TOKENS>\nSUCATA: <SCRAP>
TID_GEAR_COMPENSATION_CLAIM,RESGATAR
TID_FIRST_GEAR_TUTORIAL_SUBTITLE,Personalize o Brawler com uma nova habilidade passiva.
TID_FIRST_ITEM_TUTORIAL_BUTTON_LETS_GO,VAMOS LÁ!
TID_INBOX_CAPTION_52,Doação de engrenagem <TYPE> para <NAME>
TID_GEAR_COMPENSATION_INFO,"Aqui vão <COINS> moedas por suas engrenagens, fichas de engrenagem e sucata!"
TID_INBOX_CAPTION_GEAR_COMPENSATION,As engrenagens foram redefinidas e você foi reembolsado com <COINS> moedas.
TID_RECRUIT_TOKEN,Vale
TID_CHROMATIC_TOKEN,Vale cromático
TID_FIRST_STARPOWER_TUTORIAL_TITLE,PODERES DE ESTRELA
TID_FIRST_GADGET_TUTORIAL_TITLE,ACESSÓRIOS
TID_GEAR_TO_COINS_POPUP_TITLE,ENGRENAGENS REFORMULADAS!
TID_GEAR_TO_COINS_POPUP_NEW_GEAR,Nova engrenagem disponível!
TID_GEAR_TO_COINS_POPUP_NEW_GEAR_DESCRIPTION,Confira as novas opções de engrenagem dos seus Brawlers.
TID_GEAR_TO_COINS_POPUP_INFO,"Todas as suas engrenagens foram redefinidas. Elas não são mais produzidas e não têm níveis de melhoria. As engrenagens agora são super-raras, épicas ou míticas.\n\nComo compensação pela mudança, suas fichas de engrenagem e sucata serão reembolsadas com moedas. APROVEITE E COMPRE JÁ NOVAS ENGRENAGENS!"
TID_GEAR_TO_COINS_POPUP_REIMBURSEMENT,REEMBOLSO:
TID_REPORT_PLAYER_REPORT,DENUNCIAR
TID_REPORT_PLAYER_REPORTED,DENUNCIADO
TID_REPORT_PLAYER_POPUP_TITLE,DENUNCIAR <PLAYER_NAME>?
TID_REPORT_PLAYER_POPUP_DESCRIPTION,"Você está denunciando <PLAYER_NAME> por agir de má fé.\n\nIsso quer dizer que o jogador não está jogando de acordo com os objetivos do evento, o que é desrespeitoso e afeta os resultados da equipe e da partida.\n\nEssa prática envolve ações como sabotar, combinar a partida ou permanecer inativo."
TID_REPORT_PLAYER_BUTTON_REPORT,DENUNCIAR
TID_REPORT_PLAYER_BUTTON_CANCEL,CANCELAR
TID_QUEST_FALLBACK_REWARD_DESC,"Como você já tem a recompensa da missão, você receberá <REWARD>!"
TID_QUEST_FALLBACK_REWARD_TITLE,RECOMPENSA DA MISSÃO
TID_QUEST_FALLBACK_REWARD_BUTTON_CLAIM,RESGATAR
TID_RECRUIT_ROAD_TAB_RECRUIT_ROAD,TRILHA ESTELAR
TID_RECRUIT_ROAD_TAB_CHROMATIC_SHOP,CROMÁTICOS
TID_CHROMATIC_BRAWLER_UNLOCK_REQUIREMENT,Libere mais <NUM>.
TID_CHROMATIC_OWNED_BP_REACH_TIER,Libere <HERO> no patamar <NUM> desta temporada do BRAWL PASS.
TID_CHROMATIC_OWNED_BP_REACH_TIER_SHORT,Libere no patamar <NUM> do BRAWL PASS.
TID_CHROMATIC_CURRENT_BP_TIER,PATAMAR ATUAL: <NUM>
TID_CHROMATIC_AVAILABLE_ON_BP,Já disponível no BRAWL PASS
TID_CHROMATIC_CLAIM_ON_BP,RESGATAR
TID_CHROMATIC_HERO_UNLOCK_NOW,Libere <HERO> agora:
TID_CHROMATIC_HERO_UNLOCK_MORE_TO_PURCHASE,Consiga <HERO> com vales cromáticos liberando mais Brawlers cromáticos: <NUM>
TID_CHROMATIC_HERO_BP_SEASON_ENDS_IN,Fim da temporada: <TIME>
TID_CHROMATIC_BUY_BUTTON_UNLOCK_NOW,LIBERAR
TID_PURCHASE_CHROMATIC_HERO_TITLE,BRAWLERS CROMÁTICOS
TID_PURCHASE_CHROMATIC_BTN_BP_ACTIVATE,ATIVAR
TID_PURCHASE_CHROMATIC_BTN_BP_CLAIM,RESGATAR
TID_PURCHASE_CHROMATIC_HERO_BP_CHANGED,A temporada do Brawl Pass mudou!
TID_RECRUIT_BRAWLER_BUY_BUTTON_UNLOCK_NOW,LIBERAR
TID_PURCHASE_BRAWLER_ERROR_BRAWLER_ALREADY_UNLOCKED,Você já tem este Brawler!
TID_PURCHASE_BRAWLER_ERROR_BP_TIER_NOT_REACHED,É preciso alcançar o patamar <TIER> do Brawl Pass para obter este Brawler.
TID_PURCHASE_BRAWLER_ERROR_BP_TIER_ALREADY_CLAIMABLE,Este Brawler já pode ser obtido no Brawl Pass.
TID_PURCHASE_BRAWLER_ERROR_PREVIOUS_CHROMATIC_BRAWLER_COUNT_TOO_SMALL,Desbloqueie mais Brawlers cromáticos primeiro: <NUM>
TID_PURCHASE_BRAWLER_ERROR_UNKNOWN,Ainda não é possível obter o Brawler (<NUM>)
TID_PURCHASE_BRAWLER_AUTO_OFFER_TITLE,LIBERAR <NAME>?
TID_PURCHASE_BRAWLER_AUTO_OFFER_DESC,Receba os vales necessários e libere <NAME> agora!
TID_RECRUIT_ROAD_CURRENT_BRAWLER_SWITCH,ALTERAR
TID_RECRUIT_ROAD_CURRENT_BRAWLER_UNLOCK_NOW,LIBERAR
TID_RECRUIT_ROAD_FUTURE_CHOICES_TITLE,LIBERE 1 BRAWLER NESTE PATAMAR
TID_RECRUIT_ROAD_FUTURE_BRAWLER_UNLOCK,Vales necessários para liberar <HERO> neste patamar:
TID_RECRUIT_ROAD_FUTURE_BRAWLER_UNLOCK_UNKNOWN,Vales necessários para liberar neste patamar:
TID_RECRUIT_ROAD_FUTURE_BRAWLER_NAME_UNKNOWN,OPÇÃO SURPRESA
TID_RECRUIT_ROAD_FUTURE_BRAWLER_DESC_UNKNOWN,Um Brawler não escolhido num patamar (<RARITY>) será uma opção aqui.
TID_CHROMATIC_TOKEN_CAP_REACHED_TITLE,LIMITE DE VALES CROMÁTICOS ATINGIDO
TID_CHROMATIC_TOKEN_CAP_REACHED_DESC,Limite atingido. Gaste alguns vales cromáticos para obter mais.
TID_CHROMATIC_TOKEN_CAP_REACHED_DESC_PLAY_QUEST_REWARD,Você atingiu o limite máximo de vales cromáticos. Você não receberá vales cromáticos como recompensa de missões enquanto estiver no limite.
TID_CHROMATIC_TOKEN_CAP_REACHED_DESC_PLAY_CHALLENGE_REWARD,Você atingiu o limite máximo de vales cromáticos. Você não receberá vales cromáticos como recompensa de desafios enquanto estiver no limite.
TID_CHROMATIC_TOKEN_CAP_REACHED_AMOUNT,<NUM>/<MAX>
TID_CHROMATIC_TOKEN_CAP_REACHED_BUTTON_SHOP,LOJA CROMÁTICA
TID_BUTTON_NAVI_RECRUIT_ROAD,LIBERAR BRAWLERS
TID_SKIN_INFO_GHOST_TRAIN,Visual da Estação Fantasma
TID_SCID_PURCHASE_VERIFICATION_ERROR,Aconteceu um erro na validação da sua compra.
TID_TRAIT_CHARGE_SUPER_FROM_ALLIES,O Super é carregado quando o Brawler fica perto dos aliados.
TID_SKIN_INFO_ACTION,Visual dos heróis de ação
TID_SKIN_INFO_WF_2022,Visual da final mundial 2022
TID_BRAWL_PASS_SEASON_14,ESTAÇÃO FANTASMA
TID_CHAINSAW_BUSTER_SKIN,BUSTER MOTOSSERRA
TID_CHAINSAW_BUSTER_SKIN_SHOP,BUSTER\nMOTOSSERRA
TID_GHOST_TRAIN_GROM_SKIN,GROMENSTEIN
TID_GHOST_TRAIN_GROM_SKIN_SHOP,GROMENSTEIN
TID_GHOST_TRAIN_COLETTE_SKIN,COLETTE INSPETORA
TID_GHOST_TRAIN_COLETTE_SKIN_SHOP,COLETTE\nINSPETORA
TID_BRICK_OVEN_ASH_SKIN,ASH PIZZAIOLO
TID_BRICK_OVEN_ASH_SKIN_SHOP,ASH\nPIZZAIOLO
TID_VETERAN_SQUEAK_SKIN,SOLDADO SQUEAK
TID_VETERAN_SQUEAK_SKIN_SHOP,SOLDADO\nSQUEAK
TID_ZOMBIE_BROCK_SKIN,BROCK ZUMBI
TID_ZOMBIE_BROCK_SKIN_SHOP,BROCK\nZUMBI
TID_MEGA_MEGABOX_DARRYL_SKIN,DARRYL ÔMEGA
TID_MEGA_MEGABOX_DARRYL_SKIN_SHOP,DARRYL\nÔMEGA
TID_GHOST_METRO_PENNY_SKIN,PENNY GUAXINIM
TID_GHOST_METRO_PENNY_SKIN_SHOP,PENNY\nGUAXINIM
TID_BSWF22_TARA_SKIN,TARA IRADA
TID_BSWF22_TARA_SKIN_SHOP,TARA\nIRADA
TID_TOPGUN_JANET_SKIN,JANET G-FORCE
TID_TOPGUN_JANET_SKIN_SHOP,JANET\nG-FORCE
TID_SHOP_OFFER_TITLE_40,CAIXA ÔMEGA
TID_PIN_OFFER_TITLE,Ofertas de reações
TID_THUMBNAILS_OFFER_TITLE,Ofertas de ícones
TID_PURCHASE_BRAWL_PASS_TITLE_REDEEM,BRAWL PASS
TID_PURCHASE_BRAWL_PASS_INFO_REDEEM,"Ganhe prêmios do Brawl Pass, missões extras e <NUM> trocas de missões por semana!"
TID_PURCHASE_BRAWL_PASS_BUTTON_REDEEM,RESGATAR
TID_BRAWL_PASS_REDEEM,RESGATAR
TID_PURCHASE_BRAWL_PASS_REDEEM_INFO,Você tem <NUMBER> Brawl Passes disponíveis no seu Supercell ID. Quer usar um para ativar o passe da temporada atual?
TID_PURCHASE_BRAWL_PASS_REDEEM_ALREADY_IN_PROGRESS,Aguarde. O Brawl Pass está sendo resgatado do seu Supercell ID.
TID_PURCHASE_BRAWL_PASS_BUY_FROM_SUPERCELL_STORE,Não há Brawl Passes no seu Supercell ID. Adquira mais na Supercell Store.
TID_SUPERCELL_STORE_GEM_PACK_1_TITLE,30 gemas
TID_SUPERCELL_STORE_GEM_PACK_2_TITLE,80 gemas
TID_SUPERCELL_STORE_GEM_PACK_3_TITLE,170 gemas
TID_SUPERCELL_STORE_GEM_PACK_4_TITLE,360 gemas
TID_SUPERCELL_STORE_GEM_PACK_5_TITLE,950 gemas
TID_SUPERCELL_STORE_GEM_PACK_6_TITLE,2000 gemas
TID_SUPERCELL_STORE_BRAWL_PASS,Brawl Pass
TID_SUPERCELL_STORE_BRAWL_PASS_BUNDLE,Pacote do Brawl Pass
TID_SKIN_INFO_CAMPAIGN_LASTBOX,Visual de Caixa Ômega
TID_IAP_NOT_AVAILABLE_ANDROID,Compras indisponíveis!\nVerifique se está usando uma conta válida do Google e se o método de pagamento está atualizado.
TID_RECRUIT_ROAD_FEATURE_TITLE,LIBERE OS BRAWLERS
TID_RECRUIT_ROAD_OR,OU
TID_RECRUIT_ROAD_NEXT_TO_UNLOCK,PRÓXIMO:
TID_RECRUIT_ROAD_CURRENTLY_UNLOCKING,DESBLOQUEIO EM CURSO
TID_RECRUIT_ROAD_UNLOCK_NOW,LIBERAR
TID_FAME_SCREEN_TITLE,NÍVEL DE FAMA
TID_FAME_TIER_GLOBAL1,FAMA GLOBAL I
TID_FAME_TIER_GLOBAL2,FAMA GLOBAL II
TID_FAME_TIER_GLOBAL3,FAMA GLOBAL III
TID_FAME_TIER_LUNAR1,FAMA LUNAR I
TID_FAME_TIER_LUNAR2,FAMA LUNAR II
TID_FAME_TIER_LUNAR3,FAMA LUNAR III
TID_FAME_TIER_MARTIAL1,FAMA MARCIANA I
TID_FAME_TIER_MARTIAL2,FAMA MARCIANA II
TID_FAME_TIER_MARTIAL3,FAMA MARCIANA III
TID_FAME_TIER_SATURNAL1,FAMA SATURNIANA I
TID_FAME_TIER_SATURNAL2,FAMA SATURNIANA II
TID_FAME_TIER_SATURNAL3,FAMA SATURNIANA III
TID_FAME_TIER_SOLAR1,FAMA SOLAR I
TID_FAME_TIER_SOLAR2,FAMA SOLAR II
TID_FAME_TIER_SOLAR3,FAMA SOLAR III
TID_FAME_PANEL_UNLOCK_INFO,Libere todos os Brawlers para obter fama global!
TID_FAME_SCREEN_PROFILE_BUTTON,PERFIL
TID_FAME_SCREEN_FAME_BUTTON,FAMA
TID_JESTER,CHESTER
TID_JESTER_SHORT_DESC,DESTRUIDOR
TID_JESTER_DESC,"O que tem na caixa?\n\nLimitação de responsabilidade:\nSob circunstância alguma a Starr Corporation, seus afiliados, parceiros, fornecedores ou licenciantes responderão por danos indiretos, incidentais, (...)"
TID_JESTER_WEAPON,TRUQUE NO CHAPÉU
TID_JESTER_WEAPON_DESC,"Chester dispara uma sequência de sinos de seu chapéu: começa com um, passa para dois e termina com três sinos."
TID_JESTER_ULTI,CAIXA SURPRESA
TID_JESTER_ULTI_EXPLOSION,DOCE EXPLOSIVO
TID_JESTER_ULTI_EXPLOSION_DESC,"Chester lança um doce explosivo que destrói a área, empurrando e infligindo dano aos inimigos."
TID_JESTER_ULTI_STUN,QUEBRA-QUEIXO
TID_JESTER_ULTI_STUN_DESC,Chester dispara um doce duro que atordoa os inimigos atingidos.
TID_JESTER_ULTI_POISON,DOCE VENCIDO
TID_JESTER_ULTI_POISON_DESC,Chester joga um pó de doce venenoso que causa dano aos inimigos com o passar do tempo.
TID_JESTER_ULTI_AREA,ESTALINHOS
TID_JESTER_ULTI_AREA_DESC,"Chester joga explosivos pelo chão, infligindo dano aos inimigos que pisam neles com o passar do tempo."
TID_JESTER_ULTI_HEAL,BALA DE HORTELÃ
TID_JESTER_ULTI_HEAL_DESC,Chester come um drops refrescante que o cura ao longo do tempo.
TID_SPEC_ABI_JESTER_1,BATEM OS SINOS
TID_SPEC_ABI_JESTER_1_DESC,O ataque de Chester tem uma rodada extra com quatro sinos.
TID_SPEC_ABI_JESTER_2,PREVISÃO
TID_SPEC_ABI_JESTER_2_DESC,Chester sempre sabe qual será o próximo Super.
TID_ACCESSORY_JESTER_GADGET_1,DADO DA SORTE
TID_ACCESSORY_JESTER_GADGET_1_DESC,"Chester recebe um novo Super aleatório, diferente do atual."
TID_ACCESSORY_JESTER_GADGET_2,JUJUBAS
TID_ACCESSORY_JESTER_GADGET_2_DESC,Chester come jujubas misteriosas tiradas do chapéu e fica mais forte por <c00cc00><VALUE1></c> segundos.
TID_TRAIT_CHARGE_SUPER_RANDOM,Este Brawler começa com um Super aleatório que muda com cada uso.
TID_DOORMAN,GRAY
TID_DOORMAN_SHORT_DESC,SUPORTE
TID_DOORMAN_DESC,"Você sabe o que significa \qortocromático\q?\n\nGray sabe, mas ele não gosta muito de falar."
TID_DOORMAN_WEAPON,DEDO DISPARADOR
TID_DOORMAN_WEAPON_DESC,Os disparos são de verdade?
TID_DOORMAN_ULTI,PORTAIS DIMENSIONAIS
TID_DOORMAN_ULTI_DESC,"Gray cria uma série de portais para si mesmo e para os aliados, úteis para possibilitar fugas estratégicas e ataques inesperados!"
TID_SPEC_ABI_DOORMAN_1,LESÃO ILUSÓRIA
TID_SPEC_ABI_DOORMAN_1_DESC,"Quando Gray estiver com a saúde máxima, o próximo dano recebido é reduzido em <VALUE1>%."
TID_SPEC_ABI_DOORMAN_2,NOVA PERSPECTIVA
TID_SPEC_ABI_DOORMAN_2_DESC,"Quando Gray ou seus aliados usam os portais, eles recuperam <VALUE1> pontos de vida."
TID_ACCESSORY_DOORMAN_GADGET_1,BENGALA
TID_ACCESSORY_DOORMAN_GADGET_1_DESC,O próximo disparo de Gray com o Dedo disparador lança uma bengala que faz os inimigos recuarem um pouco.
TID_ACCESSORY_DOORMAN_GADGET_2,PIANO DE CAUDA
TID_ACCESSORY_DOORMAN_GADGET_2_DESC,"O próximo disparo de Gray com o Dedo disparador também deixa um alvo onde um piano cai, ferindo os inimigos.\nTomara que ninguém se machuque."
TID_SELECT_RECRUIT,ESCOLHA UM BRAWLER
TID_SELECT_RECRUIT_DESC,Toque em um Brawler para ver mais informações.
TID_SWITCH_RECRUIT,DESBLOQUEAR OUTRO BRAWLER?
TID_SWITCH_RECRUIT_DESC,Toque em um Brawler para ver mais informações.
TID_RESOURCE_POWER_POINTS,Pontos de poder
TID_TOP_TOOL_TIP_POWER_POINTS,<cff00ff>Pontos de poder</c> servem para melhorar seus Brawlers.\n\nColete-os no Brawl Pass e no caminho de troféus.\n\nLimite: <cff00ff><MAX></c>
TID_POWER_POINT_CAP_REACHED_TITLE,LIMITE DE PONTOS DE PODER ATINGIDO
TID_POWER_POINT_CAP_REACHED_DESC,Use pontos de poder para melhorar seus Brawlers antes de coletar mais.
TID_POWER_POINT_CAP_REACHED_DESC_OFFER,Use pontos de poder para melhorar seus Brawlers antes de adquirir mais.
TID_POWER_POINT_CAP_REACHED_AMOUNT,<NUM>/<MAX>
TID_POWER_POINT_CAP_REACHED_UPGRADE_BUTTON,MELHORAR BRAWLERS
TID_CURRENTLY_RECRUITING,DESBLOQUEIO EM CURSO
TID_RECRUIT_TOKENS_TO_UNLOCK,Vales necessários para liberar <BRAWLER>:
TID_FAME_LEVEL_UP_FLOW_BUTTON,VAMOS LÁ!
TID_FAME_SHOP_TITLE,OBTENHA MAIS FAMA!
TID_FAME_BUTTON_VALUE,+ <NUM> PONTOS DE FAMA
TID_FAME_LOCKED_TITLE,FAMA
TID_FAME,FAMA
TID_PURCHASE_FAME_ERROR_CHROMATIC_BRAWLERS_AVAILABLE_TO_UNLOCK,É preciso liberar todos os Brawlers cromáticos primeiro!
TID_PURCHASE_FAME_ERROR_UNKNOWN,Ainda não é possível comprar fama (<NUM>)
TID_RECRUIT_ROAD_COLLECT_CREDITS_TO_UNLOCK,Obtenha vales para liberar este Brawler:
TID_RECRUIT_ROAD_CHOICES_AVAILABLE,Opções disponíveis:
TID_RECRUIT_ROAD_TAP_TO_TRY,TOQUE PARA TESTAR
TID_RECRUIT_ROAD_SINGLE_AVAILABLE,1 Brawler disponível
TID_RECRUIT_ROAD_CHOOSE_ONE,OPÇÃO DE BRAWLER
TID_SHOP_OFFER_TITLE_41,PONTOS DE PODER
TID_SHOP_OFFER_TITLE_43,TÍTULO DE JOGADOR
TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_TITLE,PONTOS DE PODER PARA QUALQUER BRAWLER
TID_HERO_INFO_LEVEL_UP_ERROR_8,Pontos de poder insuficientes para melhorar o Brawler.
TID_RECRUIT_NOW_UNLOCKING_TITLE,<BRAWLER>
TID_RECRUIT_ROAD_BUBBLE_UNLOCK_NOW,LIBERAR AGORA?
TID_QUEST_BRAWLER_UNLOCK_BRAWLER,LIBERAR BRAWLER
TID_QUEST_BRAWLER_SPECIAL_REWARD,PRÊMIO
TID_RECRUIT_NEXT_BRAWLER_READY,COMECE A LIBERAR UM NOVO BRAWLER <RARITY>!
TID_SHOP_OFFER_INFO_41,Contém <AMOUNT> pontos de poder. Use-os para desbloquear melhorias dos Brawlers!
TID_FAME_INFO_TITLE,FAMA
TID_FAME_INFO_TXT1,Após liberar todos os Brawlers da TRILHA ESTELAR...
TID_FAME_INFO_TXT2,"A cada vale obtido, você ganha mais FAMA!"
TID_FAME_INFO_TXT3,Tire onda com a fama obtida no seu perfil!
TID_FAME_INFO_TXT4,"Depois de liberar todos os Brawlers cromáticos, você pode trocar vales cromáticos por FAMA."
TID_INFO_BUTTON_GOTIT,ENTENDI
TID_RECRUIT_ROAD_BUTTON_LETS_GO,VAMOS LÁ!
TID_SHOP_POWER_POINTS_OFFER_ANY_BRAWLER,EM QUALQUER\nBRAWLER
TID_SHOP_POWER_POINTS_OFFER_ANY_DESC,Em qualquer Brawler!
TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_50_PERCENT,<DISCOUNT>%
TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_OFF,DE DESCONTO
TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_LABEL,<DISCOUNT>% de desconto no primeiro Brawler lendário liberado.
TID_RECRUIT_NOW_UNLOCKING,DESBLOQUEANDO...
TID_RECRUIT_ROAD_NEW_BRAWLER,Novo Brawler
TID_SWITCH_TO_NEWLY_RELEASED_TITLE,TROCAR PARA <NEWBRAWLER>?
TID_SWITCH_TO_NEWLY_RELEASED_DESC,Cancelar o desbloqueio de <CURRENTBRAWLER> e transferir vales para <NEWBRAWLER>? Desbloqueie <CURRENTBRAWLER> depois de liberar <NEWBRAWLER>.
TID_SWITCH_TO_NEWLY_RELEASED_BUTTON,TROCAR
TID_RECRUIT_ROAD_CURRENT_BRAWLER_CANCEL,CANCELAR DESBLOQUEIO
TID_RECRUIT_ROAD_STOP_UNLOCK_TITLE,CANCELAR O DESBLOQUEIO DE <BRAWLER>?
TID_RECRUIT_ROAD_STOP_UNLOCK_TEXT,Os vales coletados para <BRAWLER> serão transferidos para o próximo Brawler da TRILHA ESTELAR. <BRAWLER> ficará no último patamar (<RARITY>) da TRILHA ESTELAR.
TID_RECRUIT_ROAD_STOP_UNLOCK_YES,ABANDONAR
TID_RECRUIT_ROAD_STOP_UNLOCK_NO,CONTINUAR DESBLOQUEANDO
TID_RECRUIT_NOW_UNLOCKING_TRANSFER_DESC,Vales transferidos do desbloqueio de <PREVIOUSBRAWLER>
TID_BEAMER,MANDY
TID_BEAMER_SHORT_DESC,TIRO PRECISO
TID_BEAMER_DESC,Com vontade de comer doces? Dê uma passadinha na loja multicolorida da Mandy e experimente guloseimas incomparáveis!
TID_BEAMER_WEAPON,PORTA-DOCES
TID_BEAMER_WEAPON_DESC,"Com seu porta-doces, Mandy dispara guloseimas e, quando fica parada, ela ganha foco, aumentando o alcance do ataque."
TID_BEAMER_ULTI,RAIO AÇUCARADO
TID_BEAMER_ULTI_DESC,Mandy dispara um grande raio de açúcar que atravessa inimigos e elementos do ambiente e inflige muito dano.
TID_SPEC_ABI_BEAMER_1,AO ALCANCE
TID_SPEC_ABI_BEAMER_1_DESC,Mandy dispara guloseimas com <c00cc00><VALUE1>%</c> mais velocidade enquanto está focada.
TID_SPEC_ABI_BEAMER_2,BALA DURA
TID_SPEC_ABI_BEAMER_2_DESC,Mandy recebe escudo de <c00cc00><VALUE1>%</c> enquanto está focada.
TID_ACCESSORY_BEAMER_GADGET_1,CALDA CARAMELIZADA
TID_ACCESSORY_BEAMER_GADGET_1_DESC,A próxima guloseima do porta-doces desacelera inimigos atingidos por <c00cc00><VALUE1></c> segundos.
TID_ACCESSORY_BEAMER_GADGET_2,MIGALHAS
TID_ACCESSORY_BEAMER_GADGET_2_DESC,A próxima guloseima do porta-doces da Mandy atravessa inimigos e elementos do ambiente.
TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_VALUE,<VALUE>
TID_YETI_SAM_SKIN,SAM YETI
TID_YETI_SAM_SKIN_SHOP,SAM YETI
TID_FROST_QUEEN_AMBER_SKIN,AMBER RAINHA DO GELO
TID_FROST_QUEEN_AMBER_SKIN_SHOP,AMBER\nRAINHA DO GELO
TID_KRAMPUS_ASH_SKIN,ASH DIABINHO
TID_KRAMPUS_ASH_SKIN_SHOP,ASH DIABINHO
TID_CUPCAKE_DARRYL_SKIN,DARRYL CUPCAKE
TID_CUPCAKE_DARRYL_SKIN_SHOP,DARRYL\nCUPCAKE
TID_BUZZETTE_SKIN,BUZZETTE
TID_BUZZETTE_SKIN_SHOP,BUZZETTE
TID_GUMMYBEAR_NITA_SKIN,NITA GUMMYBEAR
TID_GUMMYBEAR_NITA_SKIN_SHOP,NITA\nGUMMYBEAR
TID_MAGMA_MANDY_SKIN,MANDY MAGMÁTICA
TID_MAGMA_MANDY_SKIN_SHOP,MANDY\nMAGMÁTICA
